symbol,company_name,company_industry,sector,market_cap_category,confidence_score,uncertainty,high_confidence,sharpe_ratio,return_on_equity,profit_margin,year_change_percent
EIDPARRY,EID Parry India Limited,Other Food Products,Fast Moving Consumer Goods,Mid,0.7682636505365372,0.14147945279605123,True,0.8794,23.14811338464427,0.04972680702764675,28.6
