symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength,profit_margin,return_on_equity,debt_to_income,operational_efficiency,earnings_growth,price_stability,risk_adjusted_return,market_cap_numeric,volume_to_market_cap,price_to_earnings,profitability,revenue_to_market_cap,earnings_stability,roi_potential,financial_health,financial_score
AKSHOPTFBR,Aksh Optifibre Limited,INE523B01011,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,2000-08-18,5.0,162697971,Micro,,323521666.6666667,3324333.333333333,326846000.0,48599000.0,26772000.0,30426000.0,62846000.0,-63700666.66666666,684333.3333333334,-64385000.0,-0.3966666667,-0.3966666667,-73952666.66666667,813490000.0,5.0,9.51,9.48,1065046,1.2213,22.27,0.9888,9.79,9.21,8.98,10.98,0.003831,-0.003377,1.083225,0.4674,4.881,2.3052,0.0738,-0.19901294606749675,-0.07914663978659849,0.08191013504831021,0.3444746101497581,-0.0909078988883289,1.887496929501351,22.020576,1,1065046.0,-23.899159661857215,-0.19901294606749675,323521666.6666667,2.27938176,-0.041842475390295356,64704333.94907549,0.6984274141459048
AKSHAR,Akshar Spintex Limited,INE256Z01025,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2022-05-23,1.0,787468500,Micro,,287285333.3333333,4754333.333333333,292039666.6666667,12529333.333333334,3199000.0,11597000.0,32219666.666666668,-15343333.333333334,-4325000.0,-11018333.333333334,-0.02,-0.02,-10926333.333333334,451884000.0,1.0,2.05,2.02,7876487,0.4663,-62.4,-4.4831,2.08,1.98,2.58,0.97,-0.016753,-0.002725,1.051623,-0.8712,2.1032,2.3742,0.25,-0.03835327479300487,-0.02438310126787701,0.010953991409842725,0.15576500018564587,-0.024179509195575266,5.091571949388806,279.74544000000003,1,7876487.0,-101.0,-0.03835327479300487,287285333.3333333,-10.64377602,-0.009900990099009901,57457063.46004768,-4.550499376060882
AKSHARCHEM,AksharChem India Limited,INE542B01011,Dyes And Pigments,Chemicals,Commodities,Dyes And Pigments,2017-03-28,10.0,8033099,Micro,,851757333.3333334,1154666.6666666667,852912000.0,31645000.0,13010666.666666666,34948000.0,275446333.3333333,15094666.666666666,3817000.0,11277666.666666666,1.4033333333,1.4033333333,11125666.666666666,80331000.0,10.0,290.57,288.68,14407,39.5569,-24.63,-0.4957,296.62,283.52,278.05,209.57,-0.000824,-0.003169,1.044574,-0.1994,1.3893,4.3152,0.0702,0.013240469116399348,0.14038996983314866,0.015254406863388798,0.36053852583991053,0.1384977986912483,0.10908842705065362,12.209090999999999,1,14407.0,205.71021378160833,0.013240469116399348,851757333.3333334,-2.13904464,0.004861207334418733,170351466.0298977,-0.7376385610504519
AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2024-08-06,2.0,157393988,Mid,,10208703333.333334,115256666.66666669,10323960000.0,1773080000.0,100193333.33333331,378163333.3333333,1219240000.0,900390000.0,253153333.3333333,647236666.6666666,4.28,4.28,646973333.3333334,299516666.6666667,2.0,688.64,684.66,546289,167.5793,-45.52,-1.4647,703.27,671.22,796.25,433.8,-0.003031,-0.002732,1.089497,-0.5153,6.7857,3.8717,0.1647,0.06340047756636412,2.1609370652718267,0.009704932345082053,0.29311460058100747,2.1600578710144123,0.02310368882075531,66.673144,3,182096.33333333334,159.96728971962614,0.06340047756636412,3402901111.111111,-5.670878989999999,0.006251278006601818,680580220.5412291,-0.9161554571618091
AKZOINDIA,Akzo Nobel India Limited,INE133A01011,Paints,Consumer Durables,Consumer Discretionary,Paints,2001-06-28,10.0,45540314,Mid,IN-Mi,10230079333.333334,82584000.0,10312663333.333334,843361666.6666666,24317666.666666668,224714000.0,1988898666.6666667,1440801000.0,370639666.6666667,1070161333.3333334,23.5033333333,23.5033333333,1068938333.3333334,455401000.0,10.0,3327.56,3324.1,20371,489.2468,43.34,1.1346,3386.63,3263.01,2449.0,3510.45,0.001748,-0.000319,1.053765,0.4316,2.0048,4.2093,0.004,0.104609289768297,2.3499318915271012,0.0023580394201433252,0.27685614559261484,2.3472463462604023,0.008603633176548114,49.173564000000006,3,6790.333333333333,141.43100269485382,0.104609289768297,3410026444.4444447,4.77587178,0.007070585521885623,682005290.3544474,-1.303326818704602
ALANKIT,Alankit Limited,INE914E01040,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2015-06-30,1.0,271158100,Small,,663473333.3333334,29695666.666666668,693169000.0,116584333.33333331,9258000.0,22761666.666666668,185631333.3333333,65192333.333333336,10529000.0,54663333.333333336,0.1933333333,0.1933333333,55803000.0,271158000.0,1.0,21.54,21.43,1615022,3.484,-19.52,-0.2152,22.1,20.95,18.8,15.13,-0.000445,-0.003801,1.074278,-0.0997,8.9286,3.4089,0.1875,0.08238964640628611,0.20159218364692666,0.013356050256142442,0.4555053707257764,0.20579514526585976,0.9784443168771527,4.200704,2,807511.0,110.84482760531807,0.08238964640628611,331736666.6666667,-0.7335952800000001,0.009021620779281382,66347333.13977597,0.03394183005321275
ALBERTDAVD,Albert David Limited,INE155C01010,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2016-06-14,10.0,5707162,Small,,902915666.6666666,115650333.33333331,1018566000.0,287622000.0,929666.6666666666,17171333.333333332,299529000.0,123454666.66666669,31692333.33333333,91762333.33333331,16.08,16.08,91904666.66666669,57072000.0,10.0,1180.1,1173.61,17452,201.279,-30.65,-0.6748,1203.31,1152.44,1141.4,791.6,-0.001429,-0.002475,1.052285,-0.2614,1.2743,3.9086,0.1148,0.10162890812615573,1.6078345481730676,0.0009127210869660548,0.6502833228795455,1.6103284739743953,0.019418816667411902,20.682619999999996,2,8726.0,72.98569651741293,0.10162890812615573,451457833.3333333,-2.63752328,0.01370131474680686,90291565.90863863,-0.9781265437007765
ALEMBICLTD,Alembic Limited,INE426A01027,Diversified Commercial Services,Services,Services,Diversified Commercial Services,1999-09-22,2.0,256781828,Small,,538728333.3333334,239769666.66666663,778498000.0,69381333.33333333,6166666.666666667,26248666.666666668,223996666.66666663,428642666.6666667,25888000.0,807432000.0,3.1433333333,3.1433333333,764118333.3333334,513564000.0,2.0,122.5,122.16,1347234,21.2826,6.83,0.3758,125.24,119.82,91.65,97.91,0.000711,-0.003287,1.030126,0.1755,9.8413,4.5276,0.0283,1.4987739646141993,1.5722130055845036,0.007921236363698644,0.5445750331799886,1.4878736308100518,0.2127371655718756,2.566714,2,673617.0,38.86320254548105,1.4987739646141993,269364166.6666667,1.70147208,0.025731281379338576,53872834.298553415,3.233960970198703
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2011-09-20,2.0,196563124,Mid,NIN-S,16054256666.666666,97980000.0,16152236666.666666,3818330000.0,179203333.33333334,697430000.0,5408666666.666667,1900643333.3333333,347913333.3333333,1556770000.0,7.92,7.92,1557110000.0,393130000.0,2.0,1015.15,1014.0,253578,122.0422,-12.61,-0.1436,1035.7,994.88,968.55,846.4,-0.00023,-0.001002,1.039737,-0.0568,9.8413,4.7861,0.1012,0.0969692980698577,3.959936916541602,0.011094645096623359,0.5747383300420638,3.9608017704067358,0.03921676272633565,1.810796,3,84526.0,128.03030303030303,0.0969692980698577,5351418888.888888,-0.68728396,0.0078106508875739646,1070283777.6022453,2.6928842146114595
ALICON,Alicon Castalloy Limited,INE062D01024,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2006-09-29,5.0,16261840,Small,,4194393333.3333335,7755333.333333333,4202148666.6666665,486420000.0,105375000.0,223628333.3333333,1026566666.6666666,155777666.66666666,39814666.66666666,115963000.0,7.15,7.1,122231000.0,81309000.0,5.0,1103.73,1098.62,29305,230.0079,-24.98,-0.4328,1126.79,1076.47,861.75,646.5,-0.00077,-0.002169,1.025031,-0.1902,2.884,4.605,0.0688,0.027647144839380824,1.42620128153095,0.025076456917357996,0.36071644846533224,1.5032899187051865,0.020021051450841473,10.811344,2,14652.5,153.65314685314684,0.027647144839380824,2097196666.6666667,-1.9930440000000003,0.0065081647885529125,419439332.745016,-1.2790305736296694
ALIVUS,Alivus Life Sciences Limited,INE03Q201024,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-08-06,2.0,122537052,Mid,,5791130000.0,81606666.66666667,5872736666.666667,616580000.0,3846666.6666666665,148796666.66666666,899856666.6666666,1542803333.3333333,396940000.0,1145863333.3333333,9.3533333333,9.3233333333,1142206666.6666667,245060000.0,2.0,1001.04,1001.31,180138,126.9982,22.02,0.6715,1025.52,978.22,791.1,965.3,0.001222,-0.000602,1.036153,0.3019,9.8413,4.044,0.0405,0.19786524103816236,4.67584809162382,0.0006550041122225243,0.2618550553461356,4.660926575804565,0.03184297100273862,14.78643,3,60046.0,107.05381325768728,0.19786524103816236,1930376666.6666667,2.715546,0.009341096496889075,386075334.209225,4.275231332661982
ALKALI,Alkali Metals Limited,INE773I01017,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2008-11-06,10.0,10182506,Micro,,191540333.3333333,4435000.0,195975333.3333333,32861000.0,6262666.666666667,10822666.666666666,64789333.333333336,-33567333.333333336,280666.6666666667,-33848000.0,-3.3266666667,-3.3266666667,-33848000.0,101825000.0,10.0,114.43,113.5,44091,15.7219,-26.88,-0.4121,116.93,111.34,110.95,81.13,-0.000803,-0.004601,1.057881,-0.1982,4.3392,3.6103,0.1174,-0.17671473893227016,-0.3324134544561748,0.03195640267652732,0.5098160352649834,-0.3324134544561748,0.22963509499487977,11.077248,1,44091.0,-34.118236472604025,-0.17671473893227016,191540333.3333333,-1.48780463,-0.029309838473127754,38308066.16144889,-1.078447193388445
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2015-12-23,2.0,119565000,Large,IN-M,29111066666.666668,1413233333.3333333,30524300000.0,5437466666.666667,260833333.3333333,756666666.6666666,6920833333.333333,7126733333.333333,698633333.3333334,6584400000.0,53.2533333333,53.2533333333,6610133333.333333,239100000.0,2.0,5367.81,5360.54,228126,484.0778,3.64,0.2705,5432.74,5288.29,4715.65,4887.45,0.000276,0.000184,1.025004,0.0682,9.8413,8.2568,0.0202,0.2261820247053812,27.538268506900877,0.008545104501440928,0.4245224038509982,27.645894325944514,0.017056762363405222,0.98462,4,57031.5,100.66111667507553,0.2261820247053812,7277766666.666667,2.2334644000000003,0.009934322537151107,1455553334.0732145,23.194172531606256
ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2007-11-26,2.0,51136418,Mid,NIN-Micro,3952600000.0,68266666.66666667,4020866666.6666665,262433333.3333333,4700000.0,178733333.33333334,844533333.3333334,630966666.6666666,164000000.0,466966666.6666667,9.1333333333,9.1233333333,461133333.3333333,102290000.0,2.0,1971.69,1968.27,83394,204.2976,-15.53,-0.36,2003.2,1939.66,2060.4,1740.45,-0.000471,-0.001508,1.025425,-0.1162,8.2071,5.3736,0.166,0.11814164516183441,4.565125297357187,0.0011689022267172915,0.2800603821956856,4.508097891615342,0.026302805319298905,5.5908,3,27798.0,215.50401459932667,0.11814164516183441,1317533333.3333333,-1.9344959999999998,0.004640284784760221,263506666.1226884,2.2802909425190214
ACLGATI,Allcargo Gati Limited,INE152B01027,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2006-10-10,2.0,147075551,Small,,4250466666.6666665,29400000.0,4279866666.6666665,437366666.6666667,60266666.66666666,184300000.0,3130133333.333333,-20266666.666666668,-9500000.0,-9433333.333333334,0.0266666667,0.0266666667,-11766666.666666666,294033333.3333333,2.0,92.46,91.92,798035,16.8689,-45.69,-1.2288,94.04,90.55,102.3,55.56,-0.002103,-0.002879,1.026908,-0.5195,9.8413,4.4079,0.0931,-0.0022193641482503882,-0.03208253032535994,0.014081435558740146,0.8393196041219002,-0.040018138533046144,0.26130334520923115,56.143871999999995,2,399017.5,3446.9999956912498,-0.0022193641482503882,2125233333.3333333,-5.416427519999999,0.000290107340078329,425046665.04113066,-1.4317908944736104
ALLCARGO,Allcargo Logistics Limited,INE418H01029,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2006-06-23,2.0,982782096,Mid,IN-Mi,40732133333.333336,128266666.66666669,40860400000.0,5167633333.333333,374800000.0,1060333333.3333334,34213700000.0,53133333.333333336,-87366666.66666667,174433333.33333334,0.1633333333,0.1633333333,171166666.66666666,1965600000.0,2.0,55.69,55.39,3404590,13.5624,-61.01,-2.3792,56.56,54.67,71.1,27.72,-0.003531,-0.002913,1.009548,-0.8721,9.8413,5.2124,0.17,0.004282450219482734,0.08874304707638042,0.009172695323589587,0.9668369935611851,0.0870811287477954,0.38432725771249926,145.154992,3,1134863.3333333333,339.1224490488005,0.004282450219482734,13577377777.777779,-12.40134208,0.0029487873858097128,2715475551.8370275,-2.421798502704137
ATL,Allcargo Terminals Limited,INE0NN701020,Port & Port services,Services,Services,Port & Port services,2023-08-10,2.0,245695524,Small,,1906280333.3333333,20054666.666666668,1926335000.0,170153000.0,75938666.66666667,133332666.66666669,1419655000.0,110589000.0,17540000.0,108831000.0,0.44,0.44,108318666.66666669,491391000.0,2.0,42.84,42.59,582689,10.0411,-60.1,-2.2641,43.7,41.93,58.9,23.5,-0.003427,-0.003599,1.014098,-0.8464,9.8413,4.7508,0.1215,0.057090763670470994,0.2214753627966324,0.03942131906790183,0.8339843685110323,0.22043274432512336,0.4731354134507175,136.07241,2,291344.5,96.79545454545455,0.057090763670470994,953140166.6666666,-10.75628628,0.010331063629960084,190628030.1256409,-2.0859448735328967
ALLDIGI,Alldigi Tech Limited,INE835G01018,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),2005-05-09,10.0,15238326,Small,NIN-Micro,1334033333.3333333,20566666.666666668,1354600000.0,767766666.6666666,9766666.666666666,101733333.33333331,251933333.3333333,282366666.6666667,69000000.0,213366666.66666663,14.0033333333,14.0033333333,212566666.66666663,152400000.0,10.0,1008.14,1007.43,44141,96.4016,32.6,0.8726,1033.15,984.76,707.15,937.65,0.001522,-0.000925,1.061252,0.3759,4.344,4.0171,0.0,0.15994103095874665,1.4000437445319331,0.007210000492150204,0.7643737038055022,1.3947944006999122,0.04167047019966474,28.44676,2,22070.5,71.94215662954521,0.15994103095874665,667016666.6666666,3.5053214600000002,0.01390005591783052,133403334.43569207,1.46856877549068
ABDL,Allied Blenders and Distillers Limited,INE552Z01027,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Breweries & Distilleries,2024-07-02,2.0,279710151,Mid,IN-Mi,20461447666.666668,23293333.33333333,20484741000.0,427490000.0,322114333.3333333,149360333.33333334,13994966666.666666,532648333.3333333,145236333.33333334,387412000.0,1.4033333333,1.4033333333,384833333.3333333,559420000.0,2.0,344.36,343.51,1246189,36.6972,0.36,0.2136,351.42,337.25,317.9,319.05,0.000345,-0.001919,1.093678,0.067,7.7381,5.2677,0.0567,0.01893375318849629,0.69252440027171,0.015724598779810462,0.7048600324678883,0.6879148642045928,0.14354501160851507,0.076896,3,415396.3333333333,244.7814726898998,0.01893375318849629,6820482555.555556,1.12518072,0.0040852765081074785,1364096511.4551628,0.5580861534602064
ADSL,Allied Digital Services Limited,INE102I01027,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2007-07-25,5.0,56382253,Small,,2009066666.6666667,23566666.666666668,2032633333.3333333,357433333.3333333,21133333.33333333,47800000.0,164500000.0,165966666.66666666,33566666.666666664,132400000.0,2.2266666667,2.18,131200000.0,279066666.6666667,5.0,222.41,221.79,972913,49.469,35.04,0.7996,229.15,216.26,137.75,186.02,0.001919,-0.004416,1.046322,0.4741,9.8413,3.2305,0.0486,0.06590124767719671,0.47443860487338746,0.010397021925580936,0.2597889567294929,0.4701385570950788,0.06530352341870667,28.017984,2,486456.5,99.60628742365859,0.06590124767719671,1004533333.3333334,2.5831078,0.010039526879931466,200906667.46337733,0.845249852550584
ALMONDZ,Almondz Global Securities Limited,INE326B01035,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2008-06-16,1.0,172284768,Small,,322966666.6666667,4166666.6666666665,327133333.3333333,100866666.66666669,7533333.333333333,10700000.0,46433333.333333336,24400000.0,5233333.333333333,37233333.333333336,0.84,0.8166666667,38366666.66666666,168166666.66666666,2.6666666667,69.57,69.28,486784,54.7688,-78.19,-0.8081,71.3,67.35,117.15,25.55,-0.004856,-0.001591,0.970798,-0.4613,3.8095,3.997,0.0737,0.11528537516771596,0.22140733399405355,0.023028326879967392,0.45608421921766956,0.22814667988107032,0.07297950658038883,63.185339,2,243392.0,82.47619047619048,0.11528537516771596,161483333.33333334,-3.2299757000000002,0.012124711316397228,32296665.734684516,-1.0190952908382305
ALOKINDS,Alok Industries Limited,INE270A01029,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2020-02-19,1.0,4965240401,Mid,,9186066666.666666,86433333.33333333,9272500000.0,1224533333.3333333,1574800000.0,744900000.0,3200000000.0,-2454500000.0,16266666.666666666,-2473200000.0,-0.5,-0.5,-2624233333.333333,4965300000.0,1.0,23.09,22.98,11777440,4.1503,-42.99,-1.256,23.51,22.63,27.4,15.62,-0.002004,-0.003048,1.023397,-0.4851,9.6429,5.2652,0.1983,-0.26923383965571046,-0.4980967917346384,0.1698355351846859,0.4816570022715562,-0.5285145576970843,1.2686311832879553,53.99544,3,3925813.3333333335,-45.96,-0.26923383965571046,3062022222.222222,-6.6130912,-0.02175805047867711,612404442.3753953,-2.064833631390349
ALPA,Alpa Laboratories Limited,INE385I01010,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2007-08-06,10.0,21040600,Micro,,241775333.3333333,69571666.66666667,311347000.0,33545333.33333333,642666.6666666666,5404000.0,51145000.0,78836333.33333333,6554333.333333333,72282000.0,3.4366666667,3.4366666667,72281333.33333333,210406000.0,10.0,102.85,102.25,163524,13.5898,18.19,0.6829,105.37,100.07,89.65,105.96,0.001501,-0.005347,1.048537,0.2747,7.3016,3.4525,0.0219,0.2989635005500975,0.3435358307272606,0.002064149218289133,0.35028525104573666,0.34353266224980905,0.25405083224182845,12.421951,1,163524.0,29.752667312999492,0.2989635005500975,241775333.3333333,2.35771225,0.03361043194816626,48355067.470391475,1.189501331277358
ALPHAGEO,Alphageo (India) Limited,INE137C01018,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2007-05-11,10.0,6364767,Micro,,183724333.3333333,28904000.0,212628333.3333333,30864333.33333333,948333.3333333334,33593333.333333336,161463666.66666666,-14241333.333333334,-6666000.0,-7575333.333333333,-1.22,-1.22,-4324666.666666667,63648000.0,10.0,393.15,390.57,54119,43.4152,-34.21,-0.7022,404.52,381.8,366.45,241.1,-0.001925,-0.006119,1.142568,-0.281,3.157,2.2644,0.0137,-0.04123206325418698,-0.11901918887213005,0.004460051576694859,1.046829216960918,-0.06794662309368192,0.05215684829276383,24.022262,1,54119.0,-320.1393442622951,-0.04123206325418698,183724333.3333333,-1.5900616800000003,-0.0031236398084850347,36744866.17665381,-1.2966032521263169
ALPSINDUS,Alps Industries Limited,INE093B01015,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2000-03-21,10.0,39114100,Micro,,0.0,1292000.0,1292000.0,630000.0,157462666.66666666,0.0,1957000.0,-158757666.66666666,0.0,-158757666.66666666,-4.0566666667,-4.0566666667,-158757666.66666666,391141000.0,10.0,3.06,3.06,54982,0.3441,38.46,112.3361,3.06,3.04,2.6,3.6,0.041531,0.000861,,0.3322,0.1964,7.5,1.0,0.0660247047197285,-0.40588347083702975,121.875128998968,0.3263491531175259,-0.40588347083702975,21.79598953792502,4320.446406,1,54982.0,-0.754313886600211,,0.0,842.52075,-1.3257080610130718,252.49108338779737,111.92677552916298
AMBER,Amber Enterprises India Limited,INE371P01015,Household Appliances,Consumer Durables,Consumer Discretionary,Household Appliances,2018-01-30,10.0,33823506,Mid,IN-S,20731062666.666668,181592666.66666663,20912655333.33333,774251000.0,513799333.3333333,567772000.0,1546815000.0,662185000.0,162169000.0,442426333.3333333,12.5966666667,12.5433333333,441353666.6666667,337599000.0,10.0,5329.58,5328.46,536303,1222.773,81.28,1.3775,5465.63,5204.99,3602.15,6530.05,0.002992,-0.001773,1.026056,0.7391,9.8413,3.1587,0.0121,0.021341227917115294,1.310508423701887,0.024568823286365393,0.11196078258602854,1.3073310841165604,0.002583226813153382,111.9632,3,178767.66666666666,423.00555702454886,0.021341227917115294,6910354222.222222,4.3511092499999995,0.002364035137112787,1382070845.7566524,-9.518380348380997
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,INE792B01012,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,2004-06-29,10.0,17177400,Micro,,308552000.0,13261000.0,321813000.0,15569333.333333334,28069666.666666668,4224333.333333333,53584333.333333336,25803666.666666668,2784000.0,23019666.666666668,1.34,1.34,23019666.666666668,171774000.0,10.0,29.04,28.65,45063,2.2253,1.31,0.2602,29.73,27.94,26.7,27.05,0.000482,-0.004301,1.03788,0.1156,4.3097,3.2863,0.0583,0.0746054689863189,0.13401135600653571,0.08722353250697351,0.22412321640004496,0.13401135600653571,1.4767896463398196,0.340862,1,45063.0,21.38059701492537,0.0746054689863189,308552000.0,0.85509526,0.04677137870855149,61710400.2882645,0.4465638249928546
AMBIKCO,Ambika Cotton Mills Limited,INE540G01014,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2008-01-29,10.0,5725000,Small,NIN-Micro,1885866666.6666667,64900000.0,1950766666.6666667,129766666.66666669,42966666.66666666,56300000.0,297600000.0,231333333.3333333,65066666.66666666,166266666.66666666,29.0466666667,29.0466666667,166266666.66666666,57250000.0,10.0,1587.43,1583.01,19190,153.4603,-11.07,-0.1813,1614.69,1560.92,1546.0,1374.8,-0.000245,-0.002163,1.004347,-0.0606,1.8886,5.2262,0.0648,0.08816459276018099,2.904221251819505,0.0220255284247219,0.22661552601809956,2.904221251819505,0.034055713432073316,2.0069909999999997,2,9595.0,54.49885242132832,0.08816459276018099,942933333.3333334,-0.94751006,0.018349010218949975,188586666.41253284,1.276482844579686
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1998-02-18,2.0,2463123478,Large,IN-L,83853843333.33333,6936646666.666667,90790490000.0,3493170000.0,672150000.0,5611240000.0,50738300000.0,13809543333.333334,896030000.0,12942046666.666666,4.3733333333,4.3633333333,12851766666.666666,4926200000.0,2.0,585.93,584.49,3209076,60.7965,-9.59,-0.1173,593.06,576.28,606.85,548.65,-0.000161,-0.000158,1.045993,-0.0399,9.8413,4.4706,0.0202,0.15434053052547422,2.6271866076624306,0.0074033084302111375,0.6467380366147399,2.6088601085353145,0.07353383829661247,1.124907,4,802269.0,133.64862804979916,0.15434053052547422,20963460833.333332,-0.52440138,0.007482306512173005,4192692166.5571446,2.0562621381879045
AMDIND,AMD Industries Limited,INE005I01014,Packaging,Capital Goods,Industrials,Packaging,2007-03-19,10.0,19166749,Micro,,647596666.6666666,4080333.3333333335,651677000.0,52876000.0,23132000.0,38236666.66666666,111846666.66666669,3904333.3333333335,716666.6666666666,3187666.6666666665,0.1666666667,0.1666666667,3290333.333333333,191667000.0,10.0,64.57,63.73,44432,10.12,-27.37,-0.2787,66.03,62.4,63.6,46.19,-0.000645,-0.006295,1.046464,-0.1593,4.3727,3.2962,0.1457,0.004922302461923316,0.016631275423868826,0.035496112337860625,0.2543599668517957,0.017166926666214492,0.3257114624505929,7.628019,1,44432.0,382.379999923524,0.004922302461923316,647596666.6666666,-0.9186509399999999,0.002615199540247921,129519333.05973779,-0.35834642211420786
AMIORG,Ami Organics Limited,INE00FF01017,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-09-14,10.0,40934461,Mid,IN-Mi,2327973666.6666665,37167666.66666666,2365141333.333333,201182333.3333333,18717333.33333333,64410666.66666666,337407333.3333333,444428666.6666667,118756666.66666669,325672000.0,8.1333333333,8.1333333333,324230333.3333333,409225333.3333333,10.0,1745.8,1746.45,287703,447.7028,85.14,1.467,1790.98,1704.12,1218.9,2256.65,0.003017,-0.001505,1.0232,0.7451,9.8413,3.8832,0.0526,0.13989505322296744,0.7958256087110932,0.007913832915411397,0.23135556659360837,0.7923026922412754,0.008673611154542701,124.90038000000001,3,95901.0,214.7274590172735,0.13989505322296744,775991222.2222222,5.6966544,0.0046570662391136304,155198246.1963407,-2.07430733806594
AMNPLST,Amines & Plasticizers Limited,INE275D01022,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2023-11-10,2.0,55020000,Small,,1649732000.0,3509333.333333333,1653241333.3333333,52488666.66666666,24150333.33333333,13781666.666666666,309743000.0,125758333.33333331,31774333.33333333,93984000.0,1.7066666667,1.7066666667,93905666.66666669,110040000.0,2.0,268.73,267.06,55883,44.8314,19.64,0.5909,276.95,260.82,175.2,209.61,0.001577,-0.005868,1.116699,0.3895,5.4996,2.6534,0.1215,0.0569692531877905,0.8540894220283534,0.0146078693088567,0.21957000692637751,0.8533775596752697,0.05918619538983837,11.605276,2,27941.5,156.48046874694376,0.0569692531877905,824866000.0,1.56789406,0.006390573903617164,164973200.48873708,1.0536446752161437
AMJLAND,Amj Land Holdings Limited,INE606A01024,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,1995-02-08,2.0,41000000,Micro,,173842333.33333334,18618666.666666668,192461000.0,14628333.333333334,3093666.6666666665,4713000.0,14369333.333333334,49426666.66666666,16160000.0,34825333.333333336,0.8133333333,0.8133333333,366477666.6666667,82000000.0,2.0,50.76,50.46,200756,9.5848,28.07,0.8687,52.29,49.15,35.95,46.04,0.002026,-0.005178,1.074313,0.3688,7.2619,3.0917,0.0549,0.20032711633338254,0.4246991869918699,0.016074252272754826,0.16680440322361068,4.469239837398375,0.3225628077789834,24.384409,1,200756.0,62.04098360910004,0.20032711633338254,173842333.33333334,2.68575979,0.0161183775921522,34768467.535716414,1.3978783033252526
AMRUTANJAN,Amrutanjan Health Care Limited,INE098F01031,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2015-01-02,1.0,28910630,Small,,1054675666.6666666,42864666.66666666,1097540333.3333333,143618000.0,586333.3333333334,16346333.333333334,262017000.0,160927666.66666666,42071333.333333336,118856333.33333331,4.1133333333,4.1133333333,116351666.66666669,28911000.0,1.0,719.17,718.66,54144,58.7702,-3.94,0.0577,733.23,706.89,658.0,632.05,8.1e-05,-0.001185,1.083994,0.02,5.3285,4.0403,0.1053,0.11269467675212631,4.111111111111111,0.0005342248621994454,0.38460638926279705,4.02447741920607,0.06874742641678946,-0.227338,2,27072.0,174.71474878585667,0.11269467675212631,527337833.3333333,0.23312531000000003,0.005723615246848301,105467566.77155739,3.693803787863237
