symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength,profit_margin,return_on_equity,debt_to_income,operational_efficiency,earnings_growth,price_stability,risk_adjusted_return,market_cap_numeric,volume_to_market_cap,price_to_earnings,profitability,revenue_to_market_cap,earnings_stability,roi_potential,financial_health,financial_score
20MICRONS,20 Microns Limited,INE144J01027,Industrial Minerals,Metals & Mining,Commodities,Industrial Minerals,2008-10-06,5.0,35286502,Small,,2284600000.0,13464333.333333334,2298064333.333333,190991666.66666663,44646000.0,44336333.333333336,595686333.3333334,211515333.3333333,54467333.333333336,157576000.0,4.4533333333,4.4533333333,156473666.66666666,176433000.0,5.0,222.84,222.44,370105,54.1132,27.76,0.8427,229.81,216.55,152.75,195.15,0.002149,-0.003075,1.05616,0.3912,7.2619,2.8651,0.1319,0.0689731243981441,0.8931209014186688,0.019427654549270673,0.34433949050161955,0.8868730150633195,0.05294641603157825,23.393352,2,185052.5,49.94910179678106,0.0689731243981441,1142300000.0,2.41441977,0.020020380027423124,228460000.74902192,1.263662025816813
21STCENMGM,21st Century Management Services Limited,INE253B01015,Other Capital Market related Services,Financial Services,Financial Services,Other Capital Market related Services,1995-05-03,10.0,10500000,Micro,,401382000.0,219666.6666666666,401601666.6666667,4210000.0,0.0,81000.0,2151666.6666666665,94914333.33333331,17769000.0,77145333.33333333,7.3466666667,7.3466666667,270241333.3333333,105000000.0,10.0,69.69,70.33,4915,1.3429,5.49,8.2813,70.72,68.52,67.9,71.63,0.007764,0.00748,,0.0543,0.0156,7.1513,0.4286,0.19219928480433435,0.7347174603174603,0.0,0.015849406965600516,2.573726984126984,5.3252662149080345,45.464337,1,4915.0,9.573049001771446,0.19219928480433435,401382000.0,59.22206069,0.10445992701123276,80276417.84516998,9.194787745121793
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2019-09-19,1.0,393073939,Large,IN-M,8239766666.666667,961266666.6666666,9201033333.333334,2125666666.6666667,2221433333.333333,169533333.33333334,751033333.3333334,3408500000.0,856166666.6666666,2552333333.333333,6.9233333333,6.64,2551833333.333333,371966666.6666667,1.0,999.54,998.5,817552,138.6884,17.61,0.5964,1021.96,976.83,739.9,870.2,0.001032,-0.000806,1.021722,0.255,9.8413,4.1398,0.0202,0.3097579624018479,6.861725961107625,0.24143302744981537,0.3491239638662907,6.860381754637511,0.029849648564696112,10.502604,4,204388.0,144.22243620676082,0.3097579624018479,2059941666.6666667,2.46897672,0.0069337339342013015,411988334.16834056,6.380999923509473
3IINFOLTD,3i Infotech Limited,INE748C01038,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2021-10-22,10.0,169627242,Small,,1477000000.0,34566666.666666664,1511566666.6666667,1072900000.0,20933333.33333333,68266666.66666667,328066666.6666667,21400000.0,18733333.33333333,2666666.6666666665,0.02,0.0166666667,2233333.333333333,1693966666.6666667,10.0,31.61,31.46,1039174,5.2735,-47.37,-1.0948,32.25,30.97,40.05,21.08,-0.002136,-0.004059,1.055783,-0.5276,9.8413,3.9885,0.2267,0.0018054615211013313,0.0015742143686416495,0.01384876618078373,0.9485217783795984,0.0013184045337373813,0.7563288138807244,51.860676,2,519587.0,1573.0,0.0018054615211013313,738500000.0,-4.3666098,0.0006357279084551812,147699998.69068584,-1.1441553241102569
3MINDIA,3M India Limited,INE470A01017,Diversified,Diversified,Diversified,Diversified,2004-08-13,10.0,11265070,Large,IN-M,10824412000.0,189172333.3333333,11013584333.333334,1084059000.0,32854666.666666668,138610000.0,1456929333.3333333,1827270666.6666667,478283000.0,1348987666.6666667,119.75,119.75,1337559333.3333333,112651000.0,10.0,32667.28,32570.76,7097,3694.6217,-0.62,0.1171,33086.35,32137.39,29186.3,29006.3,0.000132,-0.000758,1.021796,0.0325,0.6985,6.5735,0.1255,0.12462456775173254,11.97492846638438,0.0029831039262331583,0.23474608443704223,11.873479448325654,0.0017792078685620236,-0.072602,4,1774.25,271.9896450939457,0.12462456775173254,2706103000.0,0.7697568499999999,0.003676610554988585,541220600.2690498,-24.72956396586389
3PLAND,3P Land Holdings Limited,INE105C01023,Investment Company,Financial Services,Financial Services,Investment Company,1995-07-19,2.0,18000000,Micro,,11869666.666666666,0.0,11869666.666666666,3278333.333333333,0.0,109000.0,818000.0,7664333.333333333,1941666.6666666667,5722666.666666667,0.3166666667,0.3166666667,453196333.3333333,36000000.0,2.0,39.91,39.68,93313,11.6152,32.52,1.2233,41.23,38.26,30.75,40.75,0.004994,-0.002077,1.106514,0.5494,4.1103,2.8757,0.0909,0.48212530540032017,0.15896296296296297,0.0,0.3451093824594906,12.588787037037036,0.2475807562504305,39.781716,1,93313.0,125.30526314470471,0.48212530540032017,11869666.666666666,3.5178438100000005,0.007980510753528226,2373934.53492017,1.748236268363283
5PAISA,5Paisa Capital Limited,INE618L01018,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2017-11-16,10.0,31236338,Small,,961000666.6666666,464333.3333333333,961465000.0,176459000.0,62017333.333333336,31936000.0,431888000.0,259164666.66666663,65276333.333333336,193888333.3333333,6.21,6.16,194064000.0,312182333.3333333,10.0,477.76,475.68,85530,65.0476,-31.83,-0.9002,486.02,468.25,538.25,366.95,-0.001293,-0.002099,1.050081,-0.3195,8.4172,4.3274,0.1498,0.20175671053991637,0.6210740090993832,0.06450295469240516,0.6330349406625455,0.6216367144414536,0.06652666662567104,28.653366,2,42765.0,76.59903381642512,0.20175671053991637,480500333.3333333,-3.89552548,0.013054994954591321,96100065.56114703,-0.7278452803607005
63MOONS,63 moons technologies limited,INE111B01023,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2005-06-20,2.0,46078537,Small,,296546000.0,425791000.0,722337000.0,403269000.0,2263666.6666666665,80276000.0,445727333.3333333,-209199000.0,-1744000.0,-194695666.66666663,-3.1933333333,-3.1933333333,-198460666.66666663,92157000.0,2.0,552.85,551.34,326108,200.0499,69.56,1.2424,566.43,538.67,418.7,709.95,0.00275,-0.002347,1.031137,0.6792,9.8413,4.3879,0.004,-0.6565445720618946,-2.1126519598800595,0.0031338096576344096,2.8629498739936916,-2.153506154352536,0.021934027460148692,86.421344,2,163054.0,-172.65344467821143,-0.6565445720618946,148273000.0,5.45152696,-0.005791949311314252,29654601.43733633,-3.527295531941954
ABINFRA,A B Infrabuild Limited,INE00YB01017,Civil Construction,Construction,Industrials,Civil Construction,2024-11-08,10.0,63878936,Small,,611366000.0,5224000.0,616590000.0,6905500.0,15229000.0,13640500.0,16258500.0,60612000.0,16362000.0,44250000.0,0.9,0.84,44250000.0,2661843437000.0,10.0,89.06,88.46,140002,5.5892,-10.64,-0.4604,92.36,84.83,90.69,81.04,-0.001117,-0.000622,1.02189,-0.0681,2.4603,2.4147,0.082,0.07237890232692037,1.6623817683984995e-05,0.02469874633062489,0.03788892414691036,1.6623817683984995e-05,0.43202962856938376,4.898656,2,70001.0,98.28888888888888,0.07237890232692037,305683000.0,-1.11172788,0.01017408998417364,61136599.69023013,-0.4438964738553956
A2ZINFRA,A2Z Infra Engineering Limited,INE619I01012,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2010-12-23,10.0,176119858,Micro,,818705333.3333334,31970333.33333333,850675666.6666666,399992000.0,19011666.666666668,12257000.0,69646000.0,15748666.666666666,9896000.0,-771666.6666666666,0.0933333333,0.0933333333,-771666.6666666666,1761199000.0,10.0,18.13,17.92,656348,2.8656,-26.81,-0.7532,18.57,17.43,18.91,13.84,-0.002854,-0.005866,1.042248,-0.1827,2.5794,4.115,0.0,-0.0009425450589467272,-0.00043814848104425827,0.022348901481058,0.5736349586094468,-0.00043814848104425827,1.435999441652708,20.193292,1,656348.0,192.00000006857144,-0.0009425450589467272,818705333.3333334,-3.099418,0.005208333331473214,163741065.7376002,-0.783236693539991
AAATECH,AAA Technologies Limited,INE0D0U01013,Consulting Services,Services,Services,Consulting Services,2022-11-28,10.0,12826800,Micro,,49606000.0,3820000.0,53426000.0,21900666.666666668,0.0,1107333.3333333333,19191333.33333333,11226666.666666666,2851000.0,8375666.666666667,0.6533333333,0.6533333333,8375666.666666667,128268000.0,10.0,109.77,108.67,76672,19.0544,-19.98,-0.1718,112.41,106.24,93.15,74.54,-0.000417,-0.005852,1.099801,-0.0817,5.9938,3.2731,0.1122,0.16884382265586154,0.06529817777361982,0.0,0.8283675361851389,0.06529817777361982,0.17177659753127886,3.432564,1,76672.0,166.33163266154753,0.16884382265586154,49606000.0,-0.56231858,0.006012085518542376,9921199.88315999,-0.12820199957051867
AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,Housing Finance Company,Financial Services,Financial Services,Housing Finance Company,2024-05-15,10.0,431384459,Mid,IN-S,7538566666.666667,166666.6666666667,7538733333.333333,1088066666.6666667,2863533333.333333,62633333.333333336,497433333.3333333,2858133333.333333,634666666.6666666,2223466666.6666665,5.2433333333,5.08,2223466666.6666665,4290133333.3333335,10.0,416.9,416.59,1541648,33.6819,40.66,1.1289,425.88,408.12,329.45,463.4,0.00183,-0.000802,1.076668,0.4154,9.0476,4.3986,0.0132,0.29494554667775036,0.5182744903033316,0.37984276757368607,0.21031849555839527,0.5182744903033316,0.13059239532211664,45.901073999999994,3,513882.6666666667,79.45136681550827,0.29494554667775036,2512855555.555556,4.96557954,0.012586315882042296,502571112.691786,1.605301036981082
AAKASH,Aakash Exploration Services Limited,INE087Z01016,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2020-09-29,1.0,101250000,Micro,,241381666.66666663,4064666.6666666665,245446333.3333333,82535333.33333333,4567000.0,17465000.0,99764000.0,7232000.0,2023666.6666666667,5208333.333333333,0.0533333333,0.0533333333,5208333.333333333,101250000.0,1.0,10.55,10.46,343192,1.4528,-20.93,-0.1787,10.82,10.22,10.7,8.46,-0.000444,-0.004099,1.038774,-0.0818,7.3413,2.9354,0.1087,0.02157717031809928,0.05144032921810699,0.01860691882407424,0.755232722728183,0.05144032921810699,2.020512114537445,3.740191,1,343192.0,196.12500012257814,0.02157717031809928,241381666.66666663,-0.52455598,0.0050987890344168256,48276333.183459446,-0.12021050046379372
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,INE198H01019,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-08-06,10.0,28354303,Micro,,1219480000.0,7581666.666666667,1227061666.6666667,1795333.3333333333,11214666.666666666,5123000.0,17722333.333333332,14922333.333333334,3077000.0,11845333.333333334,0.4233333333,0.4233333333,11845333.333333334,19638012100000.0,10.0,48.33,47.94,111808,9.77,-4.59,0.369,49.65,46.48,52.74,50.32,0.001326,-0.003893,1.025358,0.114,3.4524,3.2434,0.0465,0.009713429767879206,6.031839308894883e-07,0.009139448302652542,0.016004909196269446,6.031839308894883e-07,0.3319754350051177,-1.6937099999999998,1,111808.0,113.24409449710583,0.009713429767879206,1219480000.0,1.1968146,0.008830482546933667,243896000.3637245,0.2810140329518101
AARON,Aaron Industries Limited,INE721Z01010,Industrial Products,Capital Goods,Industrials,Industrial Products,2020-11-06,10.0,10473239,Micro,,179389666.66666666,517666.6666666667,179907666.66666666,16192666.666666666,3173333.333333333,4535333.333333333,14632333.333333334,25404333.33333333,7104666.666666667,18299666.666666668,1.7433333333,1.7433333333,18218333.33333333,104732000.0,10.0,300.31,299.76,19002,41.3287,39.28,0.9852,307.69,294.3,254.85,354.95,0.001712,-0.003619,1.034112,0.4228,1.8701,3.3955,0.0486,0.10201070667392587,0.17472851341201034,0.017638677617963287,0.17183263993280923,0.17395192809583823,0.08215840324036325,38.698656,1,19002.0,171.94646271839284,0.10201070667392587,179389666.66666666,3.3452466,0.005815763721977583,35877934.36867368,0.8486522200859361
AARTECH,Aartech Solonics Limited,INE01C001026,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2023-07-10,5.0,26475313,Micro,,85995000.0,12308333.333333334,98303333.33333331,10029333.333333334,1475000.0,1301666.6666666667,24322666.666666668,15436000.0,803666.6666666666,14632333.333333334,0.6766666667,0.6766666667,14632333.333333334,141201666.66666666,6.6666666667,81.33,81.07,271644,31.8827,-51.83,-0.5971,83.33,78.75,188.05,90.59,-0.002651,-0.002832,1.045424,-0.289,4.3651,4.0712,0.0459,0.17015330348663682,0.10362719986780139,0.01500457766776305,0.3994650851793709,0.10362719986780139,0.12769307492778215,30.947692999999997,1,271644.0,119.80788176749714,0.17015330348663682,85995000.0,-2.43091352,0.008346696271123721,17198999.323441274,-0.6421464966455617
AARTIDRUGS,Aarti Drugs Limited,INE767A01016,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2003-09-19,10.0,91270000,Small,IN-Mi,5700900000.0,48300000.0,5749200000.0,269166666.6666667,89033333.33333333,136333333.33333334,1101900000.0,468733333.3333333,117666666.66666669,351066666.6666667,3.8366666667,3.8366666667,352100000.0,914933333.3333334,10.0,471.01,469.17,214361,63.1653,-32.91,-1.0634,477.74,463.04,490.6,329.15,-0.0014,-0.001771,1.031345,-0.3459,9.8413,4.8452,0.1336,0.06158091997170038,0.3837073739434567,0.015486212574503118,0.24050003800569503,0.38483678227921886,0.07670667280927979,34.99649399999999,2,107180.5,122.28583840032768,0.06158091997170038,2850450000.0,-5.15238568,0.00817756179359294,570089998.4743941,-1.249764706084843
AARTIIND,Aarti Industries Limited,INE769A01020,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,1995-02-08,5.0,362519910,Mid,IN-S,17742200000.0,50333333.333333336,17792533333.333332,1078466666.6666667,704933333.3333334,1069833333.3333334,2877066666.6666665,729166666.6666666,-54433333.333333336,783600000.0,2.16,2.16,750866666.6666666,1812566666.6666667,5.0,548.13,546.09,1818969,123.6223,-47.92,-1.5232,555.52,538.13,735.35,382.95,-0.002336,-0.001243,1.022893,-0.577,9.8413,5.0803,0.0283,0.04416588698132137,0.43231513323647863,0.039619615718953276,0.2229449185181845,0.41425602736451067,0.04109533635921675,72.99174400000001,3,606323.0,252.81944444444443,0.04416588698132137,5914066666.666667,-7.738312960000001,0.003955391968356864,1182813331.0258806,-2.2829419797822
AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2023-01-30,5.0,90634624,Mid,IN-Mi,5170991333.333333,39089000.0,5210080333.333333,395313666.6666667,67710333.33333333,213627333.3333333,882778000.0,820232666.6666666,206686333.3333333,613547000.0,6.77,6.7666666667,596904333.3333334,453130000.0,5.0,636.1,636.13,475153,66.0074,47.66,1.0396,651.09,621.99,460.1,679.4,0.002067,-0.000369,1.028777,0.5105,9.8413,3.7821,0.0364,0.11865171694350807,1.3540198177123564,0.012996024821370317,0.24716569498537164,1.317291579311309,0.057298121119753236,49.547336,3,158384.33333333334,93.96307237813885,0.11865171694350807,1723663777.7777777,3.93187116,0.010642478738622608,344732756.772841,1.8521975346558646
AARTISURF,Aarti Surfactants Limited,INE09EO01013,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2020-07-14,10.0,8458495,Small,,1523437666.6666667,7792333.333333333,1531230000.0,48056333.333333336,27640000.0,43135666.66666666,159446666.66666666,25115000.0,9033333.333333334,16081666.666666666,1.9033333333,1.9,16081666.666666666,84658000.0,10.0,626.48,623.58,49563,109.1576,-34.34,-0.7753,638.17,612.92,663.35,435.55,-0.001653,-0.001724,1.070518,-0.314,3.7566,4.2135,0.1368,0.01055616978530792,0.18996038964618425,0.01805084801107606,0.13620708253460978,0.18996038964618425,0.03860015244014159,26.623802,2,24781.5,327.6252189199234,0.01055616978530792,761718833.3333334,-3.26672655,0.0030522680863722374,152343765.69042602,-1.6663594405685078
AARVEEDEN,Aarvee Denims & Exports Limited,INE273D01019,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2006-11-21,10.0,23459800,Micro,,116500000.0,339891000.0,456390666.6666667,19986333.33333333,38769333.333333336,10662666.666666666,77189333.33333333,163117333.33333334,83425666.66666667,79691666.66666667,3.3966666667,3.3966666667,79691666.66666667,234598000.0,10.0,28.42,28.23,94102,3.9829,43.58,2.7851,29.16,27.49,26.5,38.05,0.005272,-0.004733,0.938216,0.3954,2.838,4.5711,0.1333,0.6840486409155937,0.3396945697178436,0.08494769101325472,0.8341258941344777,0.3396945697178436,1.1476813377187478,121.374658,1,94102.0,8.311089303156908,0.6840486409155937,116500000.0,12.73097061,0.12032117133191639,23300004.04857001,3.7690142106334372
AARVI,Aarvi Encon Limited,INE754X01016,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2020-06-24,10.0,14810700,Micro,,1180788000.0,8138000.0,1188926000.0,886001000.0,7499333.333333333,3584333.333333333,269885666.6666667,21955666.666666668,1707666.6666666667,20248000.0,1.37,1.3633333333,20268000.0,147840000.0,10.0,134.91,134.32,33206,14.4013,-39.89,-1.1136,137.75,132.07,164.55,98.91,-0.001755,-0.003441,1.092418,-0.4335,3.2679,3.4828,0.1822,0.017147870743943874,0.13695887445887445,0.006307653574178152,0.9789112581315754,0.13709415584415585,0.2418392783984779,44.421504,1,33206.0,98.04379562043795,0.017147870743943874,1180788000.0,-3.87844608,0.01019952352590828,236157598.84365043,-1.1035062547971817
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company,Financial Services,Financial Services,Housing Finance Company,2018-10-08,10.0,79153665,Mid,NIN-S,5727640666.666667,8782333.333333334,5736423000.0,886019000.0,2475769666.6666665,88870666.66666667,403797000.0,1797883666.6666667,396455000.0,1401428666.6666667,17.7066666667,17.68,1401041000.0,791417000.0,10.0,1727.59,1726.92,264356,117.4381,30.85,1.1781,1752.88,1703.55,1549.95,2028.15,0.001224,-0.000537,1.013322,0.3024,9.8413,5.2926,0.0283,0.24467817522537785,1.7707841336067671,0.4315877100880926,0.2251915011893786,1.7702942949165863,0.04506714601138813,36.344385,3,88118.66666666667,97.52936746969593,0.24467817522537785,1909213555.5555556,6.235212059999999,0.010253321906457738,381842713.0571289,2.0191813088321444
ABAN,Aban Offshore Limited,IN9421A01026,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2000-04-12,2.0,58365323,Micro,,1199806666.6666667,623890000.0,1823696666.6666667,189923333.3333333,2766476666.6666665,111090000.0,702643333.3333334,-2036316666.6666667,61606666.66666666,-2098410000.0,-35.9566666667,-35.9566666667,-4193060000.0,116730000.0,2.0,65.78,65.26,155288,11.295,-41.14,-1.7007,67.11,64.07,66.36,39.06,-0.003395,-0.004013,1.069863,-0.4617,5.4365,4.5566,0.2721,-1.7489567763695262,-17.97661269596505,1.5169609712141454,0.7439254102049775,-35.92101430651932,0.4034174413457282,69.96679800000001,1,155288.0,-1.8149624548050294,-1.7489567763695262,1199806666.6666667,-7.7494096200000016,-0.5509755848406375,239961330.37362835,-21.539219472334576
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,1995-02-08,2.0,211908375,Large,IN-L,29411266666.666668,889266666.6666666,30300533333.33333,2090733333.3333333,37733333.333333336,317400000.0,5601100000.0,6027100000.0,1551433333.3333333,4477433333.333333,21.1233333333,21.1233333333,4467400000.0,423800000.0,2.0,7175.96,7151.66,414968,1113.9551,-21.61,-0.4301,7273.22,7038.84,6561.05,5143.3,-0.000675,-0.000392,1.022018,-0.1667,9.8413,4.5312,0.0324,0.1522353111846027,10.564967752084316,0.0012453026129353062,0.26152676185316737,10.541293062765455,0.0040676684365465,9.294461,4,103742.0,338.5668297306905,0.1522353111846027,7352816666.666667,-1.94886912,0.0029536266172189396,1470563332.794934,-0.85244793673108
ABMINTLLTD,ABM International Limited,INE251C01025,Trading & Distributors,Services,Services,Trading & Distributors,2021-09-09,10.0,9408000,Micro,,208403000.0,1102333.3333333333,209505333.3333333,1374333.3333333333,585666.6666666666,100000.0,1480666.6666666667,1290333.3333333333,0.0,1274000.0,0.4866666667,0.4866666667,1245333.3333333333,3136062720000.0,10.0,61.14,60.39,3344,12.4933,-14.9,0.2568,62.16,59.03,57.7,49.1,0.001085,-0.002822,1.125008,0.1052,0.1301,2.7204,0.1753,0.006113155760713617,4.0624187516249675e-07,0.0027954737826881098,0.013699418914315054,3.971009015193846e-07,0.21774871331033435,-3.8263199999999995,1,3344.0,124.08904108739117,0.006113155760713617,208403000.0,0.69859872,0.008058729370756747,41680600.21302531,0.13798056200258874
ACC,ACC Limited,INE012A01025,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1996-11-20,10.0,187787263,Large,IN-M,52300833333.333336,2913133333.333333,55213966666.66666,1801833333.3333333,315400000.0,2412000000.0,23915700000.0,7599066666.666667,1979733333.3333333,5623533333.333333,29.9466666667,29.8633333333,5529733333.333333,1879900000.0,10.0,2287.94,2281.61,397780,258.7781,-17.81,-0.5217,2312.67,2252.46,2442.45,2007.35,-0.000615,-0.0004,1.03558,-0.1519,9.8413,5.4051,0.0283,0.10752282468411911,2.9914002517864424,0.005712322787893644,0.49172320390051144,2.9415039807081937,0.02088700705353351,9.291477,4,99445.0,76.18911398032482,0.10752282468411911,13075208333.333334,-2.8198406700000005,0.013125234666178707,2615041665.855597,-0.010557923529438629
ACCELYA,Accelya Solutions India Limited,INE793A01012,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,1999-12-01,10.0,14926261,Small,,1238222666.6666667,57375666.66666666,1295598333.3333333,373340333.3333333,6487666.666666667,70857333.33333333,375653666.6666667,351521000.0,113552000.0,237969000.0,15.9433333333,15.9433333333,237586000.0,149269000.0,10.0,1609.95,1605.25,21860,179.8353,-29.17,-0.9827,1633.46,1584.13,1791.1,1268.65,-0.001206,-0.001401,1.024528,-0.298,2.1513,6.4362,0.1417,0.1921859503998742,1.594229210351781,0.005007467592193569,0.6048944347112581,1.5916633728369587,0.03578941398045879,28.665359000000002,2,10930.0,100.68471670520736,0.1921859503998742,619111333.3333334,-6.324853740000001,0.009931993978071952,123822264.82885274,-0.9946378392483447
ACCURACY,Accuracy Shipping Limited,INE648Z01015,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2020-12-11,1.0,150560000,Micro,,2365209666.6666665,2571333.333333333,2367781000.0,46916666.66666666,30363666.666666668,29130666.666666668,35642666.666666664,19652333.33333333,6716666.666666667,12935666.666666666,0.0833333333,0.0833333333,12935666.666666666,60226666.66666666,1.0,9.66,9.56,339701,1.1371,-11.91,-0.0414,9.86,9.33,9.15,8.06,-0.000102,-0.003944,1.037557,-0.0147,5.7937,2.8861,0.0276,0.0054691416363510555,0.2147830418419305,0.012823680343184892,0.034905714489864105,0.2147830418419305,2.5381232961041245,0.493074,1,339701.0,114.720000045888,0.0054691416363510555,2365209666.6666665,-0.11948454,0.008716875868200837,473041933.3008721,0.1674811834782816
ACEINTEG,Ace Integrated Solutions Limited,INE543V01017,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2022-11-04,10.0,10200000,Micro,,23700000.0,600000.0,24300000.0,2666666.6666666665,33333.3333333333,400000.0,5766666.666666667,-833333.3333333334,-266666.6666666667,-566666.6666666666,-0.0466666667,-0.0466666667,-466666.6666666667,102000000.0,10.0,31.65,31.18,43454,4.2993,-30.51,-0.4111,32.48,30.46,34.05,23.66,-0.000894,-0.007395,1.073279,-0.2208,4.2765,2.4782,0.1336,-0.02390998593530239,-0.005555555555555555,0.0013717421124828518,0.3558368495077356,-0.004575163398692811,0.576419417114414,12.542661,1,43454.0,-668.1428566656123,-0.02390998593530239,23700000.0,-1.0187880200000001,-0.001496685910840282,4739999.686891261,-0.483558541490858
ACMESOLAR,Acme Solar Holdings Limited,INE622W01025,Power Generation,Power,Utilities,Power Generation,2024-11-13,2.0,605087781,Mid,,3043020000.0,436840000.0,3479860000.0,163340000.0,1786890000.0,647655000.0,239875000.0,607590000.0,-29195000.0,636785000.0,1.19,1.19,638560000.0,1127300000.0,2.0,223.06,221.3,1882554,28.8285,-22.14,-0.6815,228.43,216.4,253.15,197.09,-0.001702,-0.003034,1.120887,-0.1719,4.0476,3.8467,0.0891,0.20926086585037232,0.5648762529938792,0.5134947957676458,0.13250488002050595,0.5664508116739111,0.13343392823074388,15.08841,3,627518.0,185.96638655462186,0.20926086585037232,1014340000.0,-2.62152605,0.005377315860822412,202867999.27739593,-0.19564788115574844
ACE,Action Construction Equipment Limited,INE731H01025,Construction Vehicles,Capital Goods,Industrials,Construction Vehicles,2006-09-26,2.0,119083196,Mid,IN-S,7886866666.666667,306433333.3333333,8193300000.0,340666666.6666667,82566666.66666667,70033333.33333333,992166666.6666666,1294100000.0,325166666.6666667,968933333.3333334,8.14,8.1366666667,970200000.0,238200000.0,2.0,1346.06,1342.26,379454,112.7699,-14.97,-0.1542,1372.14,1315.83,1447.5,1230.75,-0.00027,-0.001226,1.014179,-0.0668,9.8413,3.9295,0.0891,0.12285402737039636,4.0677301987125665,0.010077339614888589,0.16899402382019052,4.073047858942066,0.03484529116368818,2.308374,3,126484.66666666667,164.8968058968059,0.12285402737039636,2628955555.555556,-0.6059289,0.006064398849701251,525791110.9674016,2.9086852260829623
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution,Power,Utilities,Power Distribution,2015-07-31,10.0,1201282642,Large,IN-L,39703133333.333336,1990100000.0,41693233333.333336,1905366666.6666667,5867833333.333333,3273566666.6666665,10161566666.666666,1231600000.0,-141166666.66666666,-845033333.3333334,0.0266666667,-0.4333333333,327566666.6666667,11726833333.333334,10.0,927.77,924.97,2962147,140.0604,-18.73,-0.0906,946.24,908.74,1039.45,844.8,-0.000202,-0.002433,1.045729,-0.0499,9.8413,3.2845,0.0081,-0.021283794561974118,-0.07205980585835903,0.14073826528205616,0.3039289930097876,0.027933087932235187,0.02345059702813929,1.696938,4,740536.75,34686.37495664203,-0.021283794561974118,9925783333.333334,-0.2975757,2.8829763884234084e-05,1985156666.571015,-1.5845476004203332
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals,Metals & Mining,Commodities,Trading - Minerals,1997-06-04,1.0,1154180729,Large,IN-L,236429633333.3333,6115166666.666667,242544800000.0,7873833333.333333,13938800000.0,9916400000.0,71831666666.66667,17400033333.333332,5614700000.0,13300300000.0,9.09,9.09,15781433333.333334,1144733333.3333333,1.0,2788.24,2779.98,2147210,379.033,-26.25,-0.424,2825.25,2739.85,3147.45,2321.4,-0.000781,-0.000993,1.041992,-0.1928,9.8413,3.7742,0.0526,0.056254792652190105,11.618688486401492,0.057468970680880395,0.33712144656429843,13.786121949799082,0.009957444338619592,11.129999999999999,4,536802.5,305.82838283828386,0.056254792652190105,59107408333.33333,-1.6002608,0.003269807696458248,11821481666.204119,7.460613279053683
