Symbol,QuartersAvailable,Avg_RevenueFromOperations,Avg_OtherIncome,Avg_Income,Avg_EmployeeBenefitExpense,Avg_FinanceCosts,Avg_DepreciationDepletionAndAmortisationExpense,Avg_OtherExpenses,Avg_Expenses,Avg_ProfitBeforeTax,Avg_TaxExpense,Avg_ProfitLossForPeriod,Avg_BasicEarningsLossPerShareFromContinuingOperations,Avg_DilutedEarningsLossPerShareFromContinuingOperations,Avg_ComprehensiveIncomeForThePeriod,Avg_PaidUpValueOfEquityShareCapital,Avg_FaceValueOfEquityShareCapital,Avg_DilutedEarningsLossPerShare,AvailableQuarters
20MICRONS,3,2284600000.0,13464333.333333334,2298064333.3333335,190991666.66666666,44646000.0,44336333.333333336,595686333.3333334,2083480333.3333333,211515333.33333334,54467333.333333336,157576000.0,4.453333333333333,4.453333333333333,156473666.66666666,176433000.0,5.0,,"first,second,third"
21STCENMGM,3,401382000.0,219666.66666666666,401601666.6666667,4210000.0,0.0,81000.0,2151666.6666666665,306687333.3333333,94914333.33333333,17769000.0,77145333.33333333,7.346666666666667,7.346666666666667,270241333.3333333,105000000.0,10.0,,"first,second,third"
360ONE,3,8239766666.666667,961266666.6666666,9201033333.333334,2125666666.6666667,2221433333.3333335,169533333.33333334,751033333.3333334,5500433333.333333,3408500000.0,856166666.6666666,2552333333.3333335,6.923333333333333,6.640000000000001,2551833333.3333335,371966666.6666667,1.0,,"first,second,third"
3IINFOLTD,3,1477000000.0,34566666.666666664,1511566666.6666667,1072900000.0,20933333.333333332,68266666.66666667,328066666.6666667,1490166666.6666667,21400000.0,18733333.333333332,2666666.6666666665,0.020000000000000018,0.01666666666666668,2233333.3333333335,1693966666.6666667,10.0,,"first,second,third"
3MINDIA,3,10824412000.0,189172333.33333334,11013584333.333334,1084059000.0,32854666.666666668,138610000.0,1456929333.3333333,9186313666.666666,1827270666.6666667,478283000.0,1348987666.6666667,119.75,119.75,1337559333.3333333,112651000.0,10.0,,"first,second,third"
3PLAND,3,11869666.666666666,0.0,11869666.666666666,3278333.3333333335,0.0,109000.0,818000.0,4205333.333333333,7664333.333333333,1941666.6666666667,5722666.666666667,0.31666666666666665,0.31666666666666665,453196333.3333333,36000000.0,2.0,,"first,second,third"
5PAISA,3,961000666.6666666,464333.3333333333,961465000.0,176459000.0,62017333.333333336,31936000.0,431888000.0,702300333.3333334,259164666.66666666,65276333.333333336,193888333.33333334,6.21,6.16,194064000.0,312182333.3333333,10.0,,"first,second,third"
63MOONS,3,296546000.0,425791000.0,722337000.0,403269000.0,2263666.6666666665,80276000.0,445727333.3333333,931536000.0,-209199000.0,-1744000.0,-194695666.66666666,-3.1933333333333334,-3.1933333333333334,-198460666.66666666,92157000.0,2.0,,"first,second,third"
A2ZINFRA,3,818705333.3333334,31970333.333333332,850675666.6666666,399992000.0,19011666.666666668,12257000.0,69646000.0,851453333.3333334,15748666.666666666,9896000.0,-771666.6666666666,0.09333333333333334,0.09333333333333334,-771666.6666666666,1761199000.0,10.0,,"first,second,third"
AAATECH,3,49606000.0,3820000.0,53426000.0,21900666.666666668,0.0,1107333.3333333333,19191333.333333332,42199333.333333336,11226666.666666666,2851000.0,8375666.666666667,0.6533333333333333,0.6533333333333333,8375666.666666667,128268000.0,10.0,,"first,second,third"
AADHARHFC,3,7538566666.666667,166666.66666666666,7538733333.333333,1088066666.6666667,2863533333.3333335,62633333.333333336,497433333.3333333,4680600000.0,2858133333.3333335,634666666.6666666,2223466666.6666665,5.243333333333333,5.08,2223466666.6666665,4290133333.3333335,10.0,,"first,second,third"
AAKASH,3,241381666.66666666,4064666.6666666665,245446333.33333334,82535333.33333333,4567000.0,17465000.0,99764000.0,238214333.33333334,7232000.0,2023666.6666666667,5208333.333333333,0.05333333333333334,0.05333333333333334,5208333.333333333,101250000.0,1.0,,"first,second,third"
AAREYDRUGS,3,1219480000.0,7581666.666666667,1227061666.6666667,1795333.3333333333,11214666.666666666,5123000.0,17722333.333333332,1212139333.3333333,14922333.333333334,3077000.0,11845333.333333334,0.42333333333333334,0.42333333333333334,11845333.333333334,19638012100000.0,10.0,,"first,second,third"
AARON,3,179389666.66666666,517666.6666666667,179907666.66666666,16192666.666666666,3173333.3333333335,4535333.333333333,14632333.333333334,154503333.33333334,25404333.333333332,7104666.666666667,18299666.666666668,1.7433333333333334,1.7433333333333334,18218333.333333332,104732000.0,10.0,,"first,second,third"
AARTECH,3,85995000.0,12308333.333333334,98303333.33333333,10029333.333333334,1475000.0,1301666.6666666667,24322666.666666668,82867333.33333333,15436000.0,803666.6666666666,14632333.333333334,0.6766666666666666,0.6766666666666666,14632333.333333334,141201666.66666666,6.666666666666667,,"first,second,third"
AARTIDRUGS,3,5700900000.0,48300000.0,5749200000.0,269166666.6666667,89033333.33333333,136333333.33333334,1101900000.0,5280466666.666667,468733333.3333333,117666666.66666667,351066666.6666667,3.8366666666666664,3.8366666666666664,352100000.0,914933333.3333334,10.0,,"first,second,third"
AARTIIND,3,17742200000.0,50333333.333333336,17792533333.333332,1078466666.6666667,704933333.3333334,1069833333.3333334,2877066666.6666665,17071266666.666666,729166666.6666666,-54433333.333333336,783600000.0,2.16,2.16,750866666.6666666,1812566666.6666667,5.0,,"first,second,third"
AARTIPHARM,3,5170991333.333333,39089000.0,5210080333.333333,395313666.6666667,67710333.33333333,213627333.33333334,882778000.0,4389847666.666667,820232666.6666666,206686333.33333334,613547000.0,6.7700000000000005,6.766666666666667,596904333.3333334,453130000.0,5.0,,"first,second,third"
AARTISURF,3,1523437666.6666667,7792333.333333333,1531230000.0,48056333.333333336,27640000.0,43135666.666666664,159446666.66666666,1520123333.3333333,25115000.0,9033333.333333334,16081666.666666666,1.9033333333333333,1.9000000000000001,16081666.666666666,84658000.0,10.0,,"first,second,third"
AARVEEDEN,3,116500000.0,339891000.0,456390666.6666667,19986333.333333332,38769333.333333336,10662666.666666666,77189333.33333333,293273333.3333333,163117333.33333334,83425666.66666667,79691666.66666667,3.396666666666667,3.396666666666667,79691666.66666667,234598000.0,10.0,,"first,second,third"
AARVI,3,1180788000.0,8138000.0,1188926000.0,886001000.0,7499333.333333333,3584333.3333333335,269885666.6666667,1166970333.3333333,21955666.666666668,1707666.6666666667,20248000.0,1.37,1.3633333333333333,20268000.0,147840000.0,10.0,,"first,second,third"
AAVAS,3,5727640666.666667,8782333.333333334,5736423000.0,886019000.0,2475769666.6666665,88870666.66666667,403797000.0,3938539333.3333335,1797883666.6666667,396455000.0,1401428666.6666667,17.706666666666667,17.68,1401041000.0,791417000.0,10.0,,"first,second,third"
ABAN,3,1199806666.6666667,623890000.0,1823696666.6666667,189923333.33333334,2766476666.6666665,111090000.0,702643333.3333334,3860013333.3333335,-2036316666.6666667,61606666.666666664,-2098410000.0,-35.95666666666667,-35.95666666666667,-4193060000.0,116730000.0,2.0,,"first,second,third"
ABB,3,29411266666.666668,889266666.6666666,30300533333.333332,2090733333.3333333,37733333.333333336,317400000.0,5601100000.0,24273433333.333332,6027100000.0,1551433333.3333333,4477433333.333333,21.123333333333335,21.123333333333335,4467400000.0,423800000.0,2.0,,"first,second,third"
ABCAPITAL,3,62453700000.0,243400000.0,62697100000.0,3044233333.3333335,15801266666.666666,397833333.3333333,32239933333.333332,54498866666.666664,8198233333.333333,2321633333.3333335,6355400000.0,2.396666666666667,2.37,6228266666.666667,26045643333.333332,10.0,,"first,second,third"
ABDL,3,20461447666.666668,23293333.333333332,20484741000.0,427490000.0,322114333.3333333,149360333.33333334,13994966666.666666,19952092666.666668,532648333.3333333,145236333.33333334,387412000.0,1.4033333333333333,1.4033333333333333,384833333.3333333,559420000.0,2.0,,"first,second,third"
ABFRL,3,37921233333.333336,521433333.3333333,38442666666.666664,5157666666.666667,2388600000.0,4564000000.0,12041466666.666666,40400066666.666664,-1880366666.6666667,-307100000.0,-1573266666.6666667,-1.2966666666666666,-1.2966666666666666,-1567733333.3333333,10524666666.666666,10.0,,"first,second,third"
ABMINTLLTD,3,208403000.0,1102333.3333333333,209505333.33333334,1374333.3333333333,585666.6666666666,100000.0,1480666.6666666667,208215000.0,1290333.3333333333,0.0,1274000.0,0.4866666666666666,0.4866666666666666,1245333.3333333333,3136062720000.0,10.0,,"first,second,third"
ABREL,3,10778333333.333334,111633333.33333333,10889966666.666666,920033333.3333334,129366666.66666667,551600000.0,2176466666.6666665,10768233333.333334,121733333.33333333,83966666.66666667,-74000000.0,-0.13666666666666663,-0.1333333333333333,320033333.3333333,1116900000.0,6.666666666666667,,"first,second,third"
ABSLAMC,3,4142300000.0,760900000.0,4903200000.0,863466666.6666666,15066666.666666666,98366666.66666667,688566666.6666666,1781800000.0,3121400000.0,789933333.3333334,2331466666.6666665,8.086666666666666,8.066666666666666,2326066666.6666665,1441433333.3333333,5.0,,"first,second,third"
ACCELYA,3,1238222666.6666667,57375666.666666664,1295598333.3333333,373340333.3333333,6487666.666666667,70857333.33333333,375653666.6666667,826339000.0,351521000.0,113552000.0,237969000.0,15.943333333333333,15.943333333333333,237586000.0,149269000.0,10.0,,"first,second,third"
ACCURACY,3,2365209666.6666665,2571333.3333333335,2367781000.0,46916666.666666664,30363666.666666668,29130666.666666668,35642666.666666664,2348128666.6666665,19652333.333333332,6716666.666666667,12935666.666666666,0.08333333333333333,0.08333333333333333,12935666.666666666,60226666.666666664,1.0,,"first,second,third"
ACC,3,52300833333.333336,2913133333.3333335,55213966666.666664,1801833333.3333333,315400000.0,2412000000.0,23915700000.0,47614900000.0,7599066666.666667,1979733333.3333333,5623533333.333333,29.94666666666667,29.863333333333333,5529733333.333333,1879900000.0,10.0,,"first,second,third"
ACEINTEG,3,23700000.0,600000.0,24300000.0,2666666.6666666665,33333.333333333336,400000.0,5766666.666666667,25133333.333333332,-833333.3333333334,-266666.6666666667,-566666.6666666666,-0.04666666666666666,-0.04666666666666666,-466666.6666666667,102000000.0,10.0,,"first,second,third"
ACE,3,7886866666.666667,306433333.3333333,8193300000.0,340666666.6666667,82566666.66666667,70033333.33333333,992166666.6666666,6899200000.0,1294100000.0,325166666.6666667,968933333.3333334,8.14,8.136666666666667,970200000.0,238200000.0,2.0,,"first,second,third"
ACI,3,2318136333.3333335,98258333.33333333,2416394666.6666665,138202333.33333334,26052000.0,194152333.33333334,1494212000.0,1785473000.0,496979333.3333333,135647666.66666666,361331666.6666667,2.936666666666667,2.9266666666666663,361008666.6666667,246814333.33333334,2.0,,"first,second,third"
ACLGATI,3,4250466666.6666665,29400000.0,4279866666.6666665,437366666.6666667,60266666.666666664,184300000.0,3130133333.3333335,4300100000.0,-20266666.666666668,-9500000.0,-9433333.333333334,0.02666666666666667,0.02666666666666667,-11766666.666666666,294033333.3333333,2.0,,"first,second,third"
ACL,3,615266666.6666666,26000000.0,641266666.6666666,41166666.666666664,183800000.0,177700000.0,597666666.6666666,1056600000.0,-415333333.3333333,-74666666.66666667,-340666666.6666667,-3.6933333333333334,-3.6933333333333334,-340733333.3333333,3073019133333.3335,10.0,,"first,second,third"
ADANIENSOL,3,39703133333.333336,1990100000.0,41693233333.333336,1905366666.6666667,5867833333.333333,3273566666.6666665,10161566666.666666,35437733333.333336,1231600000.0,-141166666.66666666,-845033333.3333334,0.02666666666666669,-0.4333333333333333,327566666.6666667,11726833333.333334,10.0,,"first,second,third"
ADANIENT,3,236429633333.33334,6115166666.666667,242544800000.0,7873833333.333333,13938800000.0,9916400000.0,71831666666.66667,225144766666.66666,17400033333.333332,5614700000.0,13300300000.0,9.09,9.09,15781433333.333334,1144733333.3333333,1.0,,"first,second,third"
ADANIGREEN,3,27513333333.333332,2913333333.3333335,30426666666.666668,310000000.0,12510000000.0,6086666666.666667,2890000000.0,25356666666.666668,4536666666.666667,320000000.0,5393333333.333333,2.3699999999999997,2.3633333333333333,5860000000.0,15840000000.0,10.0,,"first,second,third"
ADANIPORTS,3,56403333333.333336,4600700000.0,61004033333.333336,3657666666.6666665,7458500000.0,7820333333.333333,18643566666.666668,37580066666.666664,23158566666.666668,4301766666.666667,19023066666.666668,8.86,8.86,18389800000.0,4320300000.0,2.0,,"first,second,third"
ADANIPOWER,3,139885633333.33334,8015133333.333333,147900766666.66666,1982733333.3333333,8582966666.666667,10747433333.333334,7740033333.333333,104240000000.0,43660766666.666664,9826166666.666666,33834600000.0,8.533333333333333,8.533333333333333,33784566666.666668,38569400000.0,10.0,,"first,second,third"
ADFFOODS,3,1435027666.6666667,41583000.0,1476610666.6666667,105433333.33333333,6371666.666666667,45252000.0,401391333.3333333,1241081000.0,235529666.66666666,59484666.666666664,176045000.0,1.6233333333333333,1.6233333333333333,182412666.66666666,219727000.0,2.0,,"first,second,third"
ADL,3,128170666.66666667,3220333.3333333335,131391000.0,13199333.333333334,5522000.0,4586333.333333333,14639000.0,130991333.33333333,399666.6666666667,200333.33333333334,199333.33333333334,0.03666666666666666,0.03666666666666666,374000.0,55663000.0,10.0,,"first,second,third"
ADROITINFO,3,35735333.333333336,2699000.0,38434333.333333336,19373666.666666668,893666.6666666666,3603000.0,10002000.0,33872000.0,4562666.666666667,775666.6666666666,3787000.0,0.14333333333333334,0.11666666666666665,3787000.0,257243666.66666666,10.0,,"first,second,third"
ADSL,3,2009066666.6666667,23566666.666666668,2032633333.3333333,357433333.3333333,21133333.333333332,47800000.0,164500000.0,1866666666.6666667,165966666.66666666,33566666.666666664,132400000.0,2.2266666666666666,2.18,131200000.0,279066666.6666667,5.0,,"first,second,third"
ADVANIHOTR,3,246323000.0,9119333.333333334,255442333.33333334,83335666.66666667,213333.33333333334,7565000.0,78887666.66666667,189071666.66666666,66370666.666666664,16489666.666666666,49881000.0,0.54,0.54,49680333.333333336,123251333.33333333,1.3333333333333333,,"first,second,third"
ADVENZYMES,3,1338296666.6666667,60133333.333333336,1398430000.0,278403333.3333333,6213333.333333333,67986666.66666667,305913333.3333333,1027016666.6666666,371413333.3333333,92903333.33333333,278510000.0,2.4499999999999997,2.4433333333333334,295466666.6666667,223686666.66666666,2.0,,"first,second,third"
AEGISLOG,3,13965133333.333334,840633333.3333334,14805766666.666666,183166666.66666666,279166666.6666667,263400000.0,564433333.3333334,12737566666.666666,2068200000.0,478366666.6666667,1589833333.3333333,3.9466666666666668,3.9466666666666668,1588466666.6666667,351000000.0,1.0,,"first,second,third"
AEROFLEX,3,948454333.3333334,8041333.333333333,956495666.6666666,86773666.66666667,751666.6666666666,24392333.333333332,94134000.0,773079666.6666666,183416000.0,45830333.333333336,137585666.66666666,1.0666666666666667,1.0666666666666667,137603000.0,258641000.0,2.0,,"first,second,third"
AETHER,3,1994976666.6666667,121910000.0,2116886666.6666667,106873333.33333333,26003333.333333332,106693333.33333333,271620000.0,1589296666.6666667,497496666.6666667,137090000.0,360406666.6666667,2.72,2.72,359140000.0,1325636666.6666667,10.0,,"first,second,third"
AFFLE,3,4166616666.6666665,236596666.66666666,4403213333.333333,430500000.0,25410000.0,154810000.0,2927993333.3333335,3538713333.3333335,864500000.0,171696666.66666666,692803333.3333334,4.9433333333333325,4.933333333333334,707843333.3333334,280466666.6666667,2.0,,"first,second,third"
AFIL,3,244748333.33333334,79000.0,244827000.0,27094333.333333332,81845000.0,1268333.3333333333,25775333.333333332,141207333.33333334,103619666.66666667,17997333.333333332,85622666.66666667,2.18,2.18,85622666.66666667,426750000.0,10.0,,"first,second,third"
AGARIND,3,5251624000.0,19493333.333333332,5271117333.333333,29200000.0,69661333.33333333,118690666.66666667,784191000.0,4944558000.0,326559333.3333333,42732000.0,283827333.3333333,18.973333333333333,18.973333333333333,301837000.0,149578000.0,6.666666666666667,,"first,second,third"
AGIIL,3,805321000.0,23132333.333333332,828453333.3333334,116441666.66666667,27984666.666666668,45566666.666666664,30212666.666666668,622716000.0,205737333.33333334,35974666.666666664,169762666.66666666,13.896666666666667,13.896666666666667,169762666.66666666,122167000.0,10.0,,"first,second,third"
AGI,3,6079966666.666667,125200000.0,6205166666.666667,534800000.0,211233333.33333334,443866666.6666667,2265866666.6666665,5202633333.333333,1002533333.3333334,249833333.33333334,752700000.0,11.633333333333333,11.633333333333333,751766666.6666666,129400000.0,2.0,,"first,second,third"
AGRITECH,3,404666.6666666667,3000.0,407666.6666666667,478333.3333333333,1000.0,21666.666666666668,704333.3333333334,3271000.0,-2863333.3333333335,0.0,-2863333.3333333335,-0.48666666666666675,-0.48666666666666675,-2881666.6666666665,59400000.0,10.0,,"first,second,third"
AGROPHOS,3,260763333.33333334,31469333.333333332,292232666.6666667,8242666.666666667,9164666.666666666,4891000.0,62401666.666666664,270749666.6666667,21483000.0,12334666.666666666,8992000.0,0.44333333333333336,0.44333333333333336,9502666.666666666,202741000.0,10.0,,"first,second,third"
AGSTRA,3,3003583333.3333335,107246666.66666667,3110830000.0,515480000.0,366630000.0,468490000.0,2198790000.0,3813236666.6666665,-702406666.6666666,-151593333.33333334,-550813333.3333334,-4.533333333333333,-4.543333333333334,-528766666.6666667,1233340000.0,10.0,,"first,second,third"
AHLADA,3,312094000.0,627000.0,312721000.0,28431666.666666668,14195333.333333334,26395333.333333332,38738000.0,298835000.0,13886000.0,4752333.333333333,9133666.666666666,0.7066666666666667,0.7066666666666667,9133666.666666666,129210000.0,10.0,,"first,second,third"
AHLEAST,3,260192000.0,101202000.0,361394000.0,59518666.666666664,101181000.0,9493000.0,113807000.0,319708666.6666667,41685333.333333336,16802333.333333332,24883000.0,1.4400000000000002,1.4400000000000002,24853000.0,172917000.0,10.0,,"first,second,third"
AHLUCONT,3,9609289333.333334,124483000.0,9733772333.333334,861437666.6666666,151014000.0,165225000.0,3838269333.3333335,9197771333.333334,535838000.0,141040000.0,395829666.6666667,4.386666666666667,4.386666666666667,394497333.3333333,133975000.0,2.0,,"first,second,third"
AIAENG,3,10434673000.0,798104333.3333334,11232777333.333334,463544000.0,42122000.0,250429666.66666666,2939830666.6666665,7901908333.333333,3330869000.0,768613666.6666666,2582406000.0,27.53,27.53,2547627666.6666665,187307666.66666666,2.0,,"first,second,third"
AIIL,3,10421740000.0,95030000.0,10516770000.0,88683333.33333333,112973333.33333333,21106666.666666668,336060000.0,1120793333.3333333,9395976666.666666,1133333333.3333333,8262643333.333333,48.653333333333336,48.653333333333336,10320350000.0,169816666.66666666,4.0,,"first,second,third"
AIRAN,3,263948666.66666666,59133000.0,323081666.6666667,137213333.33333334,20000.0,14215333.333333334,81676000.0,233124666.66666666,89957000.0,15881333.333333334,74075666.66666667,0.5833333333333334,0.5833333333333334,73545000.0,250040000.0,2.0,,"first,second,third"
AIROLAM,3,524809333.3333333,5744333.333333333,530553666.6666667,25222666.666666668,10854333.333333334,79079666.66666667,37526333.333333336,527110666.6666667,3443000.0,3115000.0,328000.0,0.02333333333333328,0.02333333333333328,1568666.6666666667,150020000.0,10.0,,"first,second,third"
AJANTPHARM,3,11444933333.333334,263933333.33333334,11708866666.666666,2634833333.3333335,30766666.666666668,344300000.0,2937600000.0,8560500000.0,3148366666.6666665,766033333.3333334,2382333333.3333335,18.99,18.98,2375533333.3333335,250700000.0,2.0,,"first,second,third"
AJMERA,3,1955233333.3333333,42633333.333333336,1997866666.6666667,104000000.0,213333333.33333334,6933333.333333333,0.0,1551000000.0,446866666.6666667,106200000.0,336266666.6666667,9.226666666666667,9.166666666666666,336033333.3333333,370100000.0,10.0,,"first,second,third"
AJOONI,3,284725000.0,2442000.0,287167000.0,7224000.0,925000.0,2287666.6666666665,21843000.0,279065333.3333333,8101666.666666667,2056666.6666666667,6045000.0,0.03666666666666667,0.03666666666666667,7921000.0,344487000.0,2.0,,"first,second,third"
AKASH,3,99701666.66666667,1912666.6666666667,101614333.33333333,9120666.666666666,9249000.0,2426000.0,16721000.0,106143000.0,-4528666.666666667,166666.66666666666,-4706000.0,-0.2833333333333334,-0.2833333333333334,-4808333.333333333,168625000.0,10.0,,"first,second,third"
AKG,3,345812000.0,1787000.0,347599000.0,3015666.6666666665,2817666.6666666665,398000.0,17221666.666666668,345325333.3333333,2273666.6666666665,512000.0,1761666.6666666667,0.05666666666666667,0.05666666666666667,1761666.6666666667,317766000.0,10.0,,"first,second,third"
AKI,3,181783333.33333334,11010000.0,192793333.33333334,6065000.0,4197333.333333333,4361000.0,28969666.666666668,187816666.66666666,7731333.333333333,2274666.6666666665,5456666.666666667,0.06333333333333334,0.06333333333333334,5456666.666666667,175218666.66666666,2.0,,"first,second,third"
AKSHARCHEM,3,851757333.3333334,1154666.6666666667,852912000.0,31645000.0,13010666.666666666,34948000.0,275446333.3333333,837817333.3333334,15094666.666666666,3817000.0,11277666.666666666,1.4033333333333333,1.4033333333333333,11125666.666666666,80331000.0,10.0,,"first,second,third"
AKSHAR,3,287285333.3333333,4754333.333333333,292039666.6666667,12529333.333333334,3199000.0,11597000.0,32219666.666666668,307383000.0,-15343333.333333334,-4325000.0,-11018333.333333334,-0.02,-0.02,-10926333.333333334,451884000.0,1.0,,"first,second,third"
AKSHOPTFBR,3,323521666.6666667,3324333.3333333335,326846000.0,48599000.0,26772000.0,30426000.0,62846000.0,397901666.6666667,-63700666.666666664,684333.3333333334,-64385000.0,-0.39666666666666667,-0.39666666666666667,-73952666.66666667,813490000.0,5.0,,"first,second,third"
AKUMS,3,10208703333.333334,115256666.66666667,10323960000.0,1773080000.0,100193333.33333333,378163333.3333333,1219240000.0,9451836666.666666,900390000.0,253153333.33333334,647236666.6666666,4.28,4.28,646973333.3333334,299516666.6666667,2.0,,"first,second,third"
AKZOINDIA,3,10230079333.333334,82584000.0,10312663333.333334,843361666.6666666,24317666.666666668,224714000.0,1988898666.6666667,8871862333.333334,1440801000.0,370639666.6666667,1070161333.3333334,23.503333333333334,23.503333333333334,1068938333.3333334,455401000.0,10.0,,"first,second,third"
ALANKIT,3,663473333.3333334,29695666.666666668,693169000.0,116584333.33333333,9258000.0,22761666.666666668,185631333.33333334,627976666.6666666,65192333.333333336,10529000.0,54663333.333333336,0.19333333333333336,0.19333333333333336,55803000.0,271158000.0,1.0,,"first,second,third"
ALBERTDAVD,3,902915666.6666666,115650333.33333333,1018566000.0,287622000.0,929666.6666666666,17171333.333333332,299529000.0,895111333.3333334,123454666.66666667,31692333.333333332,91762333.33333333,16.080000000000002,16.080000000000002,91904666.66666667,57072000.0,10.0,,"first,second,third"
ALEMBICLTD,3,538728333.3333334,239769666.66666666,778498000.0,69381333.33333333,6166666.666666667,26248666.666666668,223996666.66666666,349855333.3333333,428642666.6666667,25888000.0,807432000.0,3.143333333333333,3.143333333333333,764118333.3333334,513564000.0,2.0,,"first,second,third"
ALICON,3,4194393333.3333335,7755333.333333333,4202148666.6666665,486420000.0,105375000.0,223628333.33333334,1026566666.6666666,4046371000.0,155777666.66666666,39814666.666666664,115963000.0,7.1499999999999995,7.1000000000000005,122231000.0,81309000.0,5.0,,"first,second,third"
ALIVUS,3,5791130000.0,81606666.66666667,5872736666.666667,616580000.0,3846666.6666666665,148796666.66666666,899856666.6666666,4329933333.333333,1542803333.3333333,396940000.0,1145863333.3333333,9.353333333333333,9.323333333333332,1142206666.6666667,245060000.0,2.0,,"first,second,third"
ALKALI,3,191540333.33333334,4435000.0,195975333.33333334,32861000.0,6262666.666666667,10822666.666666666,64789333.333333336,221692333.33333334,-33567333.333333336,280666.6666666667,-33848000.0,-3.3266666666666667,-3.3266666666666667,-33848000.0,101825000.0,10.0,,"first,second,third"
ALKEM,3,29111066666.666668,1413233333.3333333,30524300000.0,5437466666.666667,260833333.33333334,756666666.6666666,6920833333.333333,23397566666.666668,7126733333.333333,698633333.3333334,6584400000.0,53.25333333333333,53.25333333333333,6610133333.333333,239100000.0,2.0,,"first,second,third"
ALKYLAMINE,3,3952600000.0,68266666.66666667,4020866666.6666665,262433333.33333334,4700000.0,178733333.33333334,844533333.3333334,3389900000.0,630966666.6666666,164000000.0,466966666.6666667,9.133333333333333,9.123333333333333,461133333.3333333,102290000.0,2.0,,"first,second,third"
ALLCARGO,3,40732133333.333336,128266666.66666667,40860400000.0,5167633333.333333,374800000.0,1060333333.3333334,34213700000.0,40816500000.0,53133333.333333336,-87366666.66666667,174433333.33333334,0.16333333333333336,0.16333333333333336,171166666.66666666,1965600000.0,2.0,,"first,second,third"
ALLDIGI,3,1334033333.3333333,20566666.666666668,1354600000.0,767766666.6666666,9766666.666666666,101733333.33333333,251933333.33333334,1131200000.0,282366666.6666667,69000000.0,213366666.66666666,14.003333333333332,14.003333333333332,212566666.66666666,152400000.0,10.0,,"first,second,third"
ALMONDZ,3,322966666.6666667,4166666.6666666665,327133333.3333333,100866666.66666667,7533333.333333333,10700000.0,46433333.333333336,302733333.3333333,24400000.0,5233333.333333333,37233333.333333336,0.84,0.8166666666666668,38366666.666666664,168166666.66666666,2.6666666666666665,,"first,second,third"
ALOKINDS,3,9186066666.666666,86433333.33333333,9272500000.0,1224533333.3333333,1574800000.0,744900000.0,3200000000.0,11727000000.0,-2454500000.0,16266666.666666666,-2473200000.0,-0.5,-0.5,-2624233333.3333335,4965300000.0,1.0,,"first,second,third"
ALPA,3,241775333.33333334,69571666.66666667,311347000.0,33545333.333333332,642666.6666666666,5404000.0,51145000.0,232510666.66666666,78836333.33333333,6554333.333333333,72282000.0,3.436666666666667,3.436666666666667,72281333.33333333,210406000.0,10.0,,"first,second,third"
ALPHAGEO,3,183724333.33333334,28904000.0,212628333.33333334,30864333.333333332,948333.3333333334,33593333.333333336,161463666.66666666,226869666.66666666,-14241333.333333334,-6666000.0,-7575333.333333333,-1.22,-1.22,-4324666.666666667,63648000.0,10.0,,"first,second,third"
ALPSINDUS,3,0.0,1292000.0,1292000.0,630000.0,157462666.66666666,0.0,1957000.0,160049666.66666666,-158757666.66666666,0.0,-158757666.66666666,-4.056666666666667,-4.056666666666667,-158757666.66666666,391141000.0,10.0,,"first,second,third"
AMBER,3,20731062666.666668,181592666.66666666,20912655333.333332,774251000.0,513799333.3333333,567772000.0,1546815000.0,20250470333.333332,662185000.0,162169000.0,442426333.3333333,12.596666666666666,12.543333333333331,441353666.6666667,337599000.0,10.0,,"first,second,third"
AMBICAAGAR,3,308552000.0,13261000.0,321813000.0,15569333.333333334,28069666.666666668,4224333.333333333,53584333.333333336,296009333.3333333,25803666.666666668,2784000.0,23019666.666666668,1.3399999999999999,1.3399999999999999,23019666.666666668,171774000.0,10.0,,"first,second,third"
AMBIKCO,3,1885866666.6666667,64900000.0,1950766666.6666667,129766666.66666667,42966666.666666664,56300000.0,297600000.0,1719433333.3333333,231333333.33333334,65066666.666666664,166266666.66666666,29.046666666666667,29.046666666666667,166266666.66666666,57250000.0,10.0,,"first,second,third"
AMBUJACEM,3,83853843333.33333,6936646666.666667,90790490000.0,3493170000.0,672150000.0,5611240000.0,50738300000.0,76460293333.33333,13809543333.333334,896030000.0,12942046666.666666,4.373333333333334,4.363333333333333,12851766666.666666,4926200000.0,2.0,,"first,second,third"
AMDIND,3,647596666.6666666,4080333.3333333335,651677000.0,52876000.0,23132000.0,38236666.666666664,111846666.66666667,647772666.6666666,3904333.3333333335,716666.6666666666,3187666.6666666665,0.16666666666666666,0.16666666666666666,3290333.3333333335,191667000.0,10.0,,"first,second,third"
AMIORG,3,2327973666.6666665,37167666.666666664,2365141333.3333335,201182333.33333334,18717333.333333332,64410666.666666664,337407333.3333333,1920712666.6666667,444428666.6666667,118756666.66666667,325672000.0,8.133333333333333,8.133333333333333,324230333.3333333,409225333.3333333,10.0,,"first,second,third"
AMJLAND,3,173842333.33333334,18618666.666666668,192461000.0,14628333.333333334,3093666.6666666665,4713000.0,14369333.333333334,143034333.33333334,49426666.666666664,16160000.0,34825333.333333336,0.8133333333333334,0.8133333333333334,366477666.6666667,82000000.0,2.0,,"first,second,third"
