Symbol,QuartersAvailable,Avg_RevenueFromOperations,Avg_OtherIncome,Avg_Income,Avg_EmployeeBenefitExpense,Avg_FinanceCosts,Avg_DepreciationDepletionAndAmortisationExpense,Avg_OtherExpenses,Avg_Expenses,Avg_ProfitBeforeTax,Avg_TaxExpense,Avg_ProfitLossForPeriod,Avg_BasicEarningsLossPerShareFromContinuingOperations,Avg_DilutedEarningsLossPerShareFromContinuingOperations,Avg_ComprehensiveIncomeForThePeriod,Avg_PaidUpValueOfEquityShareCapital,Avg_FaceValueOfEquityShareCapital,Avg_DilutedEarningsLossPerShare,AvailableQuarters
RVNL,3,44987090000.0,2709190000.0,47696280000.0,476613333.3333333,1408456666.6666667,72480000.0,492733333.3333333,44160340000.0,3535940000.0,938066666.6666666,2741343333.3333335,1.3133333333333332,1.3133333333333332,2740466666.6666665,20850200000.0,10.0,,"first,second,third"
RVTH,3,380105000.0,23000000.0,403105000.0,61318666.666666664,22928333.333333332,4047666.6666666665,65914333.333333336,357922666.6666667,45182333.333333336,9061333.333333334,36121000.0,11.780000000000001,11.780000000000001,35375000.0,30680000.0,10.0,,"first,second,third"
SABEVENTS,3,3895333.3333333335,1364666.6666666667,5260000.0,1894000.0,1000.0,2010666.6666666667,2063000.0,6714666.666666667,-1455000.0,0.0,-1455000.0,-0.14,-0.14,-1455000.0,104837000.0,10.0,,"first,second,third"
SABTNL,3,15732666.666666666,273000.0,16005666.666666666,1584333.3333333333,207333.33333333334,371000.0,8817666.666666666,15468333.333333334,-75605333.33333333,-18666.666666666668,-75211000.0,-2.98,-2.98,-75211000.0,253727666.66666666,10.0,,"first,second,third"
SADBHAV,3,2488900666.6666665,218280000.0,2707180666.6666665,121212666.66666667,1173310333.3333333,317357666.6666667,1274135000.0,2894107000.0,68137666.66666667,69238000.0,-1213666.6666666667,-0.68,-0.68,-2638000.0,171571000.0,1.0,,"first,second,third"
SADBHIN,3,1680720000.0,139366666.66666666,1820086666.6666667,73006666.66666667,884683333.3333334,292973333.3333333,574113333.3333334,1824776666.6666667,162743333.33333334,37693333.333333336,125050000.0,0.1266666666666667,0.32333333333333336,125050000.0,3522250666.6666665,10.0,,"first,second,third"
SADHNANIQ,3,386933333.3333333,6500000.0,393433333.3333333,57333333.333333336,44033333.333333336,37766666.666666664,103400000.0,371633333.3333333,21800000.0,10266666.666666666,11533333.333333334,0.04,0.04,13333333.333333334,274533333.3333333,1.0,,"first,second,third"
SAFARI,3,4501733333.333333,74800000.0,4576533333.333333,292033333.3333333,22700000.0,145466666.66666666,1167433333.3333333,4122733333.3333335,453800000.0,103100000.0,350700000.0,7.183333333333334,7.163333333333334,348200000.0,97700000.0,2.0,,"first,second,third"
SAGARDEEP,3,308953666.6666667,2665666.6666666665,311619333.3333333,2206000.0,3208666.6666666665,1609666.6666666667,6441000.0,307438000.0,4181333.3333333335,1344000.0,2837333.3333333335,0.17333333333333334,0.17333333333333334,3552000.0,164239000.0,10.0,,"first,second,third"
SAGCEM,3,5332000000.0,59833333.333333336,5391833333.333333,329033333.3333333,469400000.0,574633333.3333334,3626966666.6666665,6028466666.666667,-636633333.3333334,-157866666.66666666,-478766666.6666667,-3.6633333333333336,-3.6633333333333336,-480966666.6666667,261400000.0,2.0,,"first,second,third"
SAHYADRI,3,1512623333.3333333,8133333.333333333,1520756666.6666667,109440000.0,17316666.666666668,61486666.666666664,407473333.3333333,1452396666.6666667,68360000.0,17766666.666666668,50593333.333333336,4.623333333333334,4.623333333333334,50070000.0,109500000.0,10.0,,"first,second,third"
SAH,3,300864000.0,4292000.0,305156000.0,20119000.0,7849666.666666667,6202333.333333333,108345000.0,302727333.3333333,2428666.6666666665,594666.6666666666,1834000.0,0.07333333333333333,0.07333333333333333,1834000.0,257960000.0,10.0,,"first,second,third"
SAIL,3,243875466666.66666,2360933333.3333335,246236400000.0,27932400000.0,7095266666.666667,13755333333.333334,71046633333.33333,240867033333.33334,4425266666.666667,1615766666.6666667,3682433333.3333335,0.89,0.89,3312833333.3333335,41305300000.0,10.0,,"first,second,third"
SAKAR,3,424476333.3333333,3768333.3333333335,428244666.6666667,52534333.333333336,14472333.333333334,51350666.666666664,33442000.0,377104333.3333333,50969000.0,11833000.0,39136000.0,1.7833333333333332,1.78,38608000.0,218165666.66666666,10.0,,"first,second,third"
SAKHTISUG,3,2022360333.3333333,37722333.333333336,2060082666.6666667,147864666.66666666,262513666.66666666,92881000.0,496712000.0,2298384666.6666665,-97988333.33333333,-117574000.0,19585666.666666668,0.1633333333333334,0.1633333333333334,22034000.0,1188490000.0,10.0,,"first,second,third"
SAKSOFT,3,1613133333.3333333,39221333.333333336,1652354666.6666667,783982333.3333334,16315000.0,25121000.0,562705333.3333334,1388123666.6666667,264231000.0,62769666.666666664,201461333.33333334,1.7466666666666668,1.7066666666666668,241208333.33333334,120575333.33333333,1.0,,"first,second,third"
SAKUMA,3,5192894666.666667,33008666.666666668,5225903333.333333,18911000.0,5923666.666666667,4610333.333333333,222658333.33333334,5174458666.666667,51444666.666666664,17125000.0,34319666.666666664,0.07333333333333333,0.07333333333333333,34484000.0,1149660333.3333333,1.0,,"first,second,third"
SALASAR,3,3168903333.3333335,11162666.666666666,3180066000.0,131417333.33333333,123222666.66666667,30533333.333333332,165649333.33333334,3037425666.6666665,142640333.33333334,35592333.333333336,107048000.0,0.06666666666666667,0.06666666666666667,107091000.0,1726770000.0,1.0,,"first,second,third"
SALONA,3,1714548666.6666667,631666.6666666666,1715180333.3333333,33432000.0,45760666.666666664,18098666.666666668,111512666.66666667,1691789333.3333333,23391000.0,3225333.3333333335,20165666.666666668,3.83,3.83,20165666.666666668,52624000.0,10.0,,"first,second,third"
SALSTEEL,3,1425800000.0,1033333.3333333334,1426833333.3333333,30366666.666666668,36900000.0,25766666.666666668,163900000.0,1410366666.6666667,2600000.0,4133333.3333333335,-1533333.3333333333,-0.016666666666666666,-0.016666666666666666,-1466666.6666666667,849700000.0,10.0,,"first,second,third"
SALZERELEC,3,3475325666.6666665,62894333.333333336,3538220000.0,142078333.33333334,101529666.66666667,58171000.0,388604333.3333333,3285864666.6666665,252355333.33333334,60475000.0,191766000.0,10.59,10.563333333333333,193554333.33333334,176827000.0,10.0,,"first,second,third"
SAMBHAAV,3,103295000.0,4396333.333333333,107691333.33333333,10354333.333333334,2805666.6666666665,13944000.0,76088333.33333333,105629333.33333333,2062000.0,1055000.0,163333.33333333334,0.006666666666666665,0.006666666666666665,132666.66666666666,191111000.0,1.0,,"first,second,third"
SAMHI,3,2703993333.3333335,49603333.333333336,2753596666.6666665,444043333.3333333,578080000.0,292893333.3333333,1111923333.3333333,2626586666.6666665,127010000.0,-5103333.333333333,132113333.33333333,0.6,0.59,130450000.0,220050000.0,1.0,,"first,second,third"
SAMMAANCAP,3,22152266666.666668,116333333.33333333,22268600000.0,1790366666.6666667,12470533333.333334,194433333.33333334,883733333.3333334,31703800000.0,-9435200000.0,-2330133333.3333335,-7105066666.666667,-11.543333333333331,-11.516666666666666,-6181833333.333333,1348500000.0,2.0,,"first,second,third"
SAMPANN,3,217108000.0,472333.3333333333,217580333.33333334,8647333.333333334,2364333.3333333335,14334666.666666666,19759666.666666668,235325000.0,-6566000.0,-1645333.3333333333,-4920666.666666667,-0.12333333333333335,-0.12333333333333335,-4920666.666666667,406100000.0,10.0,,"first,second,third"
SANDESH,3,728333333.3333334,333571333.3333333,1061904666.6666666,89614000.0,603000.0,16969666.666666668,431223666.6666667,779236000.0,284249666.6666667,57972333.333333336,226277333.33333334,29.893333333333334,29.893333333333334,226277333.33333334,75694000.0,10.0,,"first,second,third"
SANDHAR,3,8756072000.0,48102000.0,8804174000.0,1166813000.0,109829000.0,361458666.6666667,1267803666.6666667,8391288666.666667,431611666.6666667,112408000.0,319203666.6666667,5.3,5.3,305009000.0,601907000.0,10.0,,"first,second,third"
SANDUMA,3,6045966666.666667,227000000.0,6272966666.666667,471166666.6666667,168000000.0,222600000.0,2084633333.3333333,4874033333.333333,1398933333.3333333,340566666.6666667,1047033333.3333334,6.46,6.46,1045433333.3333334,1620400000.0,10.0,,"first,second,third"
SANGAMIND,3,7087600000.0,13900000.0,7101500000.0,658700000.0,228100000.0,275866666.6666667,1597300000.0,6986433333.333333,98466666.66666667,29300000.0,69166666.66666667,1.4866666666666666,1.4866666666666666,82600000.0,502500000.0,10.0,,"first,second,third"
SANGHIIND,3,2111500000.0,80300000.0,2191800000.0,145000000.0,534666666.6666667,384766666.6666667,1851286666.6666667,2936853333.3333335,-1149040000.0,122466666.66666667,-1271506666.6666667,-4.923333333333333,-4.923333333333333,-1277950000.0,2583286666.6666665,10.0,,"first,second,third"
SANGHVIMOV,3,1715649333.3333333,114131666.66666667,1829781000.0,108387333.33333333,61426000.0,324003666.6666667,862447000.0,1356264000.0,473517000.0,131210666.66666667,342306333.3333333,5.510000000000001,5.510000000000001,341816666.6666667,86576000.0,1.0,,"first,second,third"
SANGINITA,3,599429000.0,824333.3333333334,600253333.3333334,3251666.6666666665,6162000.0,4022000.0,6035000.0,597256000.0,2997333.3333333335,756666.6666666666,2240666.6666666665,0.08666666666666667,0.08666666666666667,2240666.6666666665,259015666.66666666,10.0,,"first,second,third"
SANOFI,3,5733000000.0,45333333.333333336,5778333333.333333,697666666.6666666,3666666.6666666665,93333333.33333333,889466666.6666666,4315700000.0,1310300000.0,353666666.6666667,1073300000.0,41.54,41.54,1073300000.0,230000000.0,10.0,,"first,second,third"
SANSERA,3,7242180000.0,34213333.333333336,7276393333.333333,1046616666.6666666,192940000.0,408133333.3333333,1983486666.6666667,6576576666.666667,699816666.6666666,175253333.33333334,526020000.0,9.313333333333333,9.270000000000001,517486666.6666667,113280000.0,2.0,,"first,second,third"
SANSTAR,3,2329673333.3333335,31858666.666666668,2361532000.0,58378666.666666664,22410666.666666668,29402666.666666668,308661000.0,2184717333.3333335,176814666.66666666,49209333.333333336,127605333.33333333,0.7966666666666667,0.7966666666666667,127603000.0,336622333.3333333,2.0,,"first,second,third"
SANWARIA,3,0.0,2653666.6666666665,2653666.6666666665,96000.0,3333.3333333333335,12824333.333333334,2253000.0,15176666.666666666,-12523000.0,0.0,-12523000.0,-0.006666666666666667,-0.006666666666666667,-12523000.0,245366666.66666666,0.3333333333333333,,"first,second,third"
SAPPHIRE,3,6154776666.666667,67036666.666666664,6221813333.333333,788020000.0,256903333.33333334,835433333.3333334,2432014000.0,6158764000.0,6502666.666666667,15363333.333333334,-8860666.666666666,0.36333333333333334,0.3566666666666667,-10277333.333333334,639550000.0,4.666666666666667,,"first,second,third"
SARDAEN,3,11346700000.0,433766666.6666667,11780466666.666666,418066666.6666667,515666666.6666667,616066666.6666666,1568300000.0,9255966666.666666,2524500000.0,569033333.3333334,2006000000.0,5.596666666666667,5.596666666666667,1989933333.3333333,352400000.0,1.0,,"first,second,third"
SAREGAMA,3,2846733333.3333335,131933333.33333333,2978666666.6666665,259166666.66666666,2866666.6666666665,134633333.33333334,1938633333.3333333,2335300000.0,643366666.6666666,165133333.33333334,478233333.3333333,2.48,2.4766666666666666,471500000.0,192800000.0,1.0,,"first,second,third"
SARLAPOLY,3,1089234666.6666667,75355000.0,1164589666.6666667,54580333.333333336,22082000.0,63007333.333333336,301274333.3333333,948840666.6666666,215749000.0,49956666.666666664,165792333.33333334,1.9799999999999998,1.9799999999999998,167500333.33333334,84169666.66666667,1.0,,"first,second,third"
SARVESHWAR,3,2163757666.6666665,7740333.333333333,2171498000.0,11634333.333333334,86169000.0,2263333.3333333335,91684000.0,2105797333.3333333,65700666.666666664,17610666.666666668,48197000.0,0.13,0.11333333333333334,48197000.0,978816000.0,1.0,,"first,second,third"
SASKEN,3,1104635000.0,154367666.66666666,1259002666.6666667,889199666.6666666,4405333.333333333,26690666.666666668,182154333.33333334,1102450000.0,156552666.66666666,32193000.0,124359666.66666667,8.24,8.166666666666666,140254666.66666666,150969333.33333334,10.0,,"first,second,third"
SASTASUNDR,3,2750380333.3333335,127377000.0,2877757333.3333335,111601666.66666667,680666.6666666666,14973333.333333334,234510666.66666666,2868815000.0,-627421333.3333334,-158056000.0,-505378666.6666667,-11.026666666666666,-11.026666666666666,-504470666.6666667,318105000.0,10.0,,"first,second,third"
SATIA,3,3717717333.3333335,39781666.666666664,3757499000.0,287724666.6666667,64029000.0,393784666.6666667,1010169000.0,3479657666.6666665,277841333.3333333,526333.3333333334,277315000.0,2.7733333333333334,2.7733333333333334,277088000.0,100000000.0,1.0,,"first,second,third"
SATINDLTD,3,1392348333.3333333,72640000.0,1464988333.3333333,137430000.0,14784333.333333334,33588333.333333336,220093666.66666666,1190635666.6666667,273925666.6666667,66498666.666666664,207427000.0,1.8333333333333333,1.8333333333333333,211907666.66666666,226170000.0,2.0,,"first,second,third"
SATIN,3,6390620000.0,18876000.0,6409496000.0,1330057333.3333333,2538393000.0,62218000.0,410883333.3333333,5698199666.666667,711296333.3333334,174304000.0,536992333.3333334,4.883333333333334,4.883333333333334,493228666.6666667,1100432000.0,10.0,,"first,second,third"
SAURASHCEM,3,3531908000.0,42656666.666666664,3574564666.6666665,296071333.3333333,38261333.333333336,103912666.66666667,2703460666.6666665,3703853666.6666665,-129289000.0,-42863000.0,-86426000.0,-0.7766666666666667,-0.7766666666666667,-87541666.66666667,1110453666.6666667,10.0,,"first,second,third"
SBCL,3,1253032666.6666667,31526333.333333332,1284559000.0,122685000.0,8916666.666666666,29024000.0,166749000.0,1040243666.6666666,244315333.33333334,61408333.333333336,186679000.0,3.223333333333333,3.223333333333333,185739000.0,115208000.0,2.0,,"first,second,third"
SBC,3,679163333.3333334,25005666.666666668,704169000.0,31952333.333333332,18431666.666666668,4202666.666666667,33956666.666666664,656353333.3333334,47815666.666666664,274666.6666666667,47541000.0,0.15,0.15,54985000.0,317460000.0,1.0,,"first,second,third"
SBFC,3,3151613333.3333335,1230000.0,3152843333.3333335,616590000.0,1004163333.3333334,40836666.666666664,203230000.0,2041030000.0,1111813333.3333333,273974000.0,837839333.3333334,0.7799999999999999,0.7633333333333333,824669333.3333334,10765860000.0,10.0,,"first,second,third"
SBGLP,3,39723000.0,4751333.333333333,44474333.333333336,3461333.3333333335,383000.0,986666.6666666666,6854333.333333333,22981333.333333332,21493000.0,6491000.0,15002000.0,0.08666666666666667,0.08666666666666667,14604666.666666666,173416000.0,1.0,,"first,second,third"
SBICARD,3,44661200000.0,1355363333.3333333,46016563333.333336,1450603333.3333333,7943856666.666667,494926666.6666667,16373893333.333334,39809853333.333336,6206710000.0,1599713333.3333333,4606996666.666667,4.843333333333334,4.843333333333334,4605686666.666667,9512246666.666666,10.0,,"first,second,third"
SBIN,3,,399467366666.6667,1612603333333.3333,,,,,,,67975700000.0,,,,,8924600000.0,1.0,,"first,second,third"
SCHAEFFLER,3,20321066666.666668,278266666.6666667,20599333333.333332,1382400000.0,11633333.333333334,678100000.0,2693166666.6666665,17427566666.666668,3171766666.6666665,833166666.6666666,2338600000.0,14.966666666666667,14.966666666666667,2342500000.0,312600000.0,2.0,,"first,second,third"
SCHAND,3,827526666.6666666,22330000.0,849856666.6666666,412326666.6666667,27690000.0,101813333.33333333,383123333.3333333,1184266666.6666667,-334410000.0,-63296666.666666664,-271113333.3333333,-7.413333333333333,-7.413333333333333,-270683333.3333333,176090000.0,5.0,,"first,second,third"
SCHNEIDER,3,6832733333.333333,62866666.666666664,6895600000.0,750700000.0,121166666.66666667,63366666.666666664,873333333.3333334,6030266666.666667,924166666.6666666,213200000.0,710966666.6666666,2.973333333333333,2.973333333333333,697566666.6666666,478200000.0,2.0,,"first,second,third"
SCILAL,3,44733333.333333336,213133333.33333334,257866666.66666666,1933333.3333333333,33333.333333333336,5966666.666666667,59100000.0,98800000.0,159066666.66666666,42466666.666666664,116600000.0,0.25333333333333335,0.25333333333333335,116600000.0,4658000000.0,10.0,,"first,second,third"
SCI,3,14268100000.0,396600000.0,14664700000.0,1350266666.6666667,491733333.3333333,2362066666.6666665,8251700000.0,12455766666.666666,2208933333.3333335,73366666.66666667,2179600000.0,4.68,4.68,2223400000.0,4658000000.0,10.0,,"first,second,third"
SCPL,3,759194000.0,35546000.0,794740000.0,47043000.0,15121333.333333334,19741000.0,103449333.33333333,741749333.3333334,52990666.666666664,13559000.0,39431666.666666664,3.7533333333333334,3.7533333333333334,39444333.333333336,105000000.0,10.0,,"first,second,third"
SDBL,3,7159921666.666667,11507000.0,7171428666.666667,112782000.0,25428000.0,63521666.666666664,4239197333.3333335,6800722000.0,370706666.6666667,101500000.0,269206666.6666667,1.3800000000000001,1.3733333333333333,269206666.6666667,6499876405000.0,2.0,,"first,second,third"
SEAMECLTD,3,1507333333.3333333,67800000.0,1575133333.3333333,236366666.66666666,37900000.0,323900000.0,829200000.0,1427366666.6666667,177000000.0,20700000.0,156300000.0,6.113333333333333,6.113333333333333,175100000.0,254300000.0,10.0,,"first,second,third"
SECMARK,3,75382000.0,2124666.6666666665,77506666.66666667,20057666.666666668,1148333.3333333333,10395666.666666666,44618333.333333336,76219666.66666667,1287000.0,232666.66666666666,1054000.0,0.11333333333333334,0.11333333333333334,1054000.0,104011000.0,10.0,,"first,second,third"
SECURCRED,3,80185000.0,4599666.666666667,84784666.66666667,14874666.666666666,6085000.0,8630666.666666666,46159333.333333336,75749666.66666667,9035000.0,-6541000.0,15576000.0,0.38000000000000006,0.38000000000000006,15576000.0,410628000.0,10.0,,"first,second,third"
SECURKLOUD,3,439027666.6666667,5434666.666666667,444462333.3333333,412286666.6666667,34068000.0,21248333.333333332,87918000.0,555521000.0,-111058666.66666667,1375333.3333333333,-112434000.0,-1.6366666666666667,-1.6366666666666667,-112373000.0,167053000.0,5.0,,"first,second,third"
SEJALLTD,3,586434000.0,3547000.0,589981000.0,65101000.0,41201333.333333336,18350666.666666668,77415000.0,564519333.3333334,25461666.666666668,2019333.3333333333,24164333.333333332,2.3699999999999997,2.3699999999999997,17552333.333333332,101000000.0,10.0,,"first,second,third"
SELAN,3,654533333.3333334,29300000.0,683833333.3333334,56433333.333333336,833333.3333333334,44166666.666666664,326600000.0,425700000.0,258133333.33333334,64633333.333333336,193500000.0,12.729999999999999,12.636666666666665,191366666.66666666,152000000.0,10.0,,"first,second,third"
SELMC,3,100091666.66666667,525000.0,100616666.66666667,20844000.0,171313333.33333334,235147000.0,33048666.666666668,532299666.6666667,-302220000.0,0.0,-302220000.0,-9.12,-9.12,-355065000.0,331347000.0,10.0,,"first,second,third"
SEMAC,3,316578333.3333333,6917666.666666667,323495666.6666667,51109666.666666664,12826666.666666666,4182666.6666666665,24358000.0,345749333.3333333,-22254000.0,616000.0,-22867666.666666668,-7.336666666666666,-7.336666666666666,-21638666.666666668,31173000.0,10.0,,"first,second,third"
SENCO,3,16689740000.0,132956666.66666667,16822696666.666666,344750000.0,329053333.3333333,163323333.33333334,974213333.3333334,16380056666.666666,442640000.0,119713333.33333333,322926666.6666667,3.44,3.43,327006666.6666667,790760000.0,8.333333333333334,,"first,second,third"
SEPC,3,1599503000.0,133506000.0,1733009000.0,81464333.33333333,108243333.33333333,12720333.333333334,102249333.33333333,1602849666.6666667,83851000.0,34464333.333333336,49386666.666666664,0.03333333333333333,0.03333333333333333,48598666.666666664,15123777333.333334,10.0,,"first,second,third"
SEQUENT,3,2650433333.3333335,63566666.666666664,2714000000.0,461300000.0,106133333.33333333,118633333.33333333,504300000.0,2619966666.6666665,78600000.0,17900000.0,60700000.0,0.15666666666666668,0.15666666666666668,22333333.333333332,499600000.0,2.0,,"first,second,third"
SERVOTECH,3,1760519000.0,3949000.0,1764468000.0,49493000.0,20962666.666666668,13232000.0,100910333.33333333,1650133666.6666667,114334333.33333333,31264666.666666668,83069666.66666667,0.37333333333333335,0.37333333333333335,83069666.66666667,222917666.66666666,1.0,,"first,second,third"
SESHAPAPER,3,4173433333.3333335,168033333.33333334,4341466666.666667,283266666.6666667,14066666.666666666,113500000.0,1025833333.3333334,4013700000.0,327766666.6666667,70000000.0,273666666.6666667,4.543333333333333,4.543333333333333,307766666.6666667,120400000.0,2.0,,"first,second,third"
SETCO,3,1124900000.0,28400000.0,1153300000.0,179500000.0,367000000.0,53666666.666666664,256533333.33333334,1389533333.3333333,-237133333.33333334,-7333333.333333333,-229800000.0,-1.4266666666666667,-1.4266666666666667,-233033333.33333334,267766666.66666666,2.0,,"first,second,third"
SETUINFRA,3,66926000.0,357000.0,67283000.0,6348000.0,31666.666666666668,2657333.3333333335,2125333.3333333335,67493333.33333333,-210333.33333333334,1502333.3333333333,-1712666.6666666667,0.01,0.01,-1712666.6666666667,125678000.0,1.0,,"first,second,third"
SEYAIND,3,17178666.666666668,30564333.333333332,47743333.333333336,5150333.333333333,0.0,45115000.0,8617000.0,58881666.666666664,-11138666.666666666,-4813666.666666667,-6325000.0,-0.2366666666666667,-0.2366666666666667,-6325000.0,265705000.0,10.0,,"first,second,third"
SFL,3,8631966666.666666,232533333.33333334,8864500000.0,1074966666.6666667,284233333.3333333,442433333.3333333,1867200000.0,8635400000.0,331166666.6666667,84100000.0,248400000.0,2.2866666666666666,2.2833333333333337,226800000.0,543500000.0,5.0,,"first,second,third"
SGIL,3,882651666.6666666,3696333.3333333335,886348000.0,71823333.33333333,37330333.333333336,32895666.666666668,335646000.0,828616333.3333334,57731666.666666664,14221333.333333334,43510333.333333336,2.9566666666666666,2.9566666666666666,43557333.333333336,146010000.0,10.0,,"first,second,third"
SGL,3,275909333.3333333,200666.66666666666,276110000.0,20637666.666666668,2469000.0,2714333.3333333335,55541333.333333336,276991666.6666667,-881666.6666666666,-123000.0,-758666.6666666666,-0.02666666666666667,-0.02666666666666667,-758666.6666666666,272243000.0,10.0,,"first,second,third"
SHAHALLOYS,3,789200000.0,500000.0,789700000.0,39300000.0,11200000.0,22966666.666666668,187200000.0,856133333.3333334,-66433333.333333336,-16200000.0,-50766666.666666664,-2.566666666666667,-2.566666666666667,-52266666.666666664,198000000.0,10.0,,"first,second,third"
SHAH,3,448972333.3333333,7958333.333333333,456930666.6666667,3511000.0,115666.66666666667,8686333.333333334,18851666.666666668,429470666.6666667,110200000.0,14204666.666666666,95995333.33333333,0.22333333333333336,0.22333333333333336,95995333.33333333,532699000.0,1.0,,"first,second,third"
SHAILY,3,1896567666.6666667,7313000.0,1903881000.0,190679000.0,43420333.333333336,103501333.33333333,265383333.33333334,1638300000.0,265581000.0,50481666.666666664,215098666.66666666,4.69,4.676666666666667,204269333.33333334,91791666.66666667,2.0,,"first,second,third"
SHAKTIPUMP,3,6123733333.333333,67966666.66666667,6191700000.0,217766666.66666666,99033333.33333333,46166666.666666664,615566666.6666666,4858866666.666667,1332833333.3333333,344233333.3333333,988600000.0,34.833333333333336,34.833333333333336,988900000.0,534300000.0,10.0,,"first,second,third"
SHALBY,3,2740208000.0,74253000.0,2814461000.0,465916333.3333333,93478000.0,165103666.66666666,1379146666.6666667,2626236333.3333335,188224666.66666666,141197666.66666666,47027000.0,0.4366666666666667,0.4366666666666667,37112000.0,1074816666.6666667,10.0,,"first,second,third"
SHALPAINTS,3,1404100000.0,10266666.666666666,1414366666.6666667,206633333.33333334,42266666.666666664,39033333.333333336,335900000.0,1649833333.3333333,-235466666.66666666,0.0,-235466666.66666666,-2.81,-2.81,-234333333.33333334,167400000.0,2.0,,"first,second,third"
SHANKARA,3,13148566666.666666,6533333.333333333,13155100000.0,147300000.0,127433333.33333333,36266666.666666664,186333333.33333334,12937233333.333334,217866666.66666666,57100000.0,160766666.66666666,6.626666666666666,6.626666666666666,161233333.33333334,242500000.0,10.0,,"first,second,third"
SHANTIGEAR,3,1504700000.0,35500000.0,1540200000.0,206600000.0,0.0,32433333.333333332,263633333.33333334,1211266666.6666667,328933333.3333333,83700000.0,245233333.33333334,3.1966666666666668,3.1966666666666668,243566666.66666666,76700000.0,0.6666666666666666,,"first,second,third"
SHANTI,3,74566333.33333333,3394666.6666666665,77961000.0,2788333.3333333335,215666.66666666666,428666.6666666667,3936666.6666666665,91398333.33333333,-13437333.333333334,-2513000.0,-10924333.333333334,-0.9833333333333333,-0.9833333333333333,-10924000.0,111060000.0,10.0,,"first,second,third"
SHARDACROP,3,7878841000.0,139030333.33333334,8017871666.666667,104629333.33333333,4077666.6666666665,675842666.6666666,1389944000.0,7634884666.666667,382987000.0,78564666.66666667,304422333.3333333,3.3733333333333335,3.3733333333333335,300194000.0,902205000.0,10.0,,"first,second,third"
SHARDAMOTR,3,6955723000.0,186316333.33333334,7142039333.333333,362802666.6666667,5176333.333333333,138807000.0,482375666.6666667,6114439000.0,1027600333.3333334,261191333.33333334,769921666.6666666,26.30666666666667,26.30666666666667,769294666.6666666,57408000.0,2.0,,"first,second,third"
SHAREINDIA,3,4030438333.3333335,59181333.333333336,4089619666.6666665,980426333.3333334,209741666.66666666,39606333.333333336,1070190333.3333334,2731315000.0,1358304333.3333333,326842666.6666667,1031461666.6666666,4.956666666666667,4.739999999999999,1054280000.0,425832000.0,2.0,,"first,second,third"
SHEKHAWATI,3,165576666.66666666,5661333.333333333,171238000.0,15994000.0,89000.0,1987333.3333333333,83367000.0,149808333.33333334,21429666.666666668,0.0,21429666.666666668,0.4166666666666667,0.4166666666666667,21914666.666666668,344700000.0,7.0,,"first,second,third"
SHEMAROO,3,1602764333.3333333,15686666.666666666,1618451000.0,324473333.3333333,91430666.66666667,15149666.666666666,120315000.0,1983047666.6666667,-364596666.6666667,-99545000.0,-265051666.66666666,-9.766666666666666,-9.733333333333333,-264863333.33333334,272905333.3333333,10.0,,"first,second,third"
SHILPAMED,3,3185413666.6666665,51884000.0,3237297666.6666665,739313000.0,203462666.66666666,280665666.6666667,625805000.0,2868550333.3333335,368747333.3333333,144233000.0,212613666.66666666,2.18,2.18,212898666.66666666,97791000.0,1.0,,"first,second,third"
SHIVALIK,3,807928333.3333334,8655333.333333334,816583666.6666666,133963333.33333333,22081333.333333332,43291000.0,133770333.33333333,758478666.6666666,58105000.0,7331000.0,50774000.0,2.7466666666666666,2.7466666666666666,50774000.0,77801000.0,5.0,,"first,second,third"
SHIVAMAUTO,3,1153794333.3333333,6000000.0,1159794666.6666667,138462666.66666666,145120000.0,86536333.33333333,368960666.6666667,1264767666.6666667,-104973000.0,5970333.333333333,-110943333.33333333,-0.91,-0.91,-112202333.33333333,244444000.0,2.0,,"first,second,third"
SHIVAMILLS,3,427555000.0,1986333.3333333333,429541333.3333333,43601333.333333336,2938333.3333333335,16855333.333333332,47758666.666666664,440800333.3333333,-11259000.0,-1116000.0,-10143000.0,-1.1733333333333333,-0.62,-10941666.666666666,86418000.0,10.0,,"first,second,third"
SHIVATEX,3,770428333.3333334,3227000.0,773655333.3333334,131923000.0,27208333.333333332,36049666.666666664,158596000.0,750724333.3333334,22931000.0,3297000.0,19634000.0,1.5133333333333334,1.5133333333333334,19634000.0,129627000.0,10.0,,"first,second,third"
SHK,3,4458200000.0,12000000.0,4470200000.0,577066666.6666666,93966666.66666667,173933333.33333334,673000000.0,4149733333.3333335,-79100000.0,108533333.33333333,-194166666.66666666,-1.3733333333333333,-1.3733333333333333,-269133333.3333333,1384200000.0,10.0,,"first,second,third"
SHOPERSTOP,3,11878833333.333334,119466666.66666667,11998300000.0,1060933333.3333334,636466666.6666666,1229666666.6666667,1926766666.6666667,11949933333.333334,41533333.333333336,11800000.0,29733333.333333332,0.27,0.25999999999999995,27833333.333333332,549900000.0,5.0,,"first,second,third"
SHRADHA,3,213245666.66666666,25641333.333333332,238887000.0,1763333.3333333333,1002000.0,10037000.0,3693333.3333333335,171825000.0,67062000.0,18417666.666666668,48644333.333333336,1.8266666666666669,1.8266666666666669,48644333.333333336,101247000.0,4.0,,"first,second,third"
