symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength,profit_margin,gross_profit_margin,return_on_equity,return_on_assets,operating_margin,asset_turnover,operational_efficiency,employee_productivity,debt_to_income,interest_coverage,earnings_growth,price_to_earnings,price_to_book,volume_price_ratio,high_low_ratio,price_volatility,market_cap_numeric,log_revenue,log_profit,log_market_cap,financial_health,cluster,pca_1,pca_2,performance_score
GULFPETRO,GP Petroleums Limited,INE586G01017,Lubricants,Oil Gas & Consumable Fuels,Energy,Lubricants,2004-09-24,5.0,50984383,Micro,,1423020000.0,7419000.0,1430439000.0,69366666.66666667,3496666.6666666665,11882333.333333334,63305000.0,79599666.66666667,20570000.0,59029666.66666666,1.1566666667,0.0,56119666.66666666,254922000.0,5.0,63.22,62.81,382032,13.2298,-42.02,-0.91,64.74,61.53,66.4,38.5,-0.001747,-0.004313,1.02893,-0.4316,9.8413,3.4228,0.1538,0.0414819655849297,0.9555136259504434,0.23155971892055865,0.04126681855477001,0.05593713838643636,0.9948134803371552,0.09323246803746024,20.51446419990389,0.0024444710097156655,22.76444232602479,0.22014446248917965,54.30259365837745,12.561995811385446,6082.343575863716,1.0521696733300827,0.21063206495780926,1,21.076047211471863,17.893550717295327,4.215209442294372,-0.7692563154945117,0,-3.8177854695307616,1.1396533695647617,0.3190687197746928
GPTHEALTH,GPT Healthcare Limited,INE486R01017,Hospital,Healthcare,Healthcare,Hospital,2024-02-29,10.0,82054823,Small,,1018964000.0,23071333.33333333,1042035333.3333334,183200333.3333333,8181000.0,47177000.0,430755666.6666667,176589000.0,53150000.0,123439000.0,1.5033333333,1.5033333333,122682333.33333331,820548000.0,10.0,167.97,167.35,279941,16.1087,1.17,0.2252,171.3,164.55,165.2,167.14,0.000354,-0.002639,1.038331,0.0875,9.8413,4.3121,0.0607,0.12114166938184273,0.5772611528310453,0.1504348313566056,0.11845951480851896,0.17330249155024122,0.9778593560167185,0.6025296281321028,5.562020447561049,0.007850981380669753,21.585258525852584,0.14951268339369947,111.31929046810019,16.735004690828568,1672.7875709590678,1.0410209662716499,0.0962575440693158,2,20.742052262790633,18.631257672985782,8.296820905116252,0.33568950073844833,0,-1.167108256750359,-0.3633967022132885,0.41385342284312765
GPTINFRA,GPT Infraprojects Limited,INE390G01014,Civil Construction,Construction,Industrials,Civil Construction,2016-07-11,10.0,126364600,Small,,2668402666.6666665,22990000.0,2691392666.6666665,144458666.66666666,66163000.0,40480000.0,1235136333.3333333,257599333.3333333,60582333.333333336,195520666.66666663,1.6533333333,1.6533333333,196735000.0,1036337333.3333334,10.0,136.23,135.79,274053,29.3919,-24.49,-0.1833,140.22,131.8,170.9,129.04,-0.000564,-0.001035,0.996376,-0.0863,6.1111,2.8824,0.0588,0.07327254957022977,0.5371252064905746,0.18866508073947602,0.0726466520802489,0.09653690447518665,0.9914579539861519,0.5170115504806372,18.47173816731891,0.02458318357608663,3.89340467229922,0.18983683562495093,82.13104838875263,16.55739736675188,2018.2119449149423,1.0638846737481031,0.21645113778628766,2,21.704745878524314,19.091176648767096,8.681898351409725,-0.21528136969029418,0,-1.3444825384474617,-0.2796461707465398,0.4237287783154932
GRANULES,Granules India Limited,INE101D01020,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2005-06-20,1.0,242493716,Mid,,10947263333.333334,36650000.0,10983913333.333334,1635616666.6666667,264190000.0,540006666.6666666,2710976666.6666665,1542046666.6666667,377096666.6666667,1164950000.0,4.8066666667,4.8033333333,1219713333.3333333,242410000.0,1.0,540.12,539.8,2404779,77.2652,10.22,0.4505,549.61,529.65,409.45,451.3,0.000771,-0.000124,1.032687,0.1905,9.8413,4.4091,0.0607,0.10641472343620734,0.7523603311512559,4.8057010849387405,0.10605964965734738,0.1408613842302749,0.9966633021503568,0.39704839474340464,6.693049512416316,0.02405244760974686,5.836885070088447,5.031613107270052,112.30235783555962,539.9864192764325,4454.944423860689,1.0376852638534881,0.1431367173027047,3,23.116355338167587,20.875944005446524,13.869813202900554,4.589963808374947,1,2.9228644131098425,-0.09415047493552461,0.5453941240266514
GRAPHITE,Graphite India Limited,INE371A01025,Electrodes & Refractories,Capital Goods,Industrials,Electrodes & Refractories,2003-02-07,2.0,195375594,Mid,,6313333333.333333,1270000000.0,7583333333.333333,736666666.6666666,30000000.0,216666666.66666663,2180000000.0,1740000000.0,376666666.6666667,1363333333.3333333,7.0266666667,7.0266666667,1353333333.3333333,390000000.0,2.0,534.66,533.04,1299091,62.3404,-30.34,-0.673,544.73,524.69,648.55,451.8,-0.001117,-0.00361,1.08735,-0.2759,9.8413,4.5728,0.085,0.21594508975712778,0.6546990496304118,3.4957264957264957,0.17978021978021977,0.27560718057022177,0.8325274725274725,0.46198521647307283,8.570135746606335,0.003956043956043956,58.0,3.4700854700854697,75.85958254233464,267.0333503224615,2437.1360498274053,1.0381939812079513,0.11695257391565363,3,22.565929636194628,21.03319851906651,13.539557781716777,2.4152675854836234,1,2.3662986089835574,-0.6824513474607996,0.5402138646269321
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1995-05-10,2.0,680479132,Large,IN-L,340721500000.0,3547866666.6666665,344269366666.6667,23051733333.33333,5866400000.0,14650366666.666666,202293733333.3333,24212900000.0,7266800000.0,17373966666.666668,12.5266666667,12.45,18041466666.666668,1335366666.6666667,2.0,2558.23,2558.57,764759,152.4529,18.5,0.8379,2587.67,2528.48,2237.4,2651.25,0.000802,-0.000102,1.020567,0.1982,9.8413,10.4902,0.0162,0.050991694585362735,0.40627834365212256,13.010633783480193,0.05046619986810715,0.07106361060279437,0.9896945037514713,0.6613773027726945,14.780732323816578,0.017040145211874306,4.127386472112368,13.510496492848405,204.2498669499621,1303.801821792696,298.90094857674404,1.0234093210149973,0.05958519798168508,4,26.554331264996502,23.57823875426421,21.243465011997202,12.374996478065556,3,8.740530018351523,1.1078180963642696,0.7265623688551157
GRAVITA,Gravita India Limited,INE024L01027,Industrial Minerals,Metals & Mining,Commodities,Industrial Minerals,2010-11-16,2.0,73808451,Mid,,9439000000.0,253633333.3333333,9692633333.333334,409833333.3333333,125833333.33333331,71133333.33333333,499100000.0,829633333.3333334,103033333.33333331,726600000.0,10.61,10.61,712466666.6666666,141266666.66666666,2.0,1825.19,1824.95,392835,480.196,88.2,1.3263,1878.43,1778.5,984.1,1852.1,0.003333,-0.001867,1.019488,0.8232,9.8413,2.8815,0.0202,0.07697849348447929,0.9471236359783876,5.143463898065125,0.07496414802994714,0.08789419783169121,0.973832360658782,0.09629551153017621,23.03131354209028,0.01298236805271357,6.593112582781458,5.043416705993393,172.00282752120643,953.4926804090373,215.257952272665,1.0561877987067754,0.26312830488506533,3,22.96811587939516,20.40388667912765,13.780869527637098,1.7447823915496041,1,2.891411178354335,0.3557299891142131,0.5435803830684034
GREAVESCOT,Greaves Cotton Limited,INE224A01026,Compressors Pumps & Diesel Engines,Capital Goods,Industrials,Compressors Pumps & Diesel Engines,2004-09-09,2.0,232481586,Small,IN-Mi,6985366666.666667,141266666.66666666,7126633333.333333,816266666.6666666,34533333.333333336,260700000.0,1134900000.0,152233333.33333334,178266666.66666666,-26033333.33333333,0.4933333333,0.49,-25166666.666666668,465000000.0,2.0,189.64,189.57,5039613,47.0382,38.57,0.86,195.02,185.14,131.85,182.7,0.001959,-0.004147,1.036924,0.484,9.8413,3.4467,0.0081,-0.0037268384861687044,0.8375317926522587,-0.05598566308243726,-0.003652963765031641,0.02179317716559856,0.9801776434875747,0.2793220112520936,8.557701731460307,0.004845672804830706,4.408301158301159,-0.05412186379928316,384.26351353947723,94.77749302800001,26584.443741098275,1.05336502106514,0.24813103339135942,2,22.66708332185908,0.0,9.066833328743632,0.329905498431394,0,-1.4551422163924328,-0.385986426435192,0.3159063455941056
GREENLAM,Greenlam Industries Limited,INE544R01021,Plywood Boards/ Laminates,Consumer Durables,Consumer Discretionary,Plywood Boards/ Laminates,2015-03-02,1.0,255147702,Mid,,6291866666.666667,42000000.0,6333866666.666667,1268813333.3333333,151900000.0,267950000.0,1358713333.3333333,318733333.3333333,95833333.33333331,222900000.0,1.7466666667,1.7466666667,231933333.3333333,127600000.0,1.0,540.0,539.41,48548,82.3434,-60.27,-0.9173,551.5,528.83,549.9,218.47,-0.002476,-0.001386,1.023737,-0.6115,4.7778,4.1774,0.1012,0.03542668842314946,0.7840524274725043,1.7468652037617556,0.03519177332435163,0.05065799232872067,0.9933689794543618,0.4176068575303566,4.958859196519583,0.023982190973391715,2.0983102918586787,1.8176593521421107,308.8225190780759,1078.5989179923197,90.00203926512302,1.0428682185201292,0.15265456702693686,3,22.562523631146565,19.222233802842414,13.537514178687939,0.04155789218490513,1,2.550772571778723,-0.7068267470979827,0.5265370400478729
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,Plywood Boards/ Laminates,Consumer Durables,Consumer Discretionary,Plywood Boards/ Laminates,2019-10-23,1.0,122627395,Small,IN-Mi,3537545000.0,57581000.0,3595126000.0,353525000.0,9719000.0,192120666.66666663,1063344000.0,133279666.66666669,-9130333.333333334,142410000.0,1.16,1.16,142410000.0,122627000.0,1.0,335.74,334.92,238617,48.4192,-27.4,-0.6492,342.13,328.6,313.55,227.65,-0.000999,-0.000451,1.048927,-0.2469,9.8413,4.2488,0.0648,0.040256731716487,0.6994118802729011,1.1613266246422076,0.03961196353062452,0.037675751592323684,0.9839835933427646,0.4005232442272819,10.006491761544446,0.0027033823014826182,13.713310697259665,1.1613266246422076,288.72413793103453,334.9210788276644,712.4596918667144,1.0411746804625683,0.14456944942075717,2,21.986698820965596,18.77422078621759,8.794679528386238,0.06819135635869467,0,-0.6135629459626908,0.06700810424431985,0.4265279736857678
GREENPLY,Greenply Industries Limited,INE461C01038,Plywood Boards/ Laminates,Consumer Durables,Consumer Discretionary,Plywood Boards/ Laminates,1996-03-06,1.0,124873295,Small,IN-Mi,6129371000.0,34620333.333333336,6163991333.333333,790107333.3333334,99876666.66666669,150538333.33333334,1091604333.3333333,349450000.0,58058333.333333336,250400666.66666663,2.02,2.0066666667,250193333.3333333,124119666.66666669,1.0,316.95,316.94,312160,46.0768,6.31,0.3638,324.17,310.16,269.45,286.45,0.000671,-0.001143,1.062804,0.1658,9.8413,4.2194,0.0324,0.04085258775601389,0.8219059780631107,2.017413302753525,0.040623137367595256,0.057012375331824426,0.9943834552222495,0.30699914667698636,7.757643476287187,0.016203245797338894,3.4988152054200174,2.015742871798452,156.9009900990099,318.8643925671193,984.9182810626617,1.045170234717565,0.14538019814475925,2,22.536357971678708,19.33857286358709,9.014543188671484,1.9612978905095384,0,-0.4471583857735134,0.3204818985870394,0.43608269383471476
GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings,Capital Goods,Industrials,Abrasives & Bearings,2006-09-11,5.0,110720000,Large,NIN-M,6869305000.0,190394666.66666663,7059699666.666667,842864000.0,21678666.666666668,221568000.0,1641774000.0,1204029666.6666667,302149000.0,903214000.0,8.1533333333,8.1533333333,971486666.6666666,553600000.0,5.0,2190.65,2185.61,72775,368.2669,-25.12,-0.7364,2226.32,2152.08,2137.15,1600.2,-0.000959,-9.4e-05,1.027622,-0.2369,7.162,5.3815,0.085,0.1314854996247801,0.7609985289632648,1.6315281791907514,0.12793943689483675,0.17527678079029346,0.9730307696281131,0.3617015112882599,8.149956576624461,0.0030707633030092546,55.539839473522356,1.7548530828516378,268.06336876642706,437.122,33.29734033061708,1.034496858852831,0.16849616354244354,4,22.650328773725512,20.621470072229624,18.12026301898041,-2.6560553211844686,1,4.852349412255945,-2.6621604363988935,0.6338665306421882
GRMOVER,GRM Overseas Limited,INE192H01020,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2022-09-07,2.0,60000000,Small,,3522687666.6666665,69624000.0,3592311666.6666665,29682000.0,32623333.33333333,7543666.666666667,302674333.3333333,185958666.66666663,50094333.333333336,135864333.33333334,2.2633333333,2.2166666667,135399333.33333334,120000000.0,2.0,212.81,212.82,331639,42.8867,144.12,1.9499,218.88,207.0,133.4,325.65,0.004186,-0.000952,1.02108,1.0339,9.8413,3.0621,0.0526,0.0385683734095832,0.9140785780705508,1.132202777777778,0.03782086465214832,0.0527888601723892,0.9806186081664221,0.09434737472704316,118.68094018821732,0.009081431780000529,5.700173699805864,1.1283277777777778,94.02945508238629,106.41,1558.307489897566,1.057391304347826,0.20151630485856592,2,21.982490077157316,18.727167404157843,8.792996030862927,2.691804151187361,0,-1.021609643224253,0.025563280640173103,0.42652074726792305
GRPLTD,GRP Limited,INE137I01015,Rubber,Capital Goods,Industrials,Rubber,2015-02-12,10.0,5333332,Small,,1300362000.0,3702000.0,1304064000.0,149643666.66666666,24079666.666666668,39514000.0,410722666.6666667,57492666.66666666,19970666.666666668,37522000.0,15.2233333333,15.2233333333,33125333.33333333,39999666.66666666,10.0,5037.29,5009.77,3671,3209.7589,-56.54,0.1657,5173.93,4850.5,6626.0,2879.45,0.000816,-0.000691,1.017382,0.1355,0.2433,2.5537,0.0964,0.02885504190371604,0.6841474399692803,0.9380578171484765,0.028773127699254025,0.044212816636187965,0.9971611822732627,0.43093102792401916,8.689722919557795,0.018465095782620077,2.38760226470466,0.8281402345019543,329.0849573031073,667.9747327971069,0.7327681709938779,1.0666797237398207,0.6406998524882379,2,20.985908524958163,17.440438012236726,8.394363409983265,-30.964976140947808,0,-0.961718516767998,0.4494038226960188,0.40583928100444444
GSS,GSS Infotech Limited,INE871H01011,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2008-03-07,10.0,26156843,Micro,,281209333.3333333,1564000.0,282773333.3333333,147172000.0,2720666.6666666665,5833333.333333333,127592333.33333331,-545333.3333333334,1709666.6666666667,-2255000.0,-0.0866666667,-0.0866666667,6252333.333333333,261568333.3333333,10.0,68.71,67.44,115732,24.9642,-74.02,-3.1279,70.08,66.24,143.7,37.34,-0.007257,-0.006908,1.026013,-1.2265,6.746,3.1532,0.3136,-0.008018937256705563,0.546272764773099,-0.008621074161627619,-0.007974585062240665,-0.0019392433631885146,0.9944690682761222,0.9770811305456908,1.9107529511954264,0.00962136929460581,-0.2004410683655967,0.023903250266023537,-778.1538458545562,6.744002492350629,1716.073546856465,1.0579710144927537,0.3701690391459075,1,19.454609911991863,0.0,3.8909219823983725,-3.394182011418333,0,-4.440368301446109,1.282020266892371,0.19867666834690356
GTLINFRA,GTL Infrastructure Limited,INE221H01019,Telecom - Infrastructure,Telecommunication,Telecommunication,Telecom - Infrastructure,2006-11-09,10.0,12809111895,Small,,3356833333.333333,60433333.333333336,3417266666.6666665,201000000.0,2302100000.0,612733333.3333334,2388966666.6666665,-2087533333.3333333,0.0,-2087533333.3333333,-0.1566666667,-0.1566666667,-2089100000.0,128077166666.66669,10.0,2.15,2.13,105269020,0.5467,-12.35,0.0,2.18,2.09,1.7,1.49,0.0,-0.00319,1.012053,0.0,9.8413,3.8937,0.1862,-0.6218757757807458,0.2883272925872598,-0.01629902805990659,-0.6108780897013207,-0.6218757757807458,0.982315300727677,0.7715505684921306,16.70066334991708,0.6736670633449736,-0.9067952449213037,-0.01631126026887436,-13.59574467795835,0.21302320348292625,49422075.117370896,1.043062200956938,0.25666666666666665,2,21.934263906507,0.0,8.7737055626028,-0.6436418038406524,0,-1.4511799579472073,-0.44485852373878654,0.3071966583230252
GTPL,GTPL Hathway Limited,INE869I01013,TV Broadcasting & Software Production,Media Entertainment & Publication,Consumer Discretionary,TV Broadcasting & Software Production,2017-07-04,10.0,112463038,Small,,8620693333.333334,73633333.33333333,8694326666.666666,404043333.3333333,70970000.0,917060000.0,7106500000.0,172286666.66666666,48723333.333333336,127873333.33333331,1.1033333333,1.1033333333,128620000.0,1124630000.0,10.0,149.89,149.39,95341,24.3988,-42.32,-1.3297,152.75,147.4,187.45,108.12,-0.001957,-0.002902,1.081749,-0.4833,9.3828,4.5555,0.1984,0.014833300337791852,0.17564635172422333,0.11370258070061559,0.014707675273300823,0.019985244806295547,0.9915308756898176,0.8712226549450005,21.33606131355548,0.00816279428194171,2.4275985158048,0.11436650276090803,135.3987915448761,14.93900504772236,638.2020215543209,1.0362957937584802,0.16332284624138163,2,22.87743135160476,18.666550756409944,9.150972540641904,-1.4451521189615928,0,-0.8958801542787648,-0.5522704866880342,0.4285178014832658
GUFICBIO,Gufic Biosciences Limited,INE742B01025,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2004-10-19,1.0,100277506,Small,,2049286000.0,10773333.333333334,2060059333.3333333,304920333.3333333,49039333.333333336,44070666.66666666,433189000.0,278728000.0,72297666.66666667,206430333.3333333,2.06,2.06,206430333.3333333,100278000.0,1.0,384.19,384.14,117195,48.6966,8.74,0.409,392.86,375.49,303.1,329.6,0.000738,-0.000659,1.050679,0.1823,9.8413,4.1963,0.085,0.10073280807721974,0.7886146687187635,2.058580479600045,0.10020601348375402,0.1360122501202858,0.994770377163894,0.3601787809672897,6.720725960114172,0.02380481597779223,5.683764053344934,2.058580479600045,186.4757281553398,384.1381076092463,305.0840839277347,1.0462595541825348,0.12676784505648983,2,21.440757277233793,19.145473549442094,8.576302910893517,2.0813472876772647,0,-0.5203911273279884,0.45668847870356827,0.42777333106913873
GIPCL,Gujarat Industries Power Company Limited,INE162A01010,Power Generation,Power,Utilities,Power Generation,1995-02-08,10.0,151251188,Small,,3060038666.6666665,178023666.66666666,3238062333.333333,287030666.6666667,82856000.0,426569000.0,518026000.0,624769333.3333334,152418333.33333334,472351000.0,3.1233333333,3.1233333333,480553333.3333333,1512512000.0,10.0,210.16,209.62,718603,27.1849,-1.24,0.2276,214.75,205.37,178.8,176.58,0.000461,-0.00213,1.029641,0.114,9.8413,3.9019,0.0607,0.1543611213627366,0.8307125966599986,0.31229570410019886,0.1458745852843887,0.2041704048184141,0.9450215442630454,0.2630870895313306,10.661016476752772,0.02558814237362324,7.5404235460719,0.31771869137787556,67.11419423764262,20.96199833691237,3428.122316572846,1.0456736621707163,0.12968657570842476,2,21.841693389323236,19.97323291336845,8.736677355729295,0.4224078254629354,0,-1.0588699631253298,-0.36052040660395845,0.43028082363516507
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,1995-05-17,10.0,146940683,Mid,NIN-M,19456666666.666668,1263333333.3333333,20720000000.0,1403333333.3333333,73333333.33333333,763333333.3333334,5440000000.0,1676666666.6666667,426666666.6666667,1286666666.6666667,8.7533333333,8.7533333333,1343333333.3333333,1470000000.0,10.0,620.8,619.21,1093548,69.4811,-29.66,-0.8363,629.25,610.13,683.5,480.8,-0.001174,-0.001161,1.045369,-0.2899,9.8413,5.9471,0.0526,0.06612986123008395,0.7204043172862772,0.8752834467120182,0.0620978120978121,0.08617440465992804,0.9390283140283141,0.35172177488435835,13.864608076009503,0.003539253539253539,22.863636363636367,0.9138321995464852,70.73990860651462,61.89601382342177,1766.0373701975095,1.0313375837936178,0.11220926664621049,3,23.691455607545397,20.975320732532243,14.21487336452724,-0.5896976920578979,1,2.1530806308052326,-1.8564949147984275,0.551702498611207
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,Fertilizers,Chemicals,Commodities,Fertilizers,1995-09-06,2.0,398477530,Mid,IN-Mi,25372566666.666668,860066666.6666666,26232633333.33333,1976700000.0,20100000.0,479633333.3333333,5049166666.666667,2225333333.333333,494000000.0,1731333333.3333333,4.3833333333,4.3833333333,641366666.6666666,797000000.0,2.0,215.17,214.44,2776901,21.8547,-22.31,-0.4528,218.62,211.21,226.05,175.62,-0.000711,-0.002173,1.038916,-0.1757,9.8413,5.1491,0.0081,0.06823642858362772,0.8009989792124564,2.1723128398159766,0.06599921980129075,0.08770627593844794,0.9672138646647496,0.2769079990593515,12.835820643834,0.000766221207935663,110.71310116086234,0.8047260560434963,48.9216730041743,107.21395424491845,12949.54765901884,1.0350835661190285,0.10191522104085059,3,23.956934374839875,21.272157662096447,14.374160624903926,1.5692022683996045,1,2.1910390624939304,-1.677828292878657,0.5536482811712424
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,Industrial Products,Capital Goods,Industrials,Industrial Products,2007-06-04,10.0,11800000,Micro,,81987333.33333333,76472666.66666667,158460000.0,18064333.33333333,7189666.666666667,11689666.666666666,28331000.0,40421000.0,3762000.0,37008333.333333336,3.1366666667,3.1366666667,38591000.0,118000000.0,10.0,301.02,299.4,46255,47.0104,35.3,0.9785,309.52,291.01,270.0,365.3,0.002521,-0.001749,1.068776,0.4488,3.2856,3.3911,0.0674,0.4513908652556086,0.6544466218358933,0.31362994350282486,0.23355000210358032,0.4930151812068531,0.5174008161891539,0.5658841609679544,4.538630450427178,0.04537212335394842,5.622096527423617,0.32704237288135596,95.4516471828326,29.939999999999998,154.49231796927188,1.063606061647366,0.15701536406145625,1,18.222075333948858,17.426653697495272,3.6444150667897715,1.2734168087584337,0,-4.174995495866252,1.439488020094901,0.30197778786999446
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,1997-08-07,10.0,73445242,Mid,,9991466666.666666,225700000.0,10217166666.666666,676433333.3333334,107833333.33333331,983533333.3333334,4434266666.666667,-43433333.333333336,-24900000.0,-246466666.66666663,-3.3566666667,-3.3566666667,-197166666.66666663,734400000.0,10.0,745.63,744.41,96729,88.9138,-23.23,-0.4961,758.05,732.23,784.7,602.4,-0.000767,-0.001318,1.013063,-0.1894,9.5194,4.2655,0.1215,-0.024667716451371835,0.556194619408562,-0.3356027596223674,-0.02412279986297571,-0.004347042809864418,0.9779097270932907,0.5115064855343227,14.770807667668652,0.010554132750436356,-0.4027820710973726,-0.26847312999273776,-221.77060575747993,74.44631344937363,129.94048978385567,1.0352621444081778,0.11944197418089493,3,23.02499723241106,0.0,13.814998339446635,-1.7455084760737392,1,1.3014982742492451,-2.0534886012743763,0.4101065554065078
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2000-10-11,1.0,458670660,Mid,IN-Mi,11153200000.0,191866666.66666663,11345066666.666666,311100000.0,35100000.0,313200000.0,1759233333.3333333,972533333.3333334,247933333.3333333,724600000.0,1.58,1.58,724466666.6666666,458700000.0,1.0,131.35,130.83,1376216,16.0787,-29.62,-0.7302,133.57,128.7,164.55,115.81,-0.001125,-0.001905,1.007694,-0.2779,9.8413,4.8765,0.1012,0.0649679015887817,0.8422664945187629,1.5796817091781121,0.06386917074088003,0.08719769513084437,0.9830880970289583,0.1856268455092111,35.85085181613629,0.0030938557728469353,27.707502374169042,1.5793910326284426,82.80379746835443,130.82163167168085,10519.116410609187,1.0378399378399379,0.12289765344339983,3,23.13499228928256,20.401130337805323,13.880995373569537,0.7536626107668938,1,2.0823723631331617,-1.476348650612979,0.5404424996534215
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2019-10-16,1.0,109850000,Large,IN-M,11706666666.666666,106666666.66666669,11813333333.333334,1093333333.3333333,403333333.3333333,886666666.6666666,4193333333.3333335,1653333333.3333333,470000000.0,1183333333.3333333,10.7566666667,7.0933333333,1203333333.3333333,110000000.0,1.0,3738.07,3736.54,164611,450.7181,7.98,0.3945,3805.37,3658.17,3579.8,3865.3,0.000603,0.001381,1.040863,0.1489,9.8413,4.1206,0.0202,0.10108200455580865,0.6417995444191343,10.757575757575756,0.10016930022573364,0.14123006833712984,0.9909706546275395,0.45159453302961283,10.707317073170731,0.03414221218961625,4.099173553719008,10.93939393939394,347.3696932124346,3731.444718181818,44.05439256638495,1.0402386985842647,0.12062445470943707,4,23.18342431713064,20.891601152610697,18.54673945370451,6.745976762131565,3,8.658370700284028,2.4105197957676263,0.6602321114333244
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier,Oil Gas & Consumable Fuels,Energy,LPG/CNG/PNG/LNG Supplier,2015-09-15,2.0,688390125,Large,IN-M,42986633333.333336,446466666.6666667,43433100000.0,485066666.6666667,83500000.0,1273533333.3333333,4525633333.333333,3856933333.3333335,1001433333.3333334,2868133333.333333,4.1633333333,4.1633333333,2881366666.6666665,1376800000.0,2.0,537.04,535.84,1264589,83.5488,-25.25,-0.7573,544.53,527.88,572.95,428.3,-0.000972,-0.000633,1.061382,-0.2401,9.8413,6.2486,0.0526,0.06672151575799919,0.8947199866004858,2.0831880689521594,0.0660356579045321,0.08972401498450293,0.9897205894429211,0.11656414125631301,88.62005222649807,0.0019224968975274617,46.19081836327346,2.0927997288398217,128.70456365195122,267.91615672574085,2360.0123171095847,1.0315412593771311,0.1559211704986563,4,24.48415505162534,21.776927248956465,19.58732404130027,0.5571215847101587,1,5.17782891799081,-2.850557423642877,0.6665247493304819
GLFL,Gujarat Lease Financing Limited,INE540A01017,Other Financial Services,Financial Services,Financial Services,Other Financial Services,2000-07-12,10.0,27125767,Micro,,0.0,1057000.0,1057000.0,308333.3333333333,1333.3333333333,3000.0,700666.6666666666,43666.6666666667,0.0,43666.6666666667,0.0033333333,0.0033333333,138000.0,271258000.0,10.0,7.3,7.49,4019,0.0,0.0,-0.0731,7.77,7.11,7.49,7.49,0.0,0.046833,1.038936,0.0,0.0032,7.1822,0.0,0.0660247047197285,0.8052729118838651,0.00016097835516986302,0.041311888994008235,0.08605909318524606,0.0,0.3263491531175259,0.0,0.0012614317250078525,32.750000000000846,0.0005087407560330018,2247.00002247,0.7489990888010676,536.5821094793057,1.0928270042194093,0.0,1,0.0,10.68436321401632,0.0,0.00016097835516986302,0,-5.406512770806227,2.2595046736365787,0.21752614353624095
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,Industrial Minerals,Metals & Mining,Commodities,Industrial Minerals,1997-12-17,2.0,318000000,Mid,,6881866666.666667,788866666.6666666,7670733333.333333,388166666.6666667,6966666.666666667,229133333.3333333,4996533333.333333,2036266666.6666667,500000000.0,1531900000.0,4.8166666667,4.8166666667,1642600000.0,636000000.0,2.0,350.8,349.24,1658458,50.1572,-29.05,-0.5715,357.16,343.64,389.05,276.05,-0.001002,-0.003413,1.040355,-0.2475,9.8413,4.05,0.0607,0.22259948851086914,0.27395667842058363,2.4086477987421384,0.1997071118797855,0.29588871236486225,0.8971588983234979,0.7824475917386755,17.72915414340919,0.0009082139039292203,292.2870813397129,2.582704402515723,72.5065743939619,174.62,4748.763028290001,1.0393434990105925,0.14361814225174666,3,22.652155770066404,21.149774632635708,13.591293462039843,1.558175287253008,1,2.0950821481904005,-1.045479357268103,0.5377608878895465
