symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength,profit_margin,gross_profit_margin,return_on_equity,return_on_assets,operating_margin,asset_turnover,operational_efficiency,employee_productivity,debt_to_income,interest_coverage,earnings_growth,price_to_earnings,price_to_book,volume_price_ratio,high_low_ratio,price_volatility,market_cap_numeric,log_revenue,log_profit,log_market_cap,financial_health,cluster,pca_1,pca_2,performance_score
20MICRONS,20 Microns Limited,INE144J01027,Industrial Minerals,Metals & Mining,Commodities,Industrial Minerals,2008-10-06,5.0,35286502,Small,,2284600000.0,13464333.333333334,2298064333.333333,190991666.66666663,44646000.0,44336333.333333336,595686333.3333334,211515333.3333333,54467333.333333336,157576000.0,4.4533333333,4.4533333333,156473666.66666666,176433000.0,5.0,222.84,222.44,370105,54.1132,27.76,0.8427,229.81,216.55,152.75,195.15,0.002149,-0.003075,1.05616,0.3912,7.2619,2.8651,0.1319,0.0689731243981441,0.7392601184744229,0.8931209014186688,0.06856901163051281,0.09258309259097142,0.9941410111379243,0.34433949050161955,11.961778437104588,0.019427654549270673,4.7376099389269655,0.8868730150633195,49.94910179678106,44.48787644533619,1663.8419349037943,1.0612329716000923,0.24327099442546304,2,21.549456791701836,18.875418445873812,8.619782716680735,1.263662025816813,0,-1.2490511643673696,-0.010192311534548526,0.4218977183193223
21STCENMGM,21st Century Management Services Limited,INE253B01015,Other Capital Market related Services,Financial Services,Financial Services,Other Capital Market related Services,1995-05-03,10.0,10500000,Micro,,401382000.0,219666.6666666666,401601666.6666667,4210000.0,0.0,81000.0,2151666.6666666665,94914333.33333331,17769000.0,77145333.33333333,7.3466666667,7.3466666667,270241333.3333333,105000000.0,10.0,69.69,70.33,4915,1.3429,5.49,8.2813,70.72,68.52,67.9,71.63,0.007764,0.00748,1.038936,0.0543,0.0156,7.1513,0.4286,0.19219928480433435,0.9946393543640056,0.7347174603174603,0.19209415631575233,0.236468833513544,0.9994530235183287,0.015849406965600516,95.34014251781473,0.0,3.879132231404959,2.573726984126984,9.573049001771446,7.0329999999999995,69.88482866486564,1.0321074138937536,0.01909426987060998,1,19.810424152763098,18.161201659680106,3.9620848305526195,9.194787745121793,0,-3.011176442023022,1.5311248182963801,0.3187635209746083
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2019-09-19,1.0,393073939,Large,IN-M,8239766666.666667,961266666.6666666,9201033333.333334,2125666666.6666667,2221433333.333333,169533333.33333334,751033333.3333334,3408500000.0,856166666.6666666,2552333333.333333,6.9233333333,6.64,2551833333.333333,371966666.6666667,1.0,999.54,998.5,817552,138.6884,17.61,0.5964,1021.96,976.83,739.9,870.2,0.001032,-0.000806,1.021722,0.255,9.8413,4.1398,0.0202,0.3097579624018479,0.9088525969586518,6.861725961107625,0.27739637939216966,0.41366462642550555,0.8955262271266633,0.3491239638662907,3.8763211541477185,0.24143302744981537,1.534369701243942,6.860381754637511,144.22243620676082,1055.159946477731,818.780170255383,1.0462004647686907,0.13889674511767652,4,22.832237863436113,21.660273810801087,18.26579029074889,6.380999923509473,1,6.01422804859873,-0.507149533420296,0.6492227717828781
3IINFOLTD,3i Infotech Limited,INE748C01038,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2021-10-22,10.0,169627242,Small,,1477000000.0,34566666.666666664,1511566666.6666667,1072900000.0,20933333.33333333,68266666.66666667,328066666.6666667,21400000.0,18733333.33333333,2666666.6666666665,0.02,0.0166666667,2233333.333333333,1693966666.6666667,10.0,31.61,31.46,1039174,5.2735,-47.37,-1.0948,32.25,30.97,40.05,21.08,-0.002136,-0.004059,1.055783,-0.5276,9.8413,3.9885,0.2267,0.0018054615211013313,0.7778830963665087,0.0015742143686416495,0.0017641740357686284,0.014488828706838186,0.9771318940613491,0.9485217783795984,1.376642743964955,0.01384876618078373,1.0222929936305736,0.0013184045337373813,1573.0,3.1502821975953874,33031.59567705022,1.0413303196641912,0.1676255562619199,2,21.1132788411727,14.79634018597593,8.445311536469081,-1.1441553241102569,0,-1.2891314263241018,-0.412545828905185,0.39130829346374246
3MINDIA,3M India Limited,INE470A01017,Diversified,Diversified,Diversified,Diversified,2004-08-13,10.0,11265070,Large,IN-M,10824412000.0,189172333.3333333,11013584333.333334,1084059000.0,32854666.666666668,138610000.0,1456929333.3333333,1827270666.6666667,478283000.0,1348987666.6666667,119.75,119.75,1337559333.3333333,112651000.0,10.0,32667.28,32570.76,7097,3694.6217,-0.62,0.1171,33086.35,32137.39,29186.3,29006.3,0.000132,-0.000758,1.021796,0.0325,0.6985,6.5735,0.1255,0.12462456775173254,0.8654033740277686,11.97492846638438,0.12248398212958403,0.16881015492265694,0.9828237268079211,0.23474608443704223,9.985076458015662,0.0029831039262331583,55.616776916521246,11.873479448325654,271.9896450939457,3257.067326106293,0.21789482345514813,1.0295282224225426,0.11343369635832877,4,23.105069790745336,21.022620272296788,18.48405583259627,-24.72956396586389,3,8.817418199773837,2.362783299375377,0.6545335925349925
3PLAND,3P Land Holdings Limited,INE105C01023,Investment Company,Financial Services,Financial Services,Investment Company,1995-07-19,2.0,18000000,Micro,,11869666.666666666,0.0,11869666.666666666,3278333.333333333,0.0,109000.0,818000.0,7664333.333333333,1941666.6666666667,5722666.666666667,0.3166666667,0.3166666667,453196333.3333333,36000000.0,2.0,39.91,39.68,93313,11.6152,32.52,1.2233,41.23,38.26,30.75,40.75,0.004994,-0.002077,1.106514,0.5494,4.1103,2.8757,0.0909,0.48212530540032017,0.9310848381027268,0.15896296296296297,0.48212530540032017,0.6457075458451516,1.0,0.3451093824594906,3.620640569395018,0.0,3.879132231404959,12.588787037037036,125.30526314470471,19.84,2351.6381048387098,1.077626764244642,0.2927217741935484,1,16.289496768440465,15.559945629928201,3.257899353688093,1.748236268363283,0,-3.4210768490074575,4.323917626016615,0.2882578913823398
5PAISA,5Paisa Capital Limited,INE618L01018,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2017-11-16,10.0,31236338,Small,,961000666.6666666,464333.3333333333,961465000.0,176459000.0,62017333.333333336,31936000.0,431888000.0,259164666.66666663,65276333.333333336,193888333.3333333,6.21,6.16,194064000.0,312182333.3333333,10.0,477.76,475.68,85530,65.0476,-31.83,-0.9002,486.02,468.25,538.25,366.95,-0.001293,-0.002099,1.050081,-0.3195,8.4172,4.3274,0.1498,0.20175671053991637,0.5505851192611035,0.6210740090993832,0.2016592734351571,0.26968208832321305,0.9995170564364451,0.6330349406625455,5.446028066954174,0.06450295469240516,4.178906972244318,0.6216367144414536,76.59903381642512,47.595586531717046,179.80575176589304,1.0379498131340095,0.13674655230406996,2,20.683485661696725,19.08279295508857,8.27339426467869,-0.7278452803607005,0,-1.0404652413243691,-0.1935283094237621,0.41403180374837484
63MOONS,63 moons technologies limited,INE111B01023,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2005-06-20,2.0,46078537,Small,,296546000.0,425791000.0,722337000.0,403269000.0,2263666.6666666665,80276000.0,445727333.3333333,-209199000.0,-1744000.0,-194695666.66666663,-3.1933333333,-3.1933333333,-198460666.66666663,92157000.0,2.0,552.85,551.34,326108,200.0499,69.56,1.2424,566.43,538.67,418.7,709.95,0.00275,-0.002347,1.031137,0.6792,9.8413,4.3879,0.004,-0.6565445720618946,-0.5030630436199892,-2.1126519598800595,-0.26953577992912814,-0.7054521052383104,0.41053691005721704,2.8629498739936916,0.7353553087393279,0.0031338096576344096,-92.41599175379179,-2.153506154352536,-172.65344467821143,275.67022135681503,591.4825697391809,1.0515343345647614,0.3628430732397432,2,19.507712911079683,0.0,7.803085164431873,-3.527295531941954,0,-1.9092078999394193,-0.7874402263371083,0.2977786617837279
ABINFRA,A B Infrabuild Limited,INE00YB01017,Civil Construction,Construction,Industrials,Civil Construction,2024-11-08,10.0,63878936,Small,,611366000.0,5224000.0,616590000.0,6905500.0,15229000.0,13640500.0,16258500.0,60612000.0,16362000.0,44250000.0,0.9,0.84,44250000.0,2661843437000.0,10.0,89.06,88.46,140002,5.5892,-10.64,-0.4604,92.36,84.83,90.69,81.04,-0.001117,-0.000622,1.02189,-0.0681,2.4603,2.4147,0.082,0.07237890232692037,0.9734062738196105,1.6623817683984995e-05,0.07176567897630516,0.09914192153309147,0.9915275953226618,0.03788892414691036,88.53319817536746,0.02469874633062489,3.980038085232123,1.6623817683984995e-05,98.28888888888888,0.002122863651563441,1582.6588288491976,1.0887657668277733,0.06318335971060367,2,20.231206357435155,17.60536595201708,8.092482542974063,-0.4438964738553956,0,-1.8247355523743414,-0.11007811082070895,0.4111934212843817
A2ZINFRA,A2Z Infra Engineering Limited,INE619I01012,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2010-12-23,10.0,176119858,Micro,,818705333.3333334,31970333.33333333,850675666.6666666,399992000.0,19011666.666666668,12257000.0,69646000.0,15748666.666666666,9896000.0,-771666.6666666666,0.0933333333,0.0933333333,-771666.6666666666,1761199000.0,10.0,18.13,17.92,656348,2.8656,-26.81,-0.7532,18.57,17.43,18.91,13.84,-0.002854,-0.005866,1.042248,-0.1827,2.5794,4.115,0.0,-0.0009425450589467272,0.914931542321291,-0.00043814848104425827,-0.0009071220641474403,0.019236062140387505,0.9624177173674102,0.5736349586094468,2.046804269418722,0.022348901481058,0.8283685456298763,-0.00043814848104425827,192.00000006857144,1.7919995726547653,36626.5625,1.0654044750430294,0.15991071428571427,1,20.523234789939636,0.0,4.104646957987927,-0.783236693539991,0,-4.288755810347562,1.201063809589879,0.20949927198514162
AAATECH,AAA Technologies Limited,INE0D0U01013,Consulting Services,Services,Services,Consulting Services,2022-11-28,10.0,12826800,Micro,,49606000.0,3820000.0,53426000.0,21900666.666666668,0.0,1107333.3333333333,19191333.33333333,11226666.666666666,2851000.0,8375666.666666667,0.6533333333,0.6533333333,8375666.666666667,128268000.0,10.0,109.77,108.67,76672,19.0544,-19.98,-0.1718,112.41,106.24,93.15,74.54,-0.000417,-0.005852,1.099801,-0.0817,5.9938,3.2731,0.1122,0.16884382265586154,0.6131247564138748,0.06529817777361982,0.15677135976241283,0.22631670900025533,0.9284992325833864,0.8283675361851389,2.2650452041033757,0.0,3.879132231404959,0.06529817777361982,166.33163266154753,10.867,705.548909542652,1.0580760542168675,0.17534186067912028,1,17.719622372279936,15.940841353890857,3.543924474455987,-0.12820199957051867,0,-4.335648032122714,1.3840996072751433,0.2882743446343608
AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,Housing Finance Company,Financial Services,Financial Services,Housing Finance Company,2024-05-15,10.0,431384459,Mid,IN-S,7538566666.666667,166666.6666666667,7538733333.333333,1088066666.6666667,2863533333.333333,62633333.333333336,497433333.3333333,2858133333.333333,634666666.6666666,2223466666.6666665,5.2433333333,5.08,2223466666.6666665,4290133333.3333335,10.0,416.9,416.59,1541648,33.6819,40.66,1.1289,425.88,408.12,329.45,463.4,0.00183,-0.000802,1.076668,0.4154,9.0476,4.3986,0.0132,0.29494554667775036,0.9340148657790828,0.5182744903033316,0.2949390260079058,0.3791348487997276,0.9999778919535554,0.21031849555839527,6.928405122235157,0.37984276757368607,0.9981142178660396,0.5182744903033316,79.45136681550827,41.889246280180096,3700.6361170455366,1.0435166127609525,0.08085143666434624,3,22.74329790376909,21.522333376872446,13.645978742261454,1.605301036981082,1,1.6939275021081577,-1.8033595469597061,0.5445134104489208
AAKASH,Aakash Exploration Services Limited,INE087Z01016,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2020-09-29,1.0,101250000,Micro,,241381666.66666663,4064666.6666666665,245446333.3333333,82535333.33333333,4567000.0,17465000.0,99764000.0,7232000.0,2023666.6666666667,5208333.333333333,0.0533333333,0.0533333333,5208333.333333333,101250000.0,1.0,10.55,10.46,343192,1.4528,-20.93,-0.1787,10.82,10.22,10.7,8.46,-0.000444,-0.004099,1.038774,-0.0818,7.3413,2.9354,0.1087,0.02157717031809928,0.5866960346339476,0.05144032921810699,0.021219845750394862,0.029960850382174845,0.9834396928588599,0.755232722728183,2.9245858339458652,0.01860691882407424,1.5835340486095906,0.05144032921810699,196.12500012257814,10.46,32809.942638623324,1.0587084148727983,0.13889101338432122,1,19.30188992201518,15.465770656918611,3.860377984403036,-0.12021050046379372,0,-4.180938636297551,1.2634198416335916,0.2932955223075808
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,INE198H01019,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-08-06,10.0,28354303,Micro,,1219480000.0,7581666.666666667,1227061666.6666667,1795333.3333333333,11214666.666666666,5123000.0,17722333.333333332,14922333.333333334,3077000.0,11845333.333333334,0.4233333333,0.4233333333,11845333.333333334,19638012100000.0,10.0,48.33,47.94,111808,9.77,-4.59,0.369,49.65,46.48,52.74,50.32,0.001326,-0.003893,1.025358,0.114,3.4524,3.2434,0.0465,0.009713429767879206,0.9854673030034661,6.031839308894883e-07,0.009653413235140315,0.01223663638053378,0.993821283092265,0.016004909196269446,679.2499071667286,0.009139448302652542,1.3306087266674593,6.031839308894883e-07,113.24409449710583,6.921806947150215e-05,2332.2486441385067,1.0682013769363168,0.20379641218189404,1,20.921690376141786,16.287444620869664,4.184338075228357,0.2810140329518101,0,-4.056906416096664,1.1604582756352595,0.308907028253637
AARON,Aaron Industries Limited,INE721Z01010,Industrial Products,Capital Goods,Industrials,Industrial Products,2020-11-06,10.0,10473239,Micro,,179389666.66666666,517666.6666666667,179907666.66666666,16192666.666666666,3173333.333333333,4535333.333333333,14632333.333333334,25404333.33333333,7104666.666666667,18299666.666666668,1.7433333333,1.7433333333,18218333.33333333,104732000.0,10.0,300.31,299.76,19002,41.3287,39.28,0.9852,307.69,294.3,254.85,354.95,0.001712,-0.003619,1.034112,0.4228,1.8701,3.3955,0.0486,0.10201070667392587,0.9184326856433573,0.17472851341201034,0.10171718032616793,0.14161536617679574,0.9971225927421895,0.17183263993280923,11.078451150726666,0.017638677617963287,8.005567226890756,0.17395192809583823,171.94646271839284,29.9761116243364,63.390712570056046,1.045497791369351,0.1378726314384841,1,19.005070912099093,16.72239345735531,3.8010141824198187,0.8486522200859361,0,-4.018892126980646,1.2792378948365997,0.2893662798566554
AARTECH,Aartech Solonics Limited,INE01C001026,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2023-07-10,5.0,26475313,Micro,,85995000.0,12308333.333333334,98303333.33333331,10029333.333333334,1475000.0,1301666.6666666667,24322666.666666668,15436000.0,803666.6666666666,14632333.333333334,0.6766666667,0.6766666667,14632333.333333334,141201666.66666666,6.6666666667,81.33,81.07,271644,31.8827,-51.83,-0.5971,83.33,78.75,188.05,90.59,-0.002651,-0.002832,1.045424,-0.289,4.3651,4.0712,0.0459,0.17015330348663682,0.7171618504951838,0.10362719986780139,0.1488488013292191,0.17949880807023663,0.8747923095181581,0.3994650851793709,8.574348577505981,0.01500457766776305,10.465084745762711,0.10362719986780139,119.80788176749714,15.200625287071682,3350.7339336375976,1.05815873015873,0.3932737140742568,1,18.26979972462131,16.498744318254158,3.6539599449242623,-0.6421464966455617,0,-4.119684194363247,1.3061908143434589,0.2972643557879489
AARTIDRUGS,Aarti Drugs Limited,INE767A01016,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2003-09-19,10.0,91270000,Small,IN-Mi,5700900000.0,48300000.0,5749200000.0,269166666.6666667,89033333.33333333,136333333.33333334,1101900000.0,468733333.3333333,117666666.66666669,351066666.6666667,3.8366666667,3.8366666667,352100000.0,914933333.3333334,10.0,471.01,469.17,214361,63.1653,-32.91,-1.0634,477.74,463.04,490.6,329.15,-0.0014,-0.001771,1.031345,-0.3459,9.8413,4.8452,0.1336,0.06158091997170038,0.8067147292532758,0.3837073739434567,0.06106356826457015,0.08222093587562197,0.9915988311417241,0.24050003800569503,21.179814241486067,0.015486212574503118,5.2646948708348935,0.38483678227921886,122.28583840032768,46.802476573885166,456.89408956241874,1.0317467173462336,0.1346320097192915,2,22.463889894235106,19.67648669976678,8.985555957694043,-1.249764706084843,0,-0.7558118513640059,-0.4615615770785943,0.4310198710652705
AARTIIND,Aarti Industries Limited,INE769A01020,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,1995-02-08,5.0,362519910,Mid,IN-S,17742200000.0,50333333.333333336,17792533333.333332,1078466666.6666667,704933333.3333334,1069833333.3333334,2877066666.6666665,729166666.6666666,-54433333.333333336,783600000.0,2.16,2.16,750866666.6666666,1812566666.6666667,5.0,548.13,546.09,1818969,123.6223,-47.92,-1.5232,555.52,538.13,735.35,382.95,-0.002336,-0.001243,1.022893,-0.577,9.8413,5.0803,0.0283,0.04416588698132137,0.837840478257112,0.43231513323647863,0.044040946014807715,0.04109787211657329,0.9971710979886694,0.2229449185181845,16.45131977498918,0.039619615718953276,1.0343767732173255,0.41425602736451067,252.81944444444443,109.21998141782372,3330.896006152832,1.0323156114693475,0.22637715394898275,3,23.599211819723912,20.479409245310823,14.159527091834349,-2.2829419797822,1,1.9848852764642668,-1.9410882798926359,0.543350311053077
AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2023-01-30,5.0,90634624,Mid,IN-Mi,5170991333.333333,39089000.0,5210080333.333333,395313666.6666667,67710333.33333333,213627333.3333333,882778000.0,820232666.6666666,206686333.3333333,613547000.0,6.77,6.7666666667,596904333.3333334,453130000.0,5.0,636.1,636.13,475153,66.0074,47.66,1.0396,651.09,621.99,460.1,679.4,0.002067,-0.000369,1.028777,0.5105,9.8413,3.7821,0.0364,0.11865171694350807,0.8292826378745946,1.3540198177123564,0.11776152395858772,0.15862193799847793,0.9924974285425285,0.24716569498537164,13.080729985724416,0.012996024821370317,12.113847714036755,1.317291579311309,93.96307237813885,127.2381068680511,746.943234873375,1.0467853180919309,0.10376401050099823,3,22.366330254538813,20.23476743042769,13.419798152723288,1.8521975346558646,1,1.7624074563720047,-1.4243396300615276,0.53254108519097
AARTISURF,Aarti Surfactants Limited,INE09EO01013,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2020-07-14,10.0,8458495,Small,,1523437666.6666667,7792333.333333333,1531230000.0,48056333.333333336,27640000.0,43135666.66666666,159446666.66666666,25115000.0,9033333.333333334,16081666.666666666,1.9033333333,1.9,16081666.666666666,84658000.0,10.0,626.48,623.58,49563,109.1576,-34.34,-0.7753,638.17,612.92,663.35,435.55,-0.001653,-0.001724,1.070518,-0.314,3.7566,4.2135,0.1368,0.01055616978530792,0.8953375840998198,0.18996038964618425,0.010502450100028517,0.016485741786175255,0.9949110627839494,0.13620708253460978,31.701079982520515,0.01805084801107606,0.9086468885672938,0.18996038964618425,327.6252189199234,62.30419230433037,79.48138169922062,1.0411962409449846,0.17504987331216523,2,21.144235241648655,16.59319052695112,8.457694096659463,-1.6663594405685078,0,-1.151940222314304,-0.3199534137893564,0.3988110985137977
AARVEEDEN,Aarvee Denims & Exports Limited,INE273D01019,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2006-11-21,10.0,23459800,Micro,,116500000.0,339891000.0,456390666.6666667,19986333.33333333,38769333.333333336,10662666.666666666,77189333.33333333,163117333.33333334,83425666.66666667,79691666.66666667,3.3966666667,3.3966666667,79691666.66666667,234598000.0,10.0,28.42,28.23,94102,3.9829,43.58,2.7851,29.16,27.49,26.5,38.05,0.005272,-0.004733,0.938216,0.3954,2.838,4.5711,0.1333,0.6840486409155937,0.3374306151645208,0.3396945697178436,0.17461270416521507,1.4001487839771103,0.25526357881728606,0.8341258941344777,5.828983138477962,0.08494769101325472,4.207380403755546,0.3396945697178436,8.311089303156908,2.823,3333.4041799504075,1.0607493634048746,0.1410874955720864,1,18.57340183955372,18.193675592080133,3.714680367910744,3.7690142106334372,0,-3.9744880697961236,1.3376611148614097,0.3081738108454825
AARVI,Aarvi Encon Limited,INE754X01016,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2020-06-24,10.0,14810700,Micro,,1180788000.0,8138000.0,1188926000.0,886001000.0,7499333.333333333,3584333.333333333,269885666.6666667,21955666.666666668,1707666.6666666667,20248000.0,1.37,1.3633333333,20268000.0,147840000.0,10.0,134.91,134.32,33206,14.4013,-39.89,-1.1136,137.75,132.07,164.55,98.91,-0.001755,-0.003441,1.092418,-0.4335,3.2679,3.4828,0.1822,0.017147870743943874,0.7714359676193637,0.13695887445887445,0.017030496431232896,0.018594080111473583,0.9931551669321724,0.9789112581315754,1.3327163287626087,0.006307653574178152,2.92768246066317,0.13709415584415585,98.04379562043795,13.456258279220778,247.21560452650388,1.0430074960248354,0.1072163490172722,1,20.88944785000411,16.82356663059469,4.177889570000822,-1.1035062547971817,0,-3.833703353680674,1.1189889968792617,0.30197070274941773
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company,Financial Services,Financial Services,Housing Finance Company,2018-10-08,10.0,79153665,Mid,,5727640666.666667,8782333.333333334,5736423000.0,886019000.0,2475769666.6666665,88870666.66666667,403797000.0,1797883666.6666667,396455000.0,1401428666.6666667,17.7066666667,17.68,1401041000.0,791417000.0,10.0,1727.59,1726.92,264356,117.4381,30.85,1.1781,1752.88,1703.55,1549.95,2028.15,0.001224,-0.000537,1.013322,0.3024,9.8413,5.2926,0.0283,0.24467817522537785,0.9295002910447944,1.7707841336067671,0.24430357849598378,0.3138960300232987,0.9984690227109589,0.2251915011893786,6.4644670900586405,0.4315877100880926,0.7261918145589473,1.7702942949165863,97.52936746969593,172.7181083572883,153.07947096564982,1.0289571776584192,0.06800436615477266,3,22.46856953203689,21.06075803013979,13.481141719222133,2.0191813088321444,1,2.1982831311397257,-1.3937140949035904,0.5370998873298953
ABAN,Aban Offshore Limited,IN9421A01026,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2000-04-12,2.0,58365323,Micro,,1199806666.6666667,623890000.0,1823696666.6666667,189923333.3333333,2766476666.6666665,111090000.0,702643333.3333334,-2036316666.6666667,61606666.66666666,-2098410000.0,-35.9566666667,-35.9566666667,-4193060000.0,116730000.0,2.0,65.78,65.26,155288,11.295,-41.14,-1.7007,67.11,64.07,66.36,39.06,-0.003395,-0.004013,1.069863,-0.4617,5.4365,4.5566,0.2721,-1.7489567763695262,0.4143695373143451,-17.97661269596505,-1.1506354309653104,-1.6972039939768073,0.6578981519221947,0.7439254102049775,6.317321024272953,1.5169609712141454,-0.7360686215800363,-35.92101430651932,-1.8149624548050294,32.63018057894286,2379.528041679436,1.0474481036366474,0.17307692307692307,1,20.905426270482934,0.0,4.181085254096587,-21.539219472334576,0,-8.932853227588081,-8.791903636155096,0.19829171504272622
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,1995-02-08,2.0,211908375,Large,IN-L,29411266666.666668,889266666.6666666,30300533333.33333,2090733333.3333333,37733333.333333336,317400000.0,5601100000.0,6027100000.0,1551433333.3333333,4477433333.333333,21.1233333333,21.1233333333,4467400000.0,423800000.0,2.0,7175.96,7151.66,414968,1113.9551,-21.61,-0.4301,7273.22,7038.84,6561.05,5143.3,-0.000675,-0.000392,1.022018,-0.1667,9.8413,4.5312,0.0324,0.1522353111846027,0.8095593752054202,10.564967752084316,0.14776747604002569,0.20492487006113302,0.9706517817068127,0.26152676185316737,14.067440451516216,0.0012453026129353062,159.72879858657242,10.541293062765455,338.5668297306905,3575.9713288166586,58.024011208586536,1.0332981002551558,0.15576175321533742,4,24.104643657869683,22.222315802750515,19.283714926295747,-0.85244793673108,3,8.725123180545244,2.0864847626853202,0.6747830941593903
ABMINTLLTD,ABM International Limited,INE251C01025,Trading & Distributors,Services,Services,Trading & Distributors,2021-09-09,10.0,9408000,Micro,,208403000.0,1102333.3333333333,209505333.3333333,1374333.3333333333,585666.6666666666,100000.0,1480666.6666666667,1290333.3333333333,0.0,1274000.0,0.4866666667,0.4866666667,1245333.3333333333,3136062720000.0,10.0,61.14,60.39,3344,12.4933,-14.9,0.2568,62.16,59.03,57.7,49.1,0.001085,-0.002822,1.125008,0.1052,0.1301,2.7204,0.1753,0.006113155760713617,0.9928951758531948,4.0624187516249675e-07,0.006080990778277721,0.006191529552517638,0.994738399658879,0.013699418914315054,151.63934028619937,0.0027954737826881098,2.2031872509960158,3.971009015193846e-07,124.08904108739117,0.00018116637667246654,55.373406193078324,1.0530238861595798,0.2068769663851631,1,19.15498426793174,14.057672900043293,3.830996853586348,0.13798056200258874,0,-4.261602823113249,1.2743722819423564,0.27470937956124736
ACC,ACC Limited,INE012A01025,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1996-11-20,10.0,187787263,Large,IN-M,52300833333.333336,2913133333.333333,55213966666.66666,1801833333.3333333,315400000.0,2412000000.0,23915700000.0,7599066666.666667,1979733333.3333333,5623533333.333333,29.9466666667,29.8633333333,5529733333.333333,1879900000.0,10.0,2287.94,2281.61,397780,258.7781,-17.81,-0.5217,2312.67,2252.46,2442.45,2007.35,-0.000615,-0.0004,1.03558,-0.1519,9.8413,5.4051,0.0283,0.10752282468411911,0.5427281273402272,2.9914002517864424,0.10184983388864773,0.1452953267156355,0.9472391949138472,0.49172320390051144,29.026454537045606,0.005712322787893644,24.093426336926655,2.9415039807081937,76.18911398032482,227.91494075931166,174.34180249911245,1.0267307743533736,0.1134190768799225,4,24.680278141625212,22.450226010475202,19.74422251330017,-0.010557923529438629,1,5.294544992467646,-2.595281161447316,0.665697179169823
ACCELYA,Accelya Solutions India Limited,INE793A01012,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,1999-12-01,10.0,14926261,Small,,1238222666.6666667,57375666.66666666,1295598333.3333333,373340333.3333333,6487666.666666667,70857333.33333333,375653666.6666667,351521000.0,113552000.0,237969000.0,15.9433333333,15.9433333333,237586000.0,149269000.0,10.0,1609.95,1605.25,21860,179.8353,-29.17,-0.9827,1633.46,1584.13,1791.1,1268.65,-0.001206,-0.001401,1.024528,-0.298,2.1513,6.4362,0.1417,0.1921859503998742,0.69661864801915,1.594229210351781,0.18367498157222079,0.28389158869648645,0.9557149270800235,0.6048944347112581,3.3166056707865303,0.005007467592193569,54.182962544314854,1.5916633728369587,100.68471670520736,160.51812814616565,13.617816539479831,1.0311401210759217,0.11202946581529356,2,20.936942855832786,19.287650975253595,8.374777142333114,-0.9946378392483447,0,-0.47421150850048677,0.07715767012171654,0.41846629688251186
