symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2004-07-08,1.0,55000000,Micro,Unknown,15773666.666666666,528666.6666666666,16302333.333333334,879666.6666666666,4778000.0,3033333.333333333,4317000.0,3294333.333333333,856666.6666666666,-1183666.6666666667,0.0433333333,0.0433333333,-1183666.6666666667,55000000.0,1.0,10.14,9.96,222143,1.5556,35.1,1.1745,10.4,9.64,7.75,10.47,0.003375,-0.004405,1.136611,0.4286,5.0794,2.3965,0.0157
SUPERHOUSE,Superhouse Limited,INE712B01010,Leather And Leather Products,Consumer Durables,Consumer Discretionary,Leather And Leather Products,2014-09-26,10.0,11025000,Micro,Unknown,1481324666.6666667,28437000.0,1509761666.6666667,185835666.66666663,42259000.0,42312666.66666666,394206666.6666667,48104000.0,14003333.333333334,36263333.333333336,3.29,3.29,37065000.0,108414666.66666669,10.0,207.23,206.49,13656,24.1441,-35.24,-1.0458,211.38,203.35,219.2,141.96,-0.001499,-0.003913,1.042351,-0.3704,1.344,4.6265,0.0243
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2005-02-18,1.0,137161003,Mid,IN-Mi,6749423333.333333,131860000.0,6881283333.333333,1389776666.6666667,109930000.0,234840000.0,710613333.3333334,551580000.0,220240000.0,331340000.0,2.4033333333,2.4033333333,329110000.0,137563333.33333334,1.0,468.69,466.84,245580,55.7637,-9.38,-0.0876,475.78,459.73,421.3,381.8,-0.000129,-0.000534,1.032605,-0.0319,9.8413,5.1214,0.0567
SUPREMEENG,Supreme Engineering Limited,INE319Z01013,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2020-12-04,1.0,249950000,Micro,Unknown,41599333.333333336,2291333.333333333,43890666.66666666,4086000.0,2750666.6666666665,4493333.333333333,6896333.333333333,-10398666.666666666,-561333.3333333334,-9837333.333333334,-0.3933333333,-0.3933333333,-9775333.333333334,249950000.0,7.0,1.0,1.03,844104,0.0354,5.0,,1.03,0.98,1.0,1.05,0.05,0.015464,,0.05,0.0794,1.2728,1.0
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2025-02-03,10.0,38646853,Micro,Unknown,196735000.0,8199000.0,204934000.0,2748000.0,22000.0,868000.0,6698000.0,52192000.0,9026000.0,43166000.0,1.13,1.13,43166000.0,386469000.0,10.0,93.33,91.87,43729,4.7378,5.38,0.7786,95.94,88.64,88.44,93.2,0.001863,-0.004342,1.336204,0.0838,0.7982,2.5558,0.0667
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,1995-07-19,2.0,127026870,Large,IN-M,24730600000.0,151300000.0,24881900000.0,1187666666.6666667,29766666.666666668,890866666.6666666,3447400000.0,2615266666.6666665,683133333.3333334,2223133333.333333,17.5,17.5,2206333333.333333,254100000.0,2.0,4797.74,4785.93,217971,812.269,-21.63,-0.4067,4885.8,4703.44,4042.85,3168.5,-0.000659,-0.001068,1.021365,-0.1627,9.8413,4.963,0.0121
SPLPETRO,Supreme Petrochem Limited,INE663A01033,Petrochemicals,Chemicals,Commodities,Petrochemicals,2022-05-24,2.0,188041342,Mid,Unknown,14947852333.333334,189422000.0,15137274333.333334,168458000.0,31505000.0,168228333.33333334,740811333.3333334,1275117000.0,329659333.3333333,945457666.6666666,5.0266666667,5.0266666667,945838666.6666666,376083000.0,2.0,728.45,727.79,79174,100.1509,-3.3,0.0727,741.48,714.16,638.75,617.7,0.0001,0.000123,1.01832,0.0247,7.7917,5.4117,0.0283
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,Shipping,Services,Services,Shipping,2006-11-27,10.0,142767161,Mid,IN-S,10142566666.666666,2491366666.6666665,12633933333.333334,1578000000.0,443000000.0,1310166666.6666667,2698600000.0,6604166666.666667,231300000.0,6372866666.666667,44.6366666667,44.5466666667,6343733333.333333,1427700000.0,10.0,1114.1,1111.52,838546,165.8814,-9.84,-0.074,1134.94,1092.44,957.1,862.95,-0.000115,-0.001806,1.03769,-0.0285,9.8413,4.8396,0.0526
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-12-28,2.0,80482800,Small,IN-Mi,1707918333.3333333,22800000.0,1730718333.3333333,198471666.66666663,4228333.333333333,47879000.0,344238666.6666667,614730666.6666666,156145333.33333334,458585333.3333333,5.69,5.69,457880000.0,160970000.0,2.0,569.93,569.22,449102,142.5998,95.56,1.4884,585.72,554.7,363.6,711.05,0.003339,-0.001803,1.040694,0.8248,9.8413,3.7749,0.0283
SURAJEST,Suraj Estate Developers Limited,INE843S01025,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2023-12-26,5.0,47773388,Small,Unknown,1375370000.0,11586666.666666666,1386956666.6666667,55033333.333333336,205683333.3333333,13950000.0,68033333.33333333,367113333.3333333,93946666.66666669,273166666.6666667,6.23,6.22,273223333.3333333,219996666.66666663,5.0,493.85,490.39,221512,148.7169,-17.26,-0.0573,505.86,479.17,344.15,284.75,-0.000149,-0.002796,1.071393,-0.0283,7.5794,3.3366,0.0842
SURAJLTD,Suraj Limited,INE713C01016,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2024-08-29,10.0,18364100,Small,Unknown,601278000.0,10369000.0,611647000.0,55811500.0,9896000.0,26593500.0,107926000.0,81051000.0,24166000.0,57962500.0,3.155,3.1,57966000.0,183641000.0,10.0,376.35,374.27,26707,37.4123,23.1,1.754,386.23,363.45,312.75,385.0,0.004832,-0.002088,1.381129,0.2561,0.5723,1.8933,0.0566
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Service Provider,2024-12-06,2.0,52080758,Small,Unknown,631332500.0,9561500.0,640894000.0,111539000.0,20534000.0,87880500.0,242370500.0,108398000.0,27697000.0,80701000.0,1.56,1.56,81485000.0,95206000.0,2.0,327.6,326.26,327648,50.8543,-34.03,-2.5705,334.88,319.27,417.25,275.25,-0.004454,-8.1e-05,1.209237,-0.3831,3.4524,3.7233,0.1744
SURANASOL,Surana Solar Limited,INE272L01022,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2011-01-07,5.0,49206600,Micro,Unknown,120933666.66666669,2534000.0,123467666.66666669,2369666.6666666665,394000.0,3888333.3333333335,5277333.333333333,3409333.333333333,852333.3333333334,2557000.0,0.0533333333,0.0533333333,2557000.0,246033000.0,3.3333333333,39.31,38.86,389760,5.9134,-18.83,-0.1863,40.12,38.0,40.05,32.51,-0.000534,-0.003658,1.12064,-0.0673,5.0397,3.2712,0.1111
SBGLP,Suratwwala Business Group Limited,INE05ST01028,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2023-02-10,1.0,173416440,Small,Unknown,39723000.0,4751333.333333333,44474333.333333336,3461333.333333333,383000.0,986666.6666666666,6854333.333333333,21493000.0,6491000.0,15002000.0,0.0866666667,0.0866666667,14604666.666666666,173416000.0,1.0,126.58,126.03,592959,82.4244,-95.18,-1.6307,129.79,123.02,960.0,46.25,-0.007243,-0.002321,1.027478,-1.5717,8.6508,2.9323,0.0369
SURYAROSNI,Surya Roshni Limited,INE335A01020,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,1995-05-10,5.0,217635896,Mid,IN-Mi,17633466666.666668,68766666.66666667,17702233333.333332,1065900000.0,53000000.0,305333333.3333333,1809766666.6666667,966433333.3333334,244733333.3333333,721700000.0,5.2633333333,5.2566666667,720833333.3333334,543266666.6666666,5.0,519.65,518.88,434393,173.671,-55.66,-0.6709,530.74,508.22,558.2,247.48,-0.001942,-0.001438,1.017112,-0.4798,9.8413,3.791,0.0202
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2005-06-15,10.0,18805290,Micro,Unknown,1817987333.3333333,12468000.0,1830455333.3333333,165790000.0,80930333.33333333,46293000.0,444006000.0,3930333.3333333335,1218666.6666666667,2711666.6666666665,0.1466666667,0.0766666667,2729000.0,626905684000.0,6.6666666667,79.91,79.3,62049,10.6858,-14.2,0.0058,82.09,77.55,69.95,60.02,1.3e-05,-0.005505,1.060468,0.0032,6.1064,3.3982,0.0607
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,Other Bank,Financial Services,Financial Services,Other Bank,2021-03-26,10.0,106284824,Small,Unknown,,523833333.3333333,5467733333.333333,,,,,,139533333.33333334,,,,,1062566666.6666666,10.0,162.46,161.56,537924,33.9779,-39.92,-1.082,165.11,159.04,193.15,116.05,-0.001735,-0.001627,1.059213,-0.4286,9.8413,4.7786,0.1417
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2006-12-14,1.0,163828620,Small,Unknown,6660300000.0,47600000.0,6707900000.0,1120166666.6666667,159600000.0,279033333.3333333,1601200000.0,-277366666.6666667,-91333333.33333331,-186033333.3333333,-1.1366666667,-1.1366666667,-178133333.33333334,163800000.0,1.0,60.47,60.15,311206,8.8607,-34.19,-0.7081,62.05,58.99,55.75,36.69,-0.001352,-0.005643,1.044258,-0.3123,9.2063,3.5016,0.026
SUULD,Suumaya Industries Limited,INE591Q01016,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2020-10-19,10.0,67343643,Micro,Unknown,3850030000.0,42910000.0,3892940000.0,9740000.0,3586666.6666666665,12233333.333333334,3860630000.0,-3831060000.0,-15533333.333333334,-3861506666.6666665,-61.2366666667,-61.23,-3861506666.6666665,642866666.6666666,10.0,7.72,7.61,765645,0.978,-32.98,-3.5714,7.86,7.46,8.55,5.73,-0.007041,-0.003781,0.849845,-0.3732,2.1429,4.8346,0.2075
SUVEN,Suven Life Sciences Limited,INE495B01038,Healthcare Research Analytics & Technology,Healthcare,Healthcare,Healthcare Research Analytics & Technology,2003-10-23,1.0,218073717,Small,Unknown,17296000.0,32248000.0,49544000.0,49196000.0,155333.3333333333,14916666.666666666,374609666.6666667,-389333666.6666667,0.0,-389333666.6666667,-1.7833333333,-1.7833333333,-389378666.6666667,218074000.0,1.0,126.17,125.6,441034,16.7201,14.19,0.5219,129.7,122.53,107.1,122.3,0.00117,-0.003254,1.032017,0.2832,9.6429,3.7534,0.0661
SUVENPHAR,Suven Pharmaceuticals Limited,INE03QK01018,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2020-03-09,1.0,254564956,Large,Unknown,2651870000.0,159950000.0,2811820000.0,535940000.0,22000000.0,169023333.33333334,539523333.3333334,974356666.6666666,220930000.0,753426666.6666666,2.96,2.9433333333,764356666.6666666,8655206666.666666,1.0,1025.54,1027.84,405970,221.6089,83.17,1.8103,1049.65,1005.14,627.6,1149.6,0.002738,0.000199,1.002866,0.6764,9.8413,4.2514,0.0283
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech),2021-03-31,1.0,209806690,Micro,Unknown,29749000.0,1238000.0,30987000.0,11734333.333333334,944666.6666666666,22959666.666666668,7126666.666666667,-36759333.333333336,0.0,-36759333.333333336,-0.1766666667,-0.1766666667,-36759333.333333336,209807000.0,1.0,5.54,5.46,439469,0.601,-36.11,-0.5886,5.67,5.32,5.65,3.61,-0.001335,-0.005996,0.998964,-0.3044,9.0873,2.3456,0.1316
SUYOG,Suyog Telematics Limited,INE442P01014,Telecom - Infrastructure,Telecommunication,Telecommunication,Telecom - Infrastructure,2024-08-20,10.0,10802480,Small,Unknown,482633000.0,32559000.0,515192000.0,48738500.0,42916000.0,113741500.0,33409500.0,221228000.0,33980500.0,187247500.0,18.005,18.005,186208500.0,108025000.0,10.0,1576.72,1562.02,45955,264.5546,-38.91,-1.2917,1611.41,1526.47,1476.25,901.8,-0.002775,-0.003239,1.02877,-0.4052,2.6807,3.0919,0.137
SUZLON,Suzlon Energy Limited,INE040H01021,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2005-10-19,2.0,13648445738,Large,IN-M,23666000000.0,227133333.3333333,23893133333.33333,2344166666.6666665,566933333.3333334,554800000.0,2636500000.0,2984633333.333333,15800000.0,2968833333.333333,0.2166666667,0.2166666667,2966200000.0,27299466666.666668,2.0,63.24,62.95,67538010,10.2592,29.74,0.8896,64.36,61.71,40.85,53.0,0.001664,-0.001435,1.022866,0.3527,8.4524,4.6151,0.0566
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2021-07-14,1.0,126500000,Micro,Unknown,266138666.66666663,0.0,266138666.66666663,798666.6666666666,142846000.0,58996666.66666666,568709000.0,-766899333.3333334,0.0,-766899333.3333334,-6.0633333333,-4.3866666667,-766899333.3333334,126500000.0,1.0,6.86,6.75,157090,0.7185,2.75,0.3151,6.97,6.6,6.55,6.73,0.000581,-0.004254,1.000942,0.0952,6.5476,4.0062,0.0854
SWANENERGY,Swan Energy Limited,INE665A01038,Petrochemicals,Chemicals,Commodities,Petrochemicals,2012-05-29,1.0,313456886,Mid,IN-S,13607052333.333334,6398437000.0,20005489333.33333,172709333.33333334,543421333.3333334,388171333.3333333,2616991333.333333,4949309333.333333,1961269333.3333333,2989173333.333333,9.8566666667,9.8566666667,3090712666.6666665,313457000.0,1.0,594.49,592.08,2959663,99.331,-36.88,-0.6409,607.84,580.64,628.85,396.95,-0.001326,-0.004201,1.013222,-0.3275,9.8413,3.94,0.1012
SWARAJENG,Swaraj Engines Limited,INE277A01016,Compressors Pumps & Diesel Engines,Capital Goods,Industrials,Compressors Pumps & Diesel Engines,1995-12-06,10.0,12147466,Small,Unknown,4092433333.3333335,39166666.66666666,4131600000.0,122233333.33333331,833333.3333333334,50133333.333333336,192700000.0,539433333.3333334,137566666.66666666,401866666.6666667,33.0833333333,33.0766666667,401866666.6666667,121500000.0,10.0,3006.65,3005.17,18538,342.9949,61.81,1.4503,3060.37,2952.94,2391.5,3869.7,0.002247,-0.000417,1.058374,0.5549,1.8244,4.5966,0.0364
SWELECTES,Swelect Energy Systems Limited,INE409B01013,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2006-05-09,10.0,15158760,Small,Unknown,1342867666.6666667,109632333.33333331,1452500000.0,61331666.66666666,137865333.33333334,106347666.66666669,242901666.66666663,92851666.66666669,76197666.66666667,16654000.0,1.1,1.1,54386000.0,151588000.0,10.0,1110.32,1103.27,78819,183.5169,-55.85,-1.1434,1140.11,1078.81,1099.25,485.35,-0.00289,-0.004744,1.036229,-0.6387,6.9436,3.359,0.086
SWIGGY,Swiggy Limited,INE00H001014,E-Retail/ E-Commerce,Consumer Services,Consumer Discretionary,E-Retail/ E-Commerce,2024-11-13,1.0,2286480881,Large,IN-L,29496345000.0,1227980000.0,30724325000.0,6100810000.0,136775000.0,777125000.0,23013560000.0,-6256400000.0,0.0,-6257050000.0,-2.765,-2.765,-6269955000.0,1169105000.0,1.0,433.81,432.14,15303457,83.5697,-26.97,-0.9681,446.56,420.51,456.0,333.0,-0.002367,-0.001044,1.10821,-0.239,4.0476,3.2586,0.0891
SYMPHONY,Symphony Limited,INE225D01027,Household Appliances,Consumer Durables,Consumer Discretionary,Household Appliances,2011-06-15,2.0,68671400,Mid,IN-Mi,3626666666.6666665,120000000.0,3746666666.6666665,313333333.3333333,23333333.33333333,56666666.66666666,836666666.6666666,566666666.6666666,120000000.0,446666666.6666667,6.5,6.5,450000000.0,137500000.0,2.0,1300.49,1299.7,196419,227.7347,19.34,0.622,1330.27,1273.44,951.7,1135.75,0.001099,-0.001672,1.061104,0.2715,9.8413,3.985,0.004
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2022-11-18,1.0,940000000,Small,Unknown,1057009333.3333334,31748666.666666668,1088758000.0,120002000.0,2493666.6666666665,13025000.0,122621000.0,140716666.66666666,34907666.666666664,105809000.0,0.1366666667,0.1366666667,128682666.66666669,940000000.0,1.0,17.69,17.6,5688523,3.4583,21.45,0.6371,18.12,17.2,13.8,16.76,0.001359,-0.002577,1.02671,0.3288,9.6429,3.4581,0.0909
SGIL,Synergy Green Industries Limited,INE00QT01015,Castings & Forgings,Capital Goods,Industrials,Castings & Forgings,2021-07-28,10.0,15543000,Small,Unknown,882651666.6666666,3696333.3333333335,886348000.0,71823333.33333333,37330333.333333336,32895666.666666668,335646000.0,57731666.66666666,14221333.333333334,43510333.333333336,2.9566666667,2.9566666667,43557333.333333336,146010000.0,10.0,388.71,386.59,79202,42.5166,20.66,0.7433,398.86,377.72,345.55,416.95,0.00152,-0.003503,1.080202,0.2858,5.9402,3.5213,0.0426
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology,Healthcare,Healthcare,Healthcare Research Analytics & Technology,2015-08-11,10.0,402536981,Large,IN-M,8748000000.0,176333333.33333334,8924333333.333334,2436333333.333333,124000000.0,1088333333.3333333,1626000000.0,1398000000.0,355000000.0,1043000000.0,2.6,2.5933333333,809333333.3333334,4025000000.0,10.0,788.04,787.81,869157,86.3031,-3.08,0.01,798.92,776.91,724.1,701.8,1e-05,-0.000301,1.019961,0.0026,9.8413,6.9315,0.0162
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,Industrial Products,Capital Goods,Industrials,Industrial Products,2022-08-26,10.0,178158012,Mid,Unknown,8369666666.666667,160306666.66666666,8529973333.333333,372106666.6666667,131870000.0,161240000.0,803543333.3333334,371560000.0,73163333.33333333,298396666.6666667,1.58,1.5766666667,289133333.3333333,1776180000.0,10.0,481.73,480.49,1252215,58.7717,0.19,0.2793,492.94,470.6,478.9,479.8,0.000623,-0.002401,1.045144,0.1539,9.8413,3.1639,0.0283
TTL,T T Limited,INE592B01024,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2007-02-22,1.0,224980500,Small,Unknown,506458333.3333333,1640666.6666666667,508099000.0,33174666.666666668,25045000.0,3242333.333333333,105729000.0,35844666.666666664,8467333.333333334,27377333.33333333,1.2733333333,1.2733333333,28069333.33333333,218314333.3333333,10.0,112.65,112.6,130276,37.3958,-87.62,-0.1509,115.54,110.18,108.4,13.42,-0.000734,-0.003859,1.058346,-0.1336,7.2619,2.9206,0.1099
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,1995-07-27,10.0,9363863,Micro,Unknown,37028666.66666666,17115000.0,54143666.66666666,2414333.333333333,47000.0,971666.6666666666,3532666.6666666665,18544333.33333333,3984333.3333333335,14560000.0,1.5533333333,1.5533333333,124863333.33333331,93639000.0,10.0,241.19,239.55,41816,52.0603,64.71,1.2686,248.73,233.14,131.5,216.6,0.004609,-0.007031,1.056598,0.7329,2.655,2.3594,0.0692
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2000-12-20,2.0,62701495,Small,Unknown,1083066666.6666667,19366666.666666668,1102433333.3333333,206366666.66666663,24066666.666666668,32966666.666666668,429800000.0,314933333.3333333,94100000.0,274633333.3333333,4.38,4.38,274633333.3333333,125400000.0,2.0,363.08,362.4,445329,54.6421,18.29,0.579,371.73,354.31,360.95,426.95,0.001225,-0.002214,1.046728,0.3025,9.8413,3.2206,0.0769
TAKE,Take Solutions Limited,INE142I01023,Healthcare Research Analytics & Technology,Healthcare,Healthcare,Healthcare Research Analytics & Technology,2007-08-27,1.0,147934000,Micro,Unknown,0.0,28410000.0,28410000.0,3183333.333333333,5723333.333333333,116666.6666666667,17940000.0,1446666.6666666667,0.0,141156666.66666666,0.01,0.01,140886666.66666666,146220000.0,1.0,19.37,19.2,252656,2.1949,-35.8,-1.0513,19.71,18.91,21.9,14.06,-0.001889,-0.004661,1.018122,-0.3665,7.7381,3.834,0.201
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2006-09-29,2.0,61728150,Small,Unknown,2070637666.6666667,42006333.333333336,2112643666.6666667,228771666.66666663,33253000.0,80212000.0,419326666.6666667,244750000.0,59941000.0,226172333.3333333,3.6633333333,3.6633333333,258192666.66666663,123456000.0,2.0,306.68,305.37,240898,38.8034,-20.24,-0.2369,313.47,299.54,305.3,243.52,-0.000462,-0.002809,1.05911,-0.1123,9.6825,3.5952,0.1152
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,2022-09-15,10.0,158351454,Mid,Unknown,,2167033333.333333,15332300000.0,,,,,,991333333.3333334,,,,,1583500000.0,10.0,457.57,455.48,123876,23.4946,-13.3,-0.6816,461.51,451.53,482.95,418.7,-0.000508,-0.001073,1.015249,-0.1255,9.8413,8.738,0.1296
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,Paper & Paper Products,Forest Materials,Commodities,Paper & Paper Products,1996-02-14,10.0,69210600,Small,Unknown,10530533333.333334,117833333.33333331,10648366666.666666,1170233333.3333333,545766666.6666666,756100000.0,3239133333.333333,-85100000.0,-23800000.0,-61300000.0,-0.8866666667,-0.8866666667,-70166666.66666667,692100000.0,10.0,208.17,207.13,289431,49.6252,-51.77,-1.7827,211.62,204.41,263.0,126.84,-0.002669,-0.003478,1.002258,-0.6593,9.8413,4.6817,0.166
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,Petrochemicals,Chemicals,Commodities,Petrochemicals,1999-10-27,10.0,89971474,Small,Unknown,4573266666.666667,74400000.0,4647666666.666667,129900000.0,15066666.666666666,63333333.333333336,1465433333.3333333,142000000.0,37066666.66666666,104933333.33333331,1.1633333333,1.1633333333,120533333.33333331,899700000.0,10.0,85.27,84.94,368897,9.8896,-13.0,-0.2723,86.82,83.77,82.9,72.12,-0.000354,-0.003798,1.044158,-0.0874,9.8413,5.5615,0.0931
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,2003-02-04,10.0,45671400,Micro,Unknown,0.0,2279033333.333333,2279033333.333333,3981233333.3333335,27456200000.0,703100000.0,1386900000.0,-33181433333.33333,0.0,-33181433333.33333,-0.7233333333,-0.7233333333,-33181433333.33333,456762000000.0,10.0,10.38,10.2,31950,1.3347,-12.25,-0.2295,10.6,9.88,10.2,8.95,-0.00069,-0.005859,1.193218,-0.0469,0.8748,3.7508,0.0
TANLA,Tanla Platforms Limited,INE483C01032,Software Products,Information Technology,Information Technology,Software Products,2007-01-05,1.0,134617359,Mid,Unknown,10011189000.0,97567333.33333331,10108756333.333334,527456000.0,15139333.333333334,235731333.3333333,7725814333.333333,1604615333.3333333,304784333.3333333,1299831000.0,9.6733333333,9.6566666667,1320867666.6666667,134548000.0,1.0,778.8,774.75,1045536,175.7585,-48.36,-1.4466,791.68,764.79,937.0,483.9,-0.002348,-0.003606,1.085387,-0.58,9.8413,4.5235,0.1336
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01012,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2024-04-16,2.0,78824900,Small,Unknown,553956000.0,19174000.0,573130000.0,71969666.66666667,18455333.33333333,100902000.0,266452666.66666663,75723333.33333333,19059333.33333333,56664000.0,2.7566666667,2.7366666667,56664000.0,5158431766666.667,7.3333333333,342.28,337.65,94819,141.2859,-82.37,-1.1093,350.16,328.8,313.2,55.21,-0.006137,-0.004349,0.992778,-0.7732,4.7786,3.2089,0.2857
TARC,TARC Limited,INE0EK901012,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2020-12-18,2.0,295096335,Mid,IN-Mi,72910000.0,13308666.666666666,86218666.66666667,56691333.333333336,319402666.6666667,22209000.0,230323333.3333333,-448236000.0,-25808000.0,-422428000.0,-1.43,-1.43,-423696666.6666667,590193000.0,2.0,175.08,174.07,901882,41.5688,-7.61,0.135,179.26,169.9,160.65,148.42,0.000339,-0.001968,1.025882,0.063,7.4206,3.9644,0.0323
TARMAT,Tarmat Limited,INE924H01018,Civil Construction,Construction,Industrials,Civil Construction,2007-07-09,10.0,23814255,Micro,Unknown,211637333.3333333,916333.3333333334,212553666.66666663,22432666.666666668,1263333.3333333333,2531666.6666666665,102365333.33333331,3968000.0,-359666.6666666667,4327666.666666667,0.2066666667,0.1766666667,4424000.0,229808666.66666663,6.6666666667,72.23,71.53,77699,12.4229,-33.41,-1.1678,74.11,70.01,77.26,51.45,-0.00238,-0.006106,1.097562,-0.3331,4.3475,3.8738,0.05
TARSONS,Tarsons Products Limited,INE144Z01023,Medical Equipment & Supplies,Healthcare,Healthcare,Medical Equipment & Supplies,2021-11-26,2.0,53206281,Small,Unknown,867360000.0,44846666.66666666,912206666.6666666,144380000.0,44270000.0,135576666.66666666,208996666.66666663,104933333.33333331,31866666.666666668,73066666.66666667,1.37,1.37,64256666.66666666,106410000.0,2.0,420.92,419.79,77101,58.5168,-22.25,-0.3867,429.26,412.49,453.0,352.2,-0.00066,-0.001241,1.004841,-0.1631,7.5878,3.9654,0.0769
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Packaged Foods,2017-03-23,10.0,2566000,Small,Unknown,1402223333.3333333,45130000.0,1447353333.3333333,113103333.33333331,16653333.333333334,74766666.66666667,240813333.3333333,89863333.33333333,25150000.0,64713333.333333336,25.2166666667,25.2166666667,60223333.333333336,17106666.666666668,6.6666666667,10851.78,10798.44,5927,1541.4407,-31.65,-0.7565,11058.05,10631.47,11735.0,8021.15,-0.001217,-0.002655,1.018623,-0.3007,0.5834,4.3666,0.1336
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,1999-04-01,10.0,254756278,Large,IN-S,37926666666.66666,610000000.0,38536666666.66666,5016666666.666667,1420000000.0,2766666666.6666665,20260000000.0,1610000000.0,640000000.0,1453333333.3333333,3.61,3.61,-116666666.66666669,2550000000.0,10.0,1032.04,1029.0,1287465,99.931,-24.49,-0.8142,1045.38,1015.89,1102.15,832.25,-0.000962,-0.001256,1.04202,-0.2375,9.8413,6.9918,0.004
